chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr2	181546954	181546955	MACS_peak_6813	NR_104319	SCHLAP1	-9876	0.0116738964778
chr5	140061555	140061556	MACS_peak_10637	NM_001278731	HARS2	-9455	0.0138150044292
chr5	19979794	19979795	MACS_peak_9949	NM_004934	CDH18	-8559	0.0197697952194
chr5	87572492	87572493	MACS_peak_10311	NR_039995	TMEM161B-AS1	7794	0.0268470321121
chr11	18135886	18135887	MACS_peak_1887	NR_026576	SAA3P	-1793	0.296057969775
chr2	38155852	38155853	MACS_peak_5997	NM_001170791	RMDN2	3391	0.156234061808
chr14	31087631	31087632	MACS_peak_3749	NM_182835	SCFD1	-3828	0.131178013047
chr14	31101394	31101395	MACS_peak_3750	NM_182835	SCFD1	9935	0.0114016180436
chr5	92909764	92909765	MACS_peak_10347	NR_109818	NR2F1-AS1	-7262	0.0332134621102
chr9	106860299	106860300	MACS_peak_13826	NR_121580	SMC2-AS1	5544	0.0660330437082
chr19	53133122	53133123	MACS_peak_5806	NM_001277952	ZNF83	-8522	0.0200645640979
chrX	30242200	30242201	MACS_peak_14127	NM_002364	MAGEB2	8526	0.0200324864643
chr9	21993182	21993183	MACS_peak_13490	NR_047542	CDKN2B-AS1	-1607	0.318924781076
chr3	136578612	136578613	MACS_peak_8431	NR_110177	NCK1-AS1	-2293	0.242391764548
chr10	5849090	5849091	MACS_peak_1144	NM_001494	GDI2	-6422	0.0464768936799
chr17	38651451	38651452	MACS_peak_5030	NM_032865	TNS4	-6403	0.0468314637314
chr1	209816204	209816205	MACS_peak_924	NM_001017402	LAMB3	-8475	0.0204453460379
chr19	14959157	14959158	MACS_peak_5699	NM_001005190	OR7A10	6468	0.0456295384112
chr19	12302421	12302422	MACS_peak_5694	NR_104179	LOC100289333	-3408	0.155175274145
chr3	174585276	174585277	MACS_peak_8632	NM_207015	NAALADL2	8166	0.0231352002718
chr19	2783772	2783773	MACS_peak_5679	NM_003021	SGTA	418	0.513143369575
chr7	27130977	27130978	MACS_peak_11922	NR_038367	HOTAIRM1	-4735	0.0912638972031
chr3	118958442	118958443	MACS_peak_8358	NM_003778	B4GALT4	-1310	0.359155441329
chr10	13137730	13137731	MACS_peak_1184	NM_001008213	OPTN	-4351	0.106415929493
chr14	78165771	78165772	MACS_peak_4020	NM_001267864	SLIRP	-8642	0.0191242139647
chr13	38170607	38170608	MACS_peak_3235	NM_001286667	POSTN	-2374	0.234664134977
chr1	151956970	151956971	MACS_peak_643	NM_002966	S100A10	-9744	0.0123068409059
chr10	77165033	77165034	MACS_peak_1517	NR_110301	ZNF503-AS2	2379	0.234195275723
chr10	77165172	77165173	MACS_peak_1518	NR_110301	ZNF503-AS2	2518	0.221529392674
chr1	143749599	143749600	MACS_peak_609	NR_104014	LINC01138	5080	0.0794998614572
chr1	248341641	248341642	MACS_peak_1110	NM_001004688	OR2M2	-1646	0.313988160248
chr5	140061555	140061556	MACS_peak_10637	NM_001289094	HARS	-9757	0.0122430114336
chr8	69237375	69237376	MACS_peak_12919	NR_038877	LOC286189	-6351	0.0478157593647
chr9	68450896	68450897	MACS_peak_13639	NR_033907	LOC642236	-3479	0.150830287211
chr9	68454121	68454122	MACS_peak_13640	NR_033907	LOC642236	-254	0.547934239581
chr17	34763795	34763796	MACS_peak_5017	NM_001291462	LOC101060321	6802	0.0399231069963
chr10	111691608	111691609	MACS_peak_1707	NR_030724	XPNPEP1	8297	0.0219541300497
chr1	63783851	63783852	MACS_peak_229	NR_121635	FOXD3-AS1	-4278	0.10956908669
chr12	25408375	25408376	MACS_peak_2589	NM_033360	KRAS	4510	0.0998586093503
chr17	79836776	79836777	MACS_peak_5225	NR_125441	ARHGDIA	7494	0.0302699441806
chr9	26943622	26943623	MACS_peak_13527	NM_001031689	PLAA	-3846	0.130236923341
chr7	120585095	120585096	MACS_peak_12394	NM_019071	ING3	-5721	0.0615195665184
chr17	16465892	16465893	MACS_peak_4946	NM_020653	ZNF287	-6628	0.042800735156
chr11	18618144	18618145	MACS_peak_1889	NM_001261386	UEVLD	7851	0.026241845128
chr10	30634699	30634700	MACS_peak_1280	NM_018109	MTPAP	-3568	0.145555182952
chr13	50613579	50613580	MACS_peak_3302	NR_029486	MIR16-1	-9618	0.0129430022977
chr13	50631221	50631222	MACS_peak_3303	NR_029486	MIR16-1	8024	0.0244873162394
chrX	103322934	103322935	MACS_peak_14496	NR_130172	LOC100101478	5432	0.069058590294
chr22	39188941	39188942	MACS_peak_7708	NM_005740	DNAL4	-1220	0.372320588053
chr12	57039981	57039982	MACS_peak_2756	NM_001686	ATP5B	129	0.576027428786
chr5	131889198	131889199	MACS_peak_10599	NM_000879	IL5	9984	0.0111803221145
chr22	29131020	29131021	MACS_peak_7672	NM_007194	CHEK2	-6802	0.0399231069963
chr11	111132126	111132127	MACS_peak_2339	NM_198498	C11orf53	5420	0.0693908683568
chr16	89196085	89196086	MACS_peak_4885	NR_045667	ACSF3	-6870	0.0388518338475
chr2	223164753	223164754	MACS_peak_7077	NM_181457	PAX3	1038	0.400436530775
chr11	62068616	62068617	MACS_peak_2111	NM_206998	SCGB1D4	2080	0.263948835379
chr1	197741513	197741514	MACS_peak_867	NR_125340	DENND1B	-3110	0.174819721307
chr15	40993933	40993934	MACS_peak_4263	NM_002875	RAD51	6607	0.0431617755782
chr19	53133122	53133123	MACS_peak_5806	NM_001277951	ZNF83	-8522	0.0200645640979
chr17	76005360	76005361	MACS_peak_5217	NM_018996	TNRC6C	5043	0.0806852093447
chr17	46629796	46629797	MACS_peak_5064	NR_102279	HOXB-AS1	8084	0.0239066169149
chr3	99976544	99976545	MACS_peak_8253	NM_001199198	TBC1D23	-3116	0.174400657055
chr1	63783851	63783852	MACS_peak_229	NR_106716	MIR6068	-8804	0.0179242631631
chr5	98107325	98107326	MACS_peak_10371	NR_033932	RGMB-AS1	-1463	0.337834212295
chr14	23294554	23294555	MACS_peak_3700	NM_178336	MRPL52	-4537	0.0987859392144
chr7	134858549	134858550	MACS_peak_12484	NM_001243751	C7orf49	2971	0.184814991542
chr8	93968800	93968801	MACS_peak_13093	NM_001171796	TRIQK	-9572	0.0131833580315
chr11	8611212	8611213	MACS_peak_1849	NM_001289061	STK33	-4343	0.106757005899
chr4	153412314	153412315	MACS_peak_9623	NR_036092	MIR3140	1746	0.301676508386
chr13	52020221	52020222	MACS_peak_3314	NM_012141	INTS6	-7054	0.0360950334742
chr13	52024303	52024304	MACS_peak_3315	NM_012141	INTS6	-2972	0.184741080329
chrX	103224950	103224951	MACS_peak_14495	NM_194324	TMSB15B	7751	0.0273127951439
chr16	18935102	18935103	MACS_peak_4625	NM_015092	SMG1	-2624	0.212332889998
chr22	17161672	17161673	MACS_peak_7614	NR_040115	ANKRD62P1-PARP4P3	5242	0.0745116343513
chr22	17162778	17162779	MACS_peak_7615	NR_040115	ANKRD62P1-PARP4P3	6348	0.047873172717
chr17	42900865	42900866	MACS_peak_5048	NM_005497	GJC1	-6742	0.0408928519564
chr6	28375899	28375900	MACS_peak_11009	NR_028077	ZSCAN12	8355	0.021450657101
chr10	70098340	70098341	MACS_peak_1480	NM_022129	PBLD	5656	0.0631400502501
chrX	185038	185039	MACS_peak_13980	NR_028057	PLCXD1	-7952	0.0252028045246
chrX	186047	186048	MACS_peak_13981	NR_028057	PLCXD1	-6943	0.0377337635668
chrX	186515	186516	MACS_peak_13982	NR_028057	PLCXD1	-6475	0.0455019544046
chr11	93467333	93467334	MACS_peak_2249	NR_003032	SNORA32	3068	0.177781501922
chr4	47979667	47979668	MACS_peak_9014	NM_001142564	CNGA1	-3883	0.128323610317
chr4	152139889	152139890	MACS_peak_9613	NM_001009555	SH3D19	-7771	0.0270951644662
chr18	3456604	3456605	MACS_peak_5254	NM_001278682	TGIF1	7194	0.0341292667611
chr1	161672121	161672122	MACS_peak_675	NM_001184866	FCRLA	-4640	0.094798660459
chr1	94998613	94998614	MACS_peak_425	NM_001178096	F3	-8800	0.0179529649395
chr22	40314913	40314914	MACS_peak_7712	NM_001291828	GRAP2	-7718	0.0276757140349
chrX	56759957	56759958	MACS_peak_14267	NR_015367	LINC01420	4240	0.111247258604
chr3	131106679	131106680	MACS_peak_8402	NR_033268	NUDT16	6055	0.0538259277213
chr12	81480955	81480956	MACS_peak_2895	NM_024560	ACSS3	9147	0.0156262982314
chr7	99862468	99862469	MACS_peak_12275	NR_028038	GATS	-7387	0.0315936224488
chr18	3456604	3456605	MACS_peak_5254	NM_173208	TGIF1	6956	0.0375380572736
chr5	87572492	87572493	MACS_peak_10311	NR_039993	TMEM161B-AS1	7794	0.0268470321121
chr8	126095157	126095158	MACS_peak_13293	NM_173685	NSMCE2	-8925	0.0170773885075
chr12	93967920	93967921	MACS_peak_2975	NM_003877	SOCS2	4323	0.107614487298
chr15	65942081	65942082	MACS_peak_4389	NM_001254740	SLC24A1	6839	0.0393365959006
chr4	38799066	38799067	MACS_peak_8963	NM_003263	TLR1	-7346	0.0321160298891
chr15	85925015	85925016	MACS_peak_4476	NR_106993	MIR7706	1189	0.376966106032
chrX	102625303	102625304	MACS_peak_14491	NM_014380	NGFRAP1	-6805	0.039875228001
chrX	147590800	147590801	MACS_peak_14712	NM_001169123	AFF2	8662	0.0189718305991
chr7	107221619	107221620	MACS_peak_12304	NM_018844	BCAP29	1198	0.375611467862
chr7	107227960	107227961	MACS_peak_12305	NM_018844	BCAP29	7539	0.0297299596259
chr10	92805398	92805399	MACS_peak_1607	NR_047467	LINC00502	-166	0.567564999285
chr9	126138262	126138263	MACS_peak_13934	NR_104603	CRB2	7205	0.0339794278747
chr14	24809582	24809583	MACS_peak_3707	NM_001198592	ADCY4	5305	0.0726574026105
chr6	27930486	27930487	MACS_peak_11008	NM_012367	OR2B6	5468	0.0680712723438
chr3	52316451	52316452	MACS_peak_7989	NM_025222	WDR82	3792	0.133080642489
chr3	52318698	52318699	MACS_peak_7990	NM_025222	WDR82	6039	0.0541715183691
chr10	23993603	23993604	MACS_peak_1253	NM_001098500	KIAA1217	9929	0.0114290147899
chr1	109970753	109970754	MACS_peak_528	NM_002790	PSMA5	1683	0.309375354439
chr13	32608289	32608290	MACS_peak_3212	NR_103839	FRY-AS1	2513	0.221972894813
chr19	37954613	37954614	MACS_peak_5767	NM_144694	ZNF570	-5346	0.0714755389788
chr1	248732145	248732146	MACS_peak_1112	NM_001001821	OR2T34	-5913	0.0569717356454
chr14	50064333	50064334	MACS_peak_3865	NR_037793	LRR1	-1081	0.393607916873
chr7	50638532	50638533	MACS_peak_12043	NM_001242888	DDC	9764	0.0122087789495
chr8	25047980	25047981	MACS_peak_12701	NM_024940	DOCK5	5694	0.062187578609
chr2	189657126	189657127	MACS_peak_6866	NM_052952	DIRC1	2295	0.242197928681
chr7	18545281	18545282	MACS_peak_11858	NM_001204145	HDAC9	9913	0.0115023950509
chr2	114032529	114032530	MACS_peak_6405	NM_003466	PAX8	-3969	0.123984341448
chr7	55961125	55961126	MACS_peak_12068	NM_182633	ZNF713	6156	0.0516947008907
chr16	29930662	29930663	MACS_peak_4664	NM_178863	KCTD13	-6891	0.038526845306
chr11	32858684	32858685	MACS_peak_1971	NM_024081	PRRG4	7204	0.0339930223645
chr11	63144743	63144744	MACS_peak_2117	NM_080866	SLC22A9	7483	0.0304034253783
chr12	54071307	54071308	MACS_peak_2737	NM_001002031	ATP5G2	795	0.441313399266
chr2	106366783	106366784	MACS_peak_6358	NM_003581	NCK2	5264	0.0738588086151
chr1	19206438	19206439	MACS_peak_65	NR_039844	MIR4695	-3331	0.160029036834
chr12	49744691	49744692	MACS_peak_2719	NM_001304944	DNAJC22	3992	0.12284891647
chr12	122059685	122059686	MACS_peak_3095	NM_032790	ORAI1	-4769	0.0900311101543
chr1	43640193	43640194	MACS_peak_131	NM_001159936	EBNA1BP2	1952	0.277814959561
chr2	228342654	228342655	MACS_peak_7106	NM_001135188	AGFG1	5767	0.0603979569467
chr1	161194256	161194257	MACS_peak_674	NM_001286374	TOMM40L	-1472	0.336620195672
chr12	23328958	23328959	MACS_peak_2571	NR_120471	LOC101928441	389	0.51913049083
chr17	15016790	15016791	MACS_peak_4940	NR_103559	CDRT8	7286	0.0328961384645
chr17	46238139	46238140	MACS_peak_5060	NR_031607	MIR1203	4266	0.110096282564
chr5	149541784	149541785	MACS_peak_10683	NM_001804	CDX1	-4559	0.0979204367455
chr7	120585095	120585096	MACS_peak_12394	NM_198267	ING3	-5721	0.0615195665184
chr11	93467333	93467334	MACS_peak_2249	NM_001286069	C11orf54	-7426	0.0311045863378
chrX	122324301	122324302	MACS_peak_14583	NM_001256743	GRIA3	6206	0.05067107723
chr11	33063999	33064000	MACS_peak_1974	NM_001145541	TCP11L1	2439	0.228641500981
chr1	51573862	51573863	MACS_peak_170	NM_001136508	C1orf185	5957	0.0559778053412
chr13	22026455	22026456	MACS_peak_3146	NM_001286638	ZDHHC20	-7054	0.0360950334742
chr2	179253601	179253602	MACS_peak_6800	NR_031666	MIR548N	6797	0.0400030331097
chr11	104964693	104964694	MACS_peak_2306	NM_001007232	CARD17	-7465	0.0306231199925
chr3	157822500	157822501	MACS_peak_8541	NM_006884	SHOX2	-1452	0.339323957866
chr3	157827726	157827727	MACS_peak_8542	NM_006884	SHOX2	3774	0.134042280859
chr10	22285306	22285307	MACS_peak_1243	NM_022365	DNAJC1	-7344	0.0321417329929
chrX	85149099	85149100	MACS_peak_14394	NR_029848	MIR361	-9613	0.0129689142055
chrX	19358231	19358232	MACS_peak_14072	NM_001173456	PDHA1	-3779	0.133774464203
chr14	23294554	23294555	MACS_peak_3700	NM_181304	MRPL52	-4537	0.0987859392144
chr6	27109123	27109124	MACS_peak_11004	NM_021064	HIST1H2AG	8307	0.0218664889286
chr4	164081129	164081130	MACS_peak_9703	NM_001128931	NAF1	-6944	0.0377186730796
chr22	29672085	29672086	MACS_peak_7675	NM_001163287	EWSR1	8088	0.023868396912
chr1	7853372	7853373	MACS_peak_24	NM_001289863	PER3	8884	0.0173597668524
chrX	107973901	107973902	MACS_peak_14512	NR_110652	LOC101928358	-5868	0.0580065119348
chrX	55521501	55521502	MACS_peak_14260	NM_201286	USP51	5870	0.0579601252824
chrX	100314610	100314611	MACS_peak_14478	NM_001167970	TRMT2B	7505	0.03013704901
chr8	71522769	71522770	MACS_peak_12932	NR_038881	LOC286190	1958	0.277149003125
chr5	160360159	160360160	MACS_peak_10745	NR_027111	LOC285629	-5474	0.0679080971787
chr1	161672121	161672122	MACS_peak_675	NM_001184871	FCRLA	-4640	0.094798660459
chr12	52355788	52355789	MACS_peak_2729	NM_020327	ACVR1B	8625	0.0192547017754
chr3	148948648	148948649	MACS_peak_8498	NR_046371	CP	8816	0.0178384328575
chr2	201983910	201983911	MACS_peak_6942	NM_001202519	CFLAR	3034	0.180215846369
chr5	35996544	35996545	MACS_peak_10044	NM_152404	UGT3A1	5009	0.0817900239019
chr15	93428325	93428326	MACS_peak_4517	NR_037602	LINC01578	1800	0.295230166924
chr20	1380759	1380760	MACS_peak_7167	NM_054014	FKBP1A	6943	0.0377337635668
chr3	193852908	193852909	MACS_peak_8736	NM_005524	HES1	-1022	0.403007543036
chr9	129561100	129561101	MACS_peak_13955	NM_001135776	ZBTB43	-6184	0.0511189504616
chr17	30673901	30673902	MACS_peak_4994	NM_001032293	ZNF207	-3255	0.164968620823
chr17	30678655	30678656	MACS_peak_4995	NM_001032293	ZNF207	1499	0.333004258765
chr7	29003319	29003320	MACS_peak_11951	NM_014817	TRIL	5290	0.073094657479
chr17	34763795	34763796	MACS_peak_5017	NM_001123392	TBC1D3H	6788	0.0401473035599
chr10	111691608	111691609	MACS_peak_1707	NM_020383	XPNPEP1	8297	0.0219541300497
chr17	58182750	58182751	MACS_peak_5125	NR_027408	LOC653653	2470	0.225823851896
chr9	95055644	95055645	MACS_peak_13776	NM_013417	IARS	-394	0.518093267418
chr13	38170607	38170608	MACS_peak_3235	NM_001135934	POSTN	-2374	0.234664134977
chr18	59995795	59995796	MACS_peak_5577	NM_003839	TNFRSF11A	3276	0.163588688239
chrX	153155842	153155843	MACS_peak_14725	NR_130768	LCA10	9716	0.0124454522989
chr8	67523137	67523138	MACS_peak_12908	NM_001294282	MYBL1	-2347	0.237212242649
chr15	41986076	41986077	MACS_peak_4264	NR_030356	MIR626	2294	0.242294827231
chr7	16250900	16250901	MACS_peak_11843	NR_038947	ISPD-AS1	790	0.44219690928
chr6	42192406	42192407	MACS_peak_11058	NM_018141	MRPS10	6773	0.0403889114802
chr8	25307754	25307755	MACS_peak_12703	NM_017634	KCTD9	-8230	0.0225504558085
chrX	17661940	17661941	MACS_peak_14062	NM_001291868	NHS	8528	0.0200164668838
chr4	155665121	155665122	MACS_peak_9637	NM_001301645	LRAT	3129	0.173496127453
chr15	65283832	65283833	MACS_peak_4386	NM_016630	SPG21	1548	0.326540922896
chr11	86095552	86095553	MACS_peak_2211	NM_001156474	CCDC81	9775	0.0121551783299
chr5	858198	858199	MACS_peak_9847	NM_024786	ZDHHC11	7097	0.0354795075957
chr11	58915363	58915364	MACS_peak_2094	NR_110184	LOC101927204	5082	0.0794362870012
chr12	121162049	121162050	MACS_peak_3093	NM_001302554	ACADS	-1491	0.334071579195
chr1	150679578	150679579	MACS_peak_639	NM_018178	GOLPH3L	9906	0.0115346468886
chr20	30790448	30790449	MACS_peak_7299	NM_002657	PLAGL2	-5098	0.0789295181545
chr8	84322952	84322953	MACS_peak_13019	NR_122034	LINC01419	6960	0.037478044405
chr4	4859956	4859957	MACS_peak_8768	NM_002448	MSX1	-1435	0.341639223762
chr15	49465097	49465098	MACS_peak_4302	NR_039866	MIR4716	3747	0.135497783057
chr7	127890857	127890858	MACS_peak_12447	NM_000230	LEP	9527	0.0134228070522
chr14	77923361	77923362	MACS_peak_4019	NM_001193315	VIPAS39	-622	0.472933732844
chr16	25020108	25020109	MACS_peak_4651	NM_001006634	ARHGAP17	-6591	0.0434388967838
chr17	5135698	5135699	MACS_peak_4905	NM_001271842	SCIMP	-2457	0.227001194364
chr11	120188836	120188837	MACS_peak_2380	NM_001198674	TMEM136	-7001	0.0368684170845
chr7	50638532	50638533	MACS_peak_12043	NM_000790	DDC	9764	0.0122087789495
chr2	177503324	177503325	MACS_peak_6783	NR_040001	LINC01116	1022	0.403007543036
chr1	244511494	244511495	MACS_peak_1094	NM_001012970	C1orf100	-4442	0.102612040431
chr2	176872524	176872525	MACS_peak_6775	NM_001305011	KIAA1715	5451	0.0685357343769
chr5	140061555	140061556	MACS_peak_10637	NM_194249	DND1	8384	0.0212032671146
chr15	77359856	77359857	MACS_peak_4442	NM_198902	TSPAN3	-3714	0.137298210472
chr10	6657881	6657882	MACS_peak_1147	NR_120634	LOC101928150	-2796	0.198215590448
