chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr12	91461042	91461043	MACS_peak_2959	NM_007035	KERA	8911	0.184864282112
chr4	152139889	152139890	MACS_peak_9613	NM_001128923	SH3D19	-7771	0.215211646371
chr4	152164317	152164318	MACS_peak_9614	NM_001128923	SH3D19	16657	0.0658133000055
chrX	38433796	38433797	MACS_peak_14189	NM_004615	TSPAN7	13066	0.106231634983
chr6	99842532	99842533	MACS_peak_11365	NM_017421	COQ3	450	0.571209063849
chr1	155091442	155091443	MACS_peak_652	NM_001287590	SLC50A1	-16377	0.0683167705559
chr12	86228456	86228457	MACS_peak_2920	NM_005447	RASSF9	-1862	0.473186031442
chr11	93467333	93467334	MACS_peak_2249	NR_003036	SNORD6	2594	0.429185236443
chr1	54508887	54508888	MACS_peak_181	NR_039942	MIR4781	-10864	0.142482893323
chr1	44193191	44193192	MACS_peak_132	NM_001270466	ST3GAL3	19988	0.0422113276318
chr1	205322940	205322941	MACS_peak_903	NR_038425	LEMD1-AS1	-19439	0.0454170966483
chr21	39611254	39611255	MACS_peak_7577	NM_002243	KCNJ15	-17365	0.0598847538282
chr13	80577564	80577565	MACS_peak_3485	NR_104138	LINC01080	-7647	0.218799389206
chr4	152139889	152139890	MACS_peak_9613	NM_001243349	SH3D19	-9293	0.17568429613
chr4	152164317	152164318	MACS_peak_9614	NM_001243349	SH3D19	15135	0.0806206869896
chr11	74081454	74081455	MACS_peak_2149	NM_173582	PGM2L1	-28056	0.0143960703788
chr11	74103915	74103916	MACS_peak_2150	NM_173582	PGM2L1	-5595	0.287653111145
chr19	18294493	18294494	MACS_peak_5700	NM_006332	IFI30	9904	0.16193936024
chr11	18618144	18618145	MACS_peak_1889	NM_001261385	UEVLD	17079	0.0622124586161
chr17	57202176	57202177	MACS_peak_5117	NR_030411	MIR454	-13057	0.106359189463
chr17	57222715	57222716	MACS_peak_5118	NR_030411	MIR454	7482	0.223666315662
chr1	44193191	44193192	MACS_peak_132	NM_174964	ST3GAL3	19988	0.0422113276318
chr15	67016720	67016721	MACS_peak_4397	NR_027654	SMAD6	22047	0.0320775137675
chr11	60191902	60191903	MACS_peak_2104	NM_001261827	MS4A14	28416	0.0137213810792
chr7	50638532	50638533	MACS_peak_12043	NM_001242886	DDC	9764	0.164990618105
chr7	37946572	37946573	MACS_peak_11994	NM_001242946	EPDR1	-13590	0.0990629274467
chr12	9774316	9774317	MACS_peak_2491	NR_002814	LOC374443	-26326	0.0181309776119
chr12	9814664	9814665	MACS_peak_2492	NR_002814	LOC374443	14022	0.093518126048
chr1	173013311	173013312	MACS_peak_737	NM_005092	TNFSF18	-6792	0.245219880376
chr1	33267798	33267799	MACS_peak_98	NM_022753	S100PBP	-15320	0.078656369556
chr9	21993182	21993183	MACS_peak_13490	NM_004936	CDKN2B	-16130	0.0706041279485
chr1	8239951	8239952	MACS_peak_26	NR_125998	LOC102724539	-28780	0.013071338672
chr19	37075872	37075873	MACS_peak_5764	NR_110706	ZNF529-AS1	11901	0.124083568606
chr2	170414759	170414760	MACS_peak_6733	NM_024622	FASTKD1	-15672	0.0750500541038
chr14	23294554	23294555	MACS_peak_3700	NM_181305	MRPL52	-4537	0.331232963704
chr6	26042132	26042133	MACS_peak_10999	NM_003537	HIST1H3B	9844	0.163240071028
chr10	91097881	91097882	MACS_peak_1593	NM_001549	IFIT3	10306	0.153487932093
chr1	226470018	226470019	MACS_peak_1013	NM_001270410	LIN9	-27431	0.015647147192
chr9	8707000	8707001	MACS_peak_13420	NM_001171025	PTPRD	-26946	0.0166924292612
chr12	124441015	124441016	MACS_peak_3101	NM_001304958	CCDC92	-16517	0.0670533527573
chr5	92909764	92909765	MACS_peak_10347	NR_109819	NR2F1-AS1	-7262	0.230324368293
chr6	27325546	27325547	MACS_peak_11006	NR_024553	ZNF204P	-17607	0.0579833139699
chr21	43360705	43360706	MACS_peak_7597	NM_015500	C2CD2	-13294	0.103050787131
chr1	161672121	161672122	MACS_peak_675	NM_001184870	FCRLA	-4640	0.326715124505
chr5	42558663	42558664	MACS_peak_10086	NM_001242462	GHR	-7302	0.229099241571
chr2	60957120	60957121	MACS_peak_6140	NM_022894	PAPOLG	-26244	0.0183302972624
chr2	60965991	60965992	MACS_peak_6141	NM_022894	PAPOLG	-17373	0.0598209108131
chr2	61002033	61002034	MACS_peak_6142	NM_022894	PAPOLG	18669	0.0503276827692
chr1	244819790	244819791	MACS_peak_1095	NM_016076	DESI2	3441	0.383352633231
chr2	38282144	38282145	MACS_peak_5998	NR_102712	RMDN2-AS1	18660	0.050388112239
chr3	103244134	103244135	MACS_peak_8270	NR_039611	MIR548AB	1174	0.518646195079
chr1	78437079	78437080	MACS_peak_329	NM_003902	FUBP1	-7810	0.214095450435
chr12	27496063	27496064	MACS_peak_2606	NM_001248005	ARNTL2	10277	0.154082567651
chr1	158998847	158998848	MACS_peak_667	NM_001206567	IFI16	19166	0.0471007352976
chr21	39611254	39611255	MACS_peak_7577	NM_001276439	KCNJ15	9418	0.172780490129
chr17	676590	676591	MACS_peak_4893	NM_018146	RNMTL1	-8922	0.184593346566
chr10	21798109	21798110	MACS_peak_1236	NM_001195627	MLLT10	-24991	0.0216633511495
chr10	21807262	21807263	MACS_peak_1237	NM_001195627	MLLT10	-15838	0.0734071942886
chr10	61141639	61141640	MACS_peak_1420	NM_198215	FAM13C	19287	0.0463469403971
chr10	61141806	61141807	MACS_peak_1421	NM_198215	FAM13C	19454	0.0453263532286
chr2	79297960	79297961	MACS_peak_6253	NM_006507	REG1B	-17190	0.0612984942477
chr2	79317920	79317921	MACS_peak_6254	NM_006507	REG1B	2770	0.419230943402
chr2	79330610	79330611	MACS_peak_6255	NM_006507	REG1B	15460	0.0772017361408
chr17	57673275	57673276	MACS_peak_5122	NM_004859	CLTC	-23774	0.0254798670358
chr4	176905859	176905860	MACS_peak_9776	NM_001261447	GPM6A	-17983	0.0551480808106
chr17	74745309	74745310	MACS_peak_5211	NM_015167	JMJD6	22428	0.0304886742621
chr7	81416328	81416329	MACS_peak_12159	NM_001010931	HGF	16876	0.0639193380601
chr17	73688054	73688055	MACS_peak_5208	NM_013260	SAP30BP	24859	0.0220480011204
chr2	3766527	3766528	MACS_peak_5833	NM_001287444	DCDC2C	15346	0.0783841662332
chr13	38170607	38170608	MACS_peak_3235	NM_001135935	POSTN	-2374	0.441961133807
chr12	99052071	99052072	MACS_peak_2999	NM_181861	APAF1	12994	0.107256369535
chr6	15640297	15640298	MACS_peak_10937	NR_036448	DTNBP1	-22992	0.0282800123853
chr5	76922979	76922980	MACS_peak_10249	NM_032109	OTP	-11543	0.130150127661
chr5	76930162	76930163	MACS_peak_10250	NM_032109	OTP	-4360	0.339143033339
chr15	22390668	22390669	MACS_peak_4181	NR_028067	OR4N3P	-22793	0.0290404188283
chr15	22390786	22390787	MACS_peak_4182	NR_028067	OR4N3P	-22675	0.0295009346427
chr15	22419848	22419849	MACS_peak_4183	NR_028067	OR4N3P	6387	0.258825807879
chr13	103718897	103718898	MACS_peak_3614	NM_000452	SLC10A2	-299	0.582825957321
chr17	36327665	36327666	MACS_peak_5027	NM_001123391	TBC1D3	-20956	0.0371001846114
chr10	44888581	44888582	MACS_peak_1334	NM_001277990	CXCL12	8036	0.207740273078
chr9	41956138	41956139	MACS_peak_13596	NR_126044	GLIDR	961	0.53358690084
chr1	153511013	153511014	MACS_peak_648	NR_125947	LOC101928034	-7204	0.232112448407
chr14	24809582	24809583	MACS_peak_3707	NM_004554	NFATC4	-27643	0.015211047083
chr20	29616428	29616429	MACS_peak_7290	NR_045115	MLLT10P1	-21710	0.0335517362204
chr20	29633236	29633237	MACS_peak_7291	NR_045115	MLLT10P1	-4902	0.315498926356
chr20	29645681	29645682	MACS_peak_7292	NR_045115	MLLT10P1	7543	0.221854540833
chr20	29651343	29651344	MACS_peak_7293	NR_045115	MLLT10P1	13205	0.104280940949
chr10	91097881	91097882	MACS_peak_1593	NM_001031683	IFIT3	5646	0.28570370548
chr5	140737303	140737304	MACS_peak_10638	NM_032095	PCDHGB1	7476	0.223845320307
chr2	99961743	99961744	MACS_peak_6331	NM_005783	TXNDC9	8883	0.185555732002
chr9	8707000	8707001	MACS_peak_13420	NM_130393	PTPRD	-26946	0.0166924292612
chr10	21798109	21798110	MACS_peak_1236	NM_001195628	MLLT10	-24991	0.0216633511495
chr10	21807262	21807263	MACS_peak_1237	NM_001195628	MLLT10	-15838	0.0734071942886
chr21	10966406	10966407	MACS_peak_7447	NM_199260	TPTE	-24537	0.0230152094769
chr1	145191628	145191629	MACS_peak_616	NM_203458	NOTCH2NL	-17484	0.0589420807173
chr15	25215012	25215013	MACS_peak_4196	NR_022008	PWAR5	-14994	0.082150692897
chr17	43741883	43741884	MACS_peak_5052	NR_026905	CRHR1-IT1	25543	0.0201261898724
chr20	19845773	19845774	MACS_peak_7257	NM_001242581	RIN2	-21391	0.0350095872584
chr20	19871719	19871720	MACS_peak_7258	NM_001242581	RIN2	4555	0.330438957779
chr10	64556971	64556972	MACS_peak_1437	NM_001136177	EGR2	-19155	0.0471698670603
chr3	158499775	158499776	MACS_peak_8547	NM_001167903	MFSD1	-19939	0.0424880111543
chr21	40704385	40704386	MACS_peak_7586	NM_001007246	BRWD1	18673	0.0503008484949
chr2	196496338	196496339	MACS_peak_6907	NM_020342	SLC39A10	-25513	0.0202068558563
chr9	68393379	68393380	MACS_peak_13633	NR_039689	MIR4477B	-21928	0.0325905362011
chr9	68408480	68408481	MACS_peak_13634	NR_039689	MIR4477B	-6827	0.244078186958
chr9	68418232	68418233	MACS_peak_13635	NR_039689	MIR4477B	2925	0.410655752752
chr9	68420872	68420873	MACS_peak_13636	NR_039689	MIR4477B	5565	0.288806027886
chr9	68425315	68425316	MACS_peak_13637	NR_039689	MIR4477B	10008	0.159709298605
chr9	68428603	68428604	MACS_peak_13638	NR_039689	MIR4477B	13296	0.103023310585
chr20	15161586	15161587	MACS_peak_7226	NM_001033087	MACROD2	-15917	0.0726380298863
chr20	15162770	15162771	MACS_peak_7227	NM_001033087	MACROD2	-14733	0.0850598629818
chr11	89382288	89382289	MACS_peak_2234	NM_153696	FOLH1B	-10176	0.15617158068
chr5	140737303	140737304	MACS_peak_10638	NM_018918	PCDHGA5	-6594	0.251779896429
chr3	62275798	62275799	MACS_peak_8046	NR_038283	PTPRG-AS1	-28824	0.0129948779891
chr17	74745309	74745310	MACS_peak_5211	NM_024311	MFSD11	11727	0.126995960515
chr1	148873160	148873161	MACS_peak_629	NR_111001	DRD5P2	-28684	0.0132397271945
chr1	148873816	148873817	MACS_peak_630	NR_111001	DRD5P2	-28028	0.0144499161578
chr1	148906604	148906605	MACS_peak_631	NR_111001	DRD5P2	4760	0.3215292799
chr11	85344188	85344189	MACS_peak_2209	NM_018480	TMEM126B	4572	0.329690811028
chr2	233539279	233539280	MACS_peak_7128	NM_001103146	GIGYF2	-22735	0.0292658686831
chr3	195426905	195426906	MACS_peak_8745	NM_020790	MUC20	-20847	0.0376433111206
chr6	32379940	32379941	MACS_peak_11023	NM_019602	BTNL2	5040	0.309746827703
chr2	108932294	108932295	MACS_peak_6373	NR_037191	SULT1C2P1	-6399	0.258412017707
chr2	208406718	208406719	MACS_peak_6985	NM_134442	CREB1	12103	0.120786188536
chr5	92909764	92909765	MACS_peak_10347	NR_021490	NR2F1-AS1	-7262	0.230324368293
chr3	156376120	156376121	MACS_peak_8533	NM_001184718	TIPARP	-18332	0.0526406488077
chr17	30673901	30673902	MACS_peak_4994	NM_003457	ZNF207	-3255	0.392978647755
chr17	30678655	30678656	MACS_peak_4995	NM_003457	ZNF207	1499	0.49665151958
chr2	181546954	181546955	MACS_peak_6813	NR_104319	SCHLAP1	-9876	0.162545063794
chr10	963313	963314	MACS_peak_1117	NM_015155	LARP4B	-14332	0.0897315060714
chr2	73625508	73625509	MACS_peak_6212	NM_015120	ALMS1	12623	0.11269540095
chr3	105064777	105064778	MACS_peak_8282	NM_001243283	ALCAM	-20779	0.0379861623851
chr13	20221540	20221541	MACS_peak_3142	NM_017520	MPHOSPH8	13753	0.096933186834
chr21	17422727	17422728	MACS_peak_7466	NR_111004	MIR99AHG	-20706	0.0383576995802
chr5	140061555	140061556	MACS_peak_10637	NM_001278731	HARS2	-9455	0.171930205471
chr5	19979794	19979795	MACS_peak_9949	NM_004934	CDH18	-8559	0.19374740585
chrX	103322934	103322935	MACS_peak_14496	NM_001164416	H2BFM	28419	0.0137158936243
chr6	37241572	37241573	MACS_peak_11038	NR_130108	TBC1D22B	16093	0.0709533022348
chr3	97783922	97783923	MACS_peak_8232	NM_054106	OR5AC2	-22094	0.0318771232274
chr3	97829977	97829978	MACS_peak_8233	NM_054106	OR5AC2	23961	0.0248524236502
chr18	12293704	12293705	MACS_peak_5302	NM_001303528	TUBB6	-14353	0.0894806092738
chr5	87572492	87572493	MACS_peak_10311	NR_039995	TMEM161B-AS1	7794	0.214552674928
chr12	98931406	98931407	MACS_peak_2998	NR_027157	TMPO-AS1	21402	0.0349582775001
chr9	42042586	42042587	MACS_peak_13597	NR_003670	KGFLP2	23002	0.0282423308288
chr9	296451	296452	MACS_peak_13381	NM_001193536	DOCK8	23404	0.0267683962069
chr9	296590	296591	MACS_peak_13382	NM_001193536	DOCK8	23543	0.0262768575913
chrX	134628573	134628574	MACS_peak_14640	NM_182540	DDX26B	-25981	0.0189844827031
chr11	62411782	62411783	MACS_peak_2114	NR_109991	B3GAT3	22135	0.0317033370687
chr10	70535179	70535180	MACS_peak_1482	NR_031655	MIR1254-1	16105	0.070839867723
chr8	144707079	144707080	MACS_peak_13375	NM_001195203	EEF1D	27234	0.016063590943
chr12	68621375	68621376	MACS_peak_2820	NM_020525	IL22	-25906	0.0191752799263
chr11	18135886	18135887	MACS_peak_1887	NR_026576	SAA3P	-1793	0.477559429716
chr2	38155852	38155853	MACS_peak_5997	NM_001170791	RMDN2	3391	0.385916855363
chr14	31087631	31087632	MACS_peak_3749	NM_182835	SCFD1	-3828	0.364073321113
chr14	31101394	31101395	MACS_peak_3750	NM_182835	SCFD1	9935	0.161271392302
chr14	31108866	31108867	MACS_peak_3751	NM_182835	SCFD1	17407	0.0595503364494
chr14	31110605	31110606	MACS_peak_3752	NM_182835	SCFD1	19146	0.0472265048767
chr12	9774316	9774317	MACS_peak_2491	NR_046446	LOC374443	-26326	0.0181309776119
chr12	9814664	9814665	MACS_peak_2492	NR_046446	LOC374443	14022	0.093518126048
chr5	92909764	92909765	MACS_peak_10347	NR_109818	NR2F1-AS1	-7262	0.230324368293
chr14	64775091	64775092	MACS_peak_3954	NM_001040275	ESR2	13963	0.0942567032343
chr9	106860299	106860300	MACS_peak_13826	NR_121580	SMC2-AS1	5544	0.289615817941
chr19	53133122	53133123	MACS_peak_5806	NM_001277952	ZNF83	-8522	0.194705587958
chrX	30242200	30242201	MACS_peak_14127	NM_002364	MAGEB2	8526	0.194601772664
chr9	21993182	21993183	MACS_peak_13490	NR_047542	CDKN2B-AS1	-1607	0.489550984249
chr8	36957996	36957997	MACS_peak_12769	NR_031672	MIR1268A	-21474	0.0346242837711
chr3	136578612	136578613	MACS_peak_8431	NR_110177	NCK1-AS1	-2293	0.446760182267
chrX	84516680	84516681	MACS_peak_14389	NM_021998	ZNF711	17684	0.0573910640317
chr12	8059801	8059802	MACS_peak_2485	NM_001286237	SLC2A14	16009	0.0717524460716
chr16	47467151	47467152	MACS_peak_4693	NM_001031835	PHKB	-28058	0.0143922319386
