chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr11	125037594	125037595	MACS_peak_2404	NR_125759	PKNOX2-AS1	3089	0.176294391912
chr1	145281990	145281991	MACS_peak_618	NR_104217	NBPF25P	-7779	0.0270085985193
chr10	126488006	126488007	MACS_peak_1790	NM_032182	FAM175B	-2347	0.237212242649
chr9	114367144	114367145	MACS_peak_13868	NM_001146108	PTGR1	5009	0.0817900239019
chr5	42812054	42812055	MACS_peak_10090	NM_005410	SEPP1	30	0.599295787846
chr1	53020593	53020594	MACS_peak_175	NM_015269	ZCCHC11	1831	0.291591916624
chr1	149577783	149577784	MACS_peak_636	NR_111957	LOC103091866	1522	0.329954669206
chr8	86750960	86750961	MACS_peak_13040	NR_003594	REXO1L2P	-6801	0.0399390794333
chr7	130081299	130081300	MACS_peak_12455	NM_001257160	CEP41	248	0.549250861069
chr2	138721765	138721766	MACS_peak_6530	NM_001024074	HNMT	-42	0.596426060918
chr1	225965963	225965964	MACS_peak_1007	NM_001130440	SRP9	449	0.506819679697
chr11	62609227	62609228	MACS_peak_2115	NM_001244666	STX5	9664	0.0127070286703
chr12	24383266	24383267	MACS_peak_2581	NR_120473	LOC101928471	7062	0.0359797139767
chr1	149577783	149577784	MACS_peak_636	NR_111958	LOC103091866	1522	0.329954669206
chr1	154946837	154946838	MACS_peak_650	NM_025207	FLAD1	-8932	0.0170296387006
chr13	28545667	28545668	MACS_peak_3186	NM_001265	CDX2	2162	0.255431757231
chr12	11325065	11325066	MACS_peak_2503	NM_001291315	PRH1	843	0.432921006781
chr9	42483921	42483922	MACS_peak_13598	NR_121572	GXYLT1P3	-9595	0.0130626273503
chr9	42484547	42484548	MACS_peak_13599	NR_121572	GXYLT1P3	-8969	0.0167794559667
chr2	134890164	134890165	MACS_peak_6507	NR_037450	MIR3679	5469	0.0680440492799
chr1	149577783	149577784	MACS_peak_636	NR_111955	LOC103091866	1522	0.329954669206
chr21	9827464	9827465	MACS_peak_7434	NR_128711	MIR3648-2	1633	0.315625151169
chr3	9395251	9395252	MACS_peak_7787	NM_015453	THUMPD3	-9465	0.0137598547843
chr9	37574385	37574386	MACS_peak_13585	NM_012166	FBXO10	-1865	0.287653111145
chr11	58696329	58696330	MACS_peak_2092	NM_001220494	GLYATL1	1228	0.371131066421
chr14	88490882	88490883	MACS_peak_4088	NR_046094	LINC01146	-11	0.603867787425
chr16	69452009	69452010	MACS_peak_4809	NM_030579	CYB5B	-6488	0.0452659583632
chr5	42812054	42812055	MACS_peak_10090	NM_001093726	SEPP1	30	0.599295787846
chr5	124074731	124074732	MACS_peak_10541	NM_020747	ZNF608	-6074	0.0534184012328
chr2	233637080	233637081	MACS_peak_7129	NM_002242	KCNJ13	-4195	0.113267839936
chr1	149577783	149577784	MACS_peak_636	NR_024510	LINC00623	1317	0.35815121267
chr3	9395251	9395252	MACS_peak_7787	NM_001114092	THUMPD3	-9465	0.0137598547843
chr2	200820528	200820529	MACS_peak_6936	NR_109905	TYW5	69	0.590019318145
chr16	22450843	22450844	MACS_peak_4642	NR_027460	RRN3P3	1807	0.294404678679
chr9	71735820	71735821	MACS_peak_13653	NM_001170414	TJP2	-359	0.525397584075
chr1	154946837	154946838	MACS_peak_650	NM_001130041	SHC1	-122	0.577642565723
chr16	27323102	27323103	MACS_peak_4661	NM_001257406	IL4R	-2127	0.259032951372
chr8	95451999	95452000	MACS_peak_13102	NM_001205263	RAD54B	2819	0.196400369834
chr21	9827464	9827465	MACS_peak_7434	NR_037421	MIR3648-1	1633	0.315625151169
chr1	154946837	154946838	MACS_peak_650	NM_001184892	FLAD1	-8932	0.0170296387006
chr12	66270860	66270861	MACS_peak_2808	NR_120478	LOC100129940	-4498	0.100339082889
chr6	110083949	110083950	MACS_peak_11423	NR_106988	MIR7641-2	9530	0.0134067093443
chr2	171571774	171571775	MACS_peak_6741	NR_027433	LINC01124	697	0.458956428703
chr1	160312402	160312403	MACS_peak_671	NM_004371	COPA	-952	0.414451218047
chr4	79896961	79896962	MACS_peak_9181	NR_038342	LINC01088	4060	0.119552460971
chr3	98453016	98453017	MACS_peak_8237	NM_001271147	ST3GAL6	1937	0.279486860004
chr1	154946837	154946838	MACS_peak_650	NM_003029	SHC1	-122	0.577642565723
chr21	35014321	35014322	MACS_peak_7558	NM_003024	ITSN1	-462	0.504191057703
chr2	138721765	138721766	MACS_peak_6530	NM_006895	HNMT	-42	0.596426060918
chr2	220143636	220143637	MACS_peak_7061	NM_006736	DNAJB2	-403	0.516231484874
chr12	47616609	47616610	MACS_peak_2706	NR_026544	PCED1B-AS1	6383	0.0472076180523
chr6	32530833	32530834	MACS_peak_11025	NR_001298	HLA-DRB6	3054	0.178779871157
chr10	75935826	75935827	MACS_peak_1504	NM_001123	ADK	-420	0.512733019042
chr8	82382204	82382205	MACS_peak_12996	NM_001080526	FABP9	8446	0.0206838929492
chr5	147446634	147446635	MACS_peak_10671	NM_001127698	SPINK5	3100	0.175520400617
chr12	11325065	11325066	MACS_peak_2503	NR_037918	PRH1-PRR4	841	0.433267482158
chr1	228620764	228620765	MACS_peak_1020	NM_003493	HIST3H3	7738	0.0274551915886
chr1	148356565	148356566	MACS_peak_627	NM_001277444	NBPF9	9636	0.01285014736
chr22	26964432	26964433	MACS_peak_7660	NM_001008566	TPST2	3062	0.178208689947
chr7	16843726	16843727	MACS_peak_11850	NM_006408	AGR2	-1012	0.404622801571
chr3	98453016	98453017	MACS_peak_8237	NM_001271142	ST3GAL6	1937	0.279486860004
chr7	107204817	107204818	MACS_peak_12303	NR_073002	DUS4L	416	0.513554048521
chr1	149577783	149577784	MACS_peak_636	NR_111954	LOC103091866	1522	0.329954669206
chr1	147394575	147394576	MACS_peak_624	NM_016334	GPR89B	-5930	0.056585642049
chr13	46627162	46627163	MACS_peak_3287	NM_015070	ZC3H13	266	0.545310457346
chr3	98453016	98453017	MACS_peak_8237	NM_001271146	ST3GAL6	1937	0.279486860004
chr16	27323102	27323103	MACS_peak_4661	NM_001257407	IL4R	-2127	0.259032951372
chr21	9827464	9827465	MACS_peak_7434	NR_128714	MIR3687-2	1262	0.366117851052
chr7	107204817	107204818	MACS_peak_12303	NM_001270419	DUS4L	416	0.513554048521
chr13	46627162	46627163	MACS_peak_3287	NR_046226	CPB2-AS1	180	0.564395518119
chr12	89746533	89746534	MACS_peak_2943	NM_001946	DUSP6	-103	0.582049373882
chr1	160312402	160312403	MACS_peak_671	NM_001098398	COPA	-952	0.414451218047
chr16	3696379	3696380	MACS_peak_4571	NM_005223	DNASE1	-6560	0.0439808925328
chr4	154126239	154126240	MACS_peak_9627	NM_015271	TRIM2	674	0.463198310585
chr1	154946837	154946838	MACS_peak_650	NM_001130040	SHC1	3614	0.142901456737
chr2	200820528	200820529	MACS_peak_6936	NM_024520	C2orf47	489	0.498775093132
chr2	42596905	42596906	MACS_peak_6031	NM_004718	COX7A2L	8549	0.0198490327698
chr1	162759053	162759054	MACS_peak_681	NM_001304512	HSD17B7	-1438	0.341229502575
chr1	149577783	149577784	MACS_peak_636	NR_111956	LOC103091866	1522	0.329954669206
chr3	99691831	99691832	MACS_peak_8250	NR_037486	MIR3921	8589	0.0195339754254
chr5	147446634	147446635	MACS_peak_10671	NM_006846	SPINK5	3100	0.175520400617
chr2	233637080	233637081	MACS_peak_7129	NM_001172417	KCNJ13	-4195	0.113267839936
chr1	154946837	154946838	MACS_peak_650	NM_001202859	SHC1	-122	0.577642565723
chr1	149577783	149577784	MACS_peak_636	NR_111950	LINC00869	1623	0.316890180145
chr5	68486184	68486185	MACS_peak_10205	NM_022909	CENPH	810	0.438673446648
chr2	171571774	171571775	MACS_peak_6741	NM_001003845	SP5	-82	0.586959180943
chr1	215740389	215740390	MACS_peak_947	NM_016121	KCTD3	-345	0.528348064179
chr6	113964078	113964079	MACS_peak_11449	NR_125844	LOC101927686	-7199	0.0340610764407
chr6	113964330	113964331	MACS_peak_11450	NR_125844	LOC101927686	-6947	0.0376734378185
chr4	173647356	173647357	MACS_peak_9760	NR_125894	LOC101928314	-673	0.46338362697
chr1	156154131	156154132	MACS_peak_653	NR_104412	SLC25A44	-9591	0.0130835442831
chr16	52121679	52121680	MACS_peak_4715	NR_104655	LOC102467079	2487	0.224293458937
chr2	220143636	220143637	MACS_peak_7061	NM_001039550	DNAJB2	-403	0.516231484874
chr6	111137645	111137646	MACS_peak_11429	NM_001287215	AMD1	1822	0.292643539309
chr1	206554614	206554615	MACS_peak_906	NR_120535	SRGAP2D	-2752	0.20173506537
chr3	111809572	111809573	MACS_peak_8326	NM_024616	C3orf52	4391	0.104726823503
chr14	32800265	32800266	MACS_peak_3758	NM_004274	AKAP6	1787	0.296769362232
chr12	13025624	13025625	MACS_peak_2516	NR_003932	RPL13AP20	-2786	0.199010040651
chr3	98453016	98453017	MACS_peak_8237	NM_001271145	ST3GAL6	1469	0.33702438237
chr13	46627162	46627163	MACS_peak_3287	NR_046227	CPB2-AS1	180	0.564395518119
chr1	160312402	160312403	MACS_peak_671	NM_001290184	NCSTN	-660	0.46579949765
chr8	86750960	86750961	MACS_peak_13040	NR_003594	REXO1L2P	2434	0.229099241571
chr1	156154131	156154132	MACS_peak_653	NM_014655	SLC25A44	-9591	0.0130835442831
chr12	108152748	108152749	MACS_peak_3043	NM_012406	PRDM4	-2166	0.255023393198
chr11	125037594	125037595	MACS_peak_2404	NM_022062	PKNOX2	3036	0.180071731345
chr1	160312402	160312403	MACS_peak_671	NM_001290186	NCSTN	-660	0.46579949765
chr14	21250623	21250624	MACS_peak_3691	NM_005615	RNASE6	1414	0.344521080093
chr1	149577783	149577784	MACS_peak_636	NR_109754	LINC00623	1317	0.35815121267
chr14	88490882	88490883	MACS_peak_4088	NR_110121	LOC101928791	-1774	0.298316582201
chr16	27323102	27323103	MACS_peak_4661	NM_001257997	IL4R	-2127	0.259032951372
chr1	154946837	154946838	MACS_peak_650	NM_201398	FLAD1	-8932	0.0170296387006
chr3	98453016	98453017	MACS_peak_8237	NR_046683	ST3GAL6-AS1	1521	0.330086677473
chr5	42812054	42812055	MACS_peak_10090	NM_001085486	SEPP1	30	0.599295787846
chr2	42283231	42283232	MACS_peak_6028	NM_138370	PKDCC	8071	0.0240312551013
chr6	57119476	57119477	MACS_peak_11135	NR_109774	LOC100506188	-8668	0.0189263528009
chr11	59187345	59187346	MACS_peak_2096	NM_001001954	OR5A2	-3081	0.176859437557
chr13	71589904	71589905	MACS_peak_3425	NR_047699	LINC00348	632	0.471045776343
chr10	126488006	126488007	MACS_peak_1790	NM_001304467	METTL10	7496	0.0302457379091
chr8	12800634	12800635	MACS_peak_12642	NM_020844	KIAA1456	-2548	0.218886926468
chr9	114367144	114367145	MACS_peak_13868	NM_012212	PTGR1	5433	0.0690309723818
chr2	109066536	109066537	MACS_peak_6375	NM_181453	GCC2	960	0.413127093878
chr3	25379790	25379791	MACS_peak_7865	NM_001290300	RARB	-2502	0.222951727403
chr1	162759053	162759054	MACS_peak_681	NM_001304513	HSD17B7	-1438	0.341229502575
chr2	200820528	200820529	MACS_peak_6936	NR_109906	TYW5	69	0.590019318145
chr7	107204817	107204818	MACS_peak_12303	NR_073004	DUS4L	416	0.513554048521
chr8	138426892	138426893	MACS_peak_13354	NR_125428	LOC101927915	1061	0.396769409316
chr2	200820528	200820529	MACS_peak_6936	NM_001039693	TYW5	69	0.590019318145
chr1	154946837	154946838	MACS_peak_650	NM_001184891	FLAD1	-8932	0.0170296387006
chr12	11325065	11325066	MACS_peak_2503	NM_001291314	PRH1	843	0.432921006781
chr7	130081299	130081300	MACS_peak_12455	NM_018718	CEP41	248	0.549250861069
chr1	156154131	156154132	MACS_peak_653	NR_104408	SLC25A44	-9591	0.0130835442831
chr1	192777504	192777505	MACS_peak_839	NM_002923	RGS2	-664	0.465054814359
chr12	66270860	66270861	MACS_peak_2808	NM_001292023	LOC100129940	-5087	0.0792775731939
chr10	75935826	75935827	MACS_peak_1504	NM_001202449	ADK	-420	0.512733019042
chr7	107204817	107204818	MACS_peak_12303	NM_181581	DUS4L	416	0.513554048521
chr16	27323102	27323103	MACS_peak_4661	NM_000418	IL4R	-2127	0.259032951372
chr2	109066536	109066537	MACS_peak_6375	NR_028063	GCC2	960	0.413127093878
chr11	20035174	20035175	MACS_peak_1894	NM_001111019	NAV2	-8927	0.01706373206
chr6	52626867	52626868	MACS_peak_11119	NM_000846	GSTA2	-1494	0.333670933735
chr11	62194137	62194138	MACS_peak_2113	NM_003357	SCGB1A1	7631	0.0286557831799
chr12	89746533	89746534	MACS_peak_2943	NM_022652	DUSP6	-103	0.582049373882
chr2	138721765	138721766	MACS_peak_6530	NM_001024075	HNMT	-42	0.596426060918
chr2	200820528	200820529	MACS_peak_6936	NR_004862	TYW5	69	0.590019318145
chr1	149577783	149577784	MACS_peak_636	NR_024511	LINC00623	1317	0.35815121267
chr11	62609227	62609228	MACS_peak_2115	NM_018093	WDR74	1599	0.319946975014
chr21	35014321	35014322	MACS_peak_7558	NM_001001132	ITSN1	-462	0.504191057703
chr7	107204817	107204818	MACS_peak_12303	NR_073005	DUS4L	416	0.513554048521
chr6	4607829	4607830	MACS_peak_10874	NR_122107	KU-MEL-3	-2969	0.184962902692
chr19	39328435	39328436	MACS_peak_5774	NM_001398	ECH1	5938	0.0564048574041
chr9	114367144	114367145	MACS_peak_13868	NM_001146109	PTGR1	5009	0.0817900239019
chr10	5229468	5229469	MACS_peak_1139	NM_001818	AKR1C4	-9329	0.0145291253407
chr12	91319481	91319482	MACS_peak_2957	NR_038868	LINC00615	7682	0.028077127558
chr4	154126239	154126240	MACS_peak_9627	NM_001302693	TRIM2	674	0.463198310585
chr2	200820528	200820529	MACS_peak_6936	NR_109907	TYW5	69	0.590019318145
chr1	156154131	156154132	MACS_peak_653	NR_104411	SLC25A44	-9591	0.0130835442831
chr16	52121679	52121680	MACS_peak_4715	NR_038233	LINC00919	2658	0.209464710523
chr9	138535913	138535914	MACS_peak_13976	NM_182974	GLT6D1	4527	0.0991818743135
chr3	88039264	88039265	MACS_peak_8196	NM_000866	HTR1F	7539	0.0297299596259
chr16	22450843	22450844	MACS_peak_4642	NR_027154	SMG1P1	2515	0.22179538751
chr8	95451999	95452000	MACS_peak_13102	NM_001256141	FSBP	2819	0.196400369834
chr11	62609227	62609228	MACS_peak_2115	NM_003164	STX5	9664	0.0127070286703
chr10	126488006	126488007	MACS_peak_1790	NM_001304468	METTL10	7496	0.0302457379091
chr18	29135042	29135043	MACS_peak_5415	NR_045216	DSG2-AS1	-1832	0.291475303182
chr1	201690388	201690389	MACS_peak_886	NR_049823	MIR5191	1753	0.300832995631
