Genes	AS1	AS2	AS3	D41	D42	D43	DE2	DE3	ES1	ES2	ES3	F1	F2
ABCB7	36.5494	9.84812	6.74012	21.111	41.4547	46.6382	22.4502	16.3483	28.716	30.2412	29.5322	11.1971	16.0795
ABHD12	24.3738	65.3611	18.4999	16.212	30.9512	23.0704	16.7808	23.8119	20.2574	18.9849	21.0687	28.4465	38.3041
ABL1	15.1399	12.0449	39.9144	11.3224	14.8426	9.73341	10.5377	17.3592	17.3179	17.0579	17.1267	33.4159	23.4166
ABL2	7.29205	2.00584	3.9936	6.36291	7.38503	8.21086	6.6112	6.63143	5.92293	6.21847	5.45291	4.06991	3.46295
ACSF3	2.12069	21.9543	13.4654	1.00692	1.82011	1.37856	1.27893	2.17156	2.1504	1.90945	1.85749	5.16512	7.85285
ACTL6A	119.817	24.7757	16.5575	72.16	121.087	165.639	78.5731	51.0062	91.1265	88.9009	90.1092	22.1465	23.6894
ACVR1B	19.018	12.8173	27.8083	14.3885	19.4042	16.6354	15.7078	15.5276	10.6155	10.0851	9.53894	27.7975	35.9833
ADH5	105.933	75.7519	77.2095	119.299	116.083	139.861	117.52	93.8362	112.683	110.219	112.511	38.7992	45.2497
ADK	35.1425	5.79133	9.33138	25.0511	36.3065	46.3036	28.2423	19.86	24.6876	26.8524	27.9168	13.3714	11.1675
ADO	16.9891	9.22087	9.9228	16.7449	17.5128	22.0623	15.5369	13.3029	19.0907	20.0076	20.181	8.99999	10.2716
AGFG1	16.293	18.8621	9.3945	24.2752	16.7589	19.1133	24.159	19.5432	22.6005	24.0129	22.1733	14.4646	22.298
AHSA1	109.423	43.4668	48.553	91.3911	108.647	121.293	100.065	74.216	101.227	96.5447	107.237	37.5921	42.4032
AKAP11	11.1079	2.34644	7.04566	12.2248	10.2607	12.903	12.149	9.55514	11.2967	12.4057	9.90161	14.819	12.8126
AKAP13	8.53836	23.6915	18.3245	36.0381	7.76728	8.07769	38.6459	34.4764	9.48843	10.0797	8.7388	23.0406	15.6407
ALKBH1	9.11967	7.07826	4.61598	7.90853	8.3827	10.312	9.20738	6.18694	8.74226	8.78746	9.3932	4.58244	4.90779
ANAPC5	47.2708	40.131	20.0611	45.3356	57.5099	55.2549	43.773	47.6706	47.9569	47.9904	49.2741	41.6575	45.7157
ANO6	28.8856	32.1541	27.8731	41.0929	28.822	33.4644	43.1756	33.9651	27.6355	30.4806	25.9508	26.5224	31.8382
ANXA11	11.2438	240.336	71.7904	33.179	13.6611	9.89834	32.7594	42.1881	23.0375	20.0094	22.9225	43.1336	51.9951
AP3M1	32.7731	8.05144	12.2928	29.8091	31.0183	40.8111	30.679	23.6743	23.3179	24.6935	23.112	15.46	14.8342
ARFIP1	29.8882	12.5867	20.1147	36.8843	30.0368	37.0781	32.6056	26.9186	27.5487	26.2285	27.3763	18.5341	19.4501
ARG2	53.1304	42.5935	19.7918	31.1399	57.9102	73.7289	30.9808	27.6366	69.8201	67.0131	70.7013	5.42702	5.27192
ARHGAP17	22.4711	32.8327	17.5995	29.5136	22.9095	24.2992	27.9548	30.0886	26.1562	24.6209	23.9119	25.2061	36.4594
ARHGDIA	29.6174	387.597	214.917	27.4952	26.3855	17.217	27.778	47.5842	19.0029	19.3076	19.4178	82.7605	86.7615
ARL1	42.2284	14.0038	26.3772	37.7706	44.8187	49.5234	34.6483	29.7788	33.6779	35.0226	33.9153	32.9149	36.3353
ARL14EP	23.4595	10.7863	7.71147	16.1511	23.4992	29.1859	14.6966	11.7685	21.1416	19.9833	22.4383	11.2274	13.4774
ARL6IP4	38.9193	381.245	111.658	19.2522	42.7372	25.9451	18.4207	35.5577	21.3142	19.1931	22.0531	58.9234	67.2121
ARV1	11.7278	11.6868	17.8727	14.6346	12.3974	17.8908	13.2647	11.5167	11.226	13.167	13.6599	9.70519	11.9031
ATAD1	49.2509	5.95116	13.3963	44.8836	52.0506	58.134	44.4394	29.9252	28.1855	31.235	29.682	17.2071	17.5171
ATP5B	559.972	967.731	491.177	490.824	576.853	665.848	532.98	409.96	622.966	606.828	616.109	238.817	256.747
ATP5G2	260.863	492.154	272.737	71.4307	285.995	189.994	72.3916	125.824	181.227	159.533	177.2	184.424	203.959
AVPI1	1.87716	79.3824	19.303	1.31304	2.18758	2.10461	1.05073	1.95232	3.72499	2.7915	3.47738	27.0566	41.9626
AZI2	28.7589	20.3885	13.0433	29.7534	26.5543	32.8215	28.4575	20.9166	18.1754	19.3397	19.3062	13.7429	13.848
B3GALTL	6.30927	1.7985	1.94707	17.6207	6.11955	7.39673	17.9231	13.0875	3.87027	4.00073	4.61936	4.20524	3.09535
B3GNT5	18.7186	41.3981	22.9339	57.374	16.247	20.3137	53.1528	40.3882	7.20733	7.43132	7.03969	21.9765	32.127
B4GALT4	24.9874	20.4968	22.4673	175.448	28.7537	28.5716	168.146	141.249	27.7788	27.7376	31.2061	36.1142	31.1796
BASP1	72.8813	13.5957	9.05662	103.373	61.587	71.6781	99.2658	81.3373	90.6571	93.901	99.5629	41.2383	2.66086
BAZ2A	22.4573	13.8369	15.6667	27.9951	25.7951	21.9657	28.9717	36.026	27.5454	27.4815	24.6352	21.0346	21.3377
BCAP29	10.2252	6.03762	7.5365	15.0995	10.747	13.813	14.4366	9.73859	5.19409	4.99445	5.2621	8.7011	4.79056
BCL2L1	15.9487	162.56	70.7706	17.9315	12.6025	11.6999	18.5187	20.283	37.2342	34.8466	38.2296	20.6585	22.6104
BCOR	9.05434	2.35531	7.09796	14.2301	7.85622	7.31941	15.1123	14.2111	17.12	16.3318	17.727	12.8473	15.5907
BTBD2	7.8524	42.3851	44.2127	3.13863	7.9882	4.12227	2.94099	9.84169	5.34113	5.29531	5.05531	34.742	43.6902
BTF3	644.63	498.539	247.532	436.418	690.484	707.802	420.365	330.355	443.014	441.268	465.94	183.624	289.729
BTF3L4	25.9428	4.94647	7.29342	22.1423	27.4914	31.7619	20.1994	16.3483	28.2276	28.3766	27.3454	4.97847	5.23259
BTG1	12.1936	54.2178	40.8528	5.12799	9.92863	11.5072	4.26985	3.64126	8.21458	8.15004	8.09445	25.0926	17.4699
BTG3	58.3892	15.37	13.3254	30.7337	52.3523	63.2499	32.2485	25.3631	24.4503	20.658	19.9298	22.5117	17.2892
C11orf54	16.6465	45.7199	16.3156	17.6123	18.929	18.292	13.1172	13.7552	14.4374	14.6979	13.6769	26.3026	40.1816
C17orf75	13.2142	2.46928	2.91405	10.9666	13.6026	15.4391	11.5983	10.1494	10.4925	11.4425	11.9823	3.85004	4.13227
C7orf49	18.076	28.9131	26.1229	23.2215	20.7733	19.4584	17.4304	19.8929	20.7539	18.4935	20.8892	14.4729	13.9807
CAB39L	7.5583	1.14091	4.39306	6.10167	6.95339	8.02727	4.32897	4.51218	3.90417	3.86546	4.0973	3.85021	1.93896
CAPN2	55.6576	51.8351	39.5733	42.7561	52.537	51.6551	45.149	38.3844	20.8578	21.799	20.9661	62.5281	32.3774
CARKD	11.2806	43.9685	32.6869	11.2548	11.48	9.32408	12.3822	15.8679	10.6142	10.5049	10.6877	22.3757	18.3047
CAST	27.5215	80.2293	27.4709	22.8269	33.2746	34.3994	21.9655	22.3643	31.612	31.7385	26.6074	70.2686	90.4171
CCDC117	33.1566	10.6081	10.0327	30.5434	36.4418	43.9562	26.146	22.4833	29.9217	33.0405	30.7913	16.3453	18.6606
CCNYL1	7.19374	17.0499	9.19196	54.0196	6.96019	8.83788	50.7845	38.7195	23.3926	23.1714	23.8627	7.48027	7.33936
CCT2	389.71	57.873	52.6236	325.859	411.36	502.171	366.01	246.479	334.855	337.764	344.764	58.9414	62.8483
CDKN1B	32.1534	42.5901	71.7688	40.6654	25.0916	30.1804	36.6525	28.2869	12.5152	14.4629	14.7288	40.5356	43.8288
CELF1	51.2093	17.0429	23.5772	74.2236	57.5287	56.359	79.0374	77.9468	58.7252	63.644	61.9377	22.6345	24.7458
CELF2	6.2977	3.39126	7.86856	50.8129	4.34651	4.86457	50.2843	41.2108	12.2456	13.149	12.2971	6.47894	2.54598
CEP76	10.0159	3.34577	2.22337	11.0828	10.7196	13.7888	10.9914	8.97702	11.6419	11.6661	11.5294	3.47374	2.9488
CHD2	20.1047	14.0171	13.7505	36.237	21.1446	20.7175	38.6725	36.9832	20.2266	20.3385	18.6009	20.7114	21.9923
CHEK2	30.4041	3.84976	6.82769	20.7654	34.3224	39.7072	17.2684	17.8506	39.3517	40.4792	42.0807	6.29988	9.33176
CISD1	18.0929	62.0279	25.561	15.9173	17.9627	22.0088	17.0457	10.7658	13.1992	13.8074	14.2902	12.1861	18.7149
CLEC2D	1.35222	6.91314	11.421	2.12875	1.10504	1.27124	1.82886	1.69072	2.00034	2.09321	2.09089	2.0962	3.16313
CLOCK	5.34944	3.97294	4.72883	9.23425	6.13023	7.07111	8.79828	8.58944	7.1242	7.69238	6.72837	6.56476	6.3828
CNIH1	117.805	88.2544	79.8456	57.2186	122.843	146.12	60.6724	43.0415	76.0113	75.6796	79.3482	47.5982	67.5385
CNNM2	3.20859	2.78564	3.53603	1.26721	3.69672	3.33874	1.71663	1.71766	5.23078	5.2079	4.60619	6.33225	8.52872
COG6	20.8884	7.76781	6.59078	15.1837	22.4689	28.4013	15.4537	12.3431	10.2843	10.7922	10.92	12.0866	12.9345
COPS8	45.5433	17.008	14.4166	36.6703	46.3087	58.7453	34.0693	26.4286	34.657	33.2893	35.9473	11.5148	10.8986
COPZ1	123.03	161.001	105.962	105.27	130.026	137.588	100.804	78.2516	69.6511	71.8325	73.6385	67.412	84.0295
COQ3	11.5602	7.98511	6.51123	12.6018	13.9617	16.8727	14.0444	10.162	19.464	20.8565	21.9743	4.21771	3.01425
COQ5	45.5098	29.6242	21.2158	37.4818	50.6625	55.1403	35.9893	32.2793	32.0263	29.7554	29.5822	25.9119	24.9843
CRTC3	3.98802	4.524	8.193	2.76098	3.59411	2.75422	3.19983	3.5958	2.15092	2.31487	1.99973	13.7897	10.3373
CTSO	1.54834	15.8715	9.4433	4.08287	1.84748	1.50256	4.11669	2.66454	1.68165	1.63501	1.3572	16.7246	18.972
CXCL12	13.7238	11.4026	34.2204	3.28248	13.1931	9.45343	3.65019	3.76077	14.7866	15.7034	15.664	56.0315	28.7787
DCTN4	35.9836	16.3179	19.5375	43.8063	32.9987	39.7091	43.2592	34.7123	34.0224	34.373	31.94	22.9018	22.9675
DCTN6	47.8652	18.4049	18.9345	73.958	38.0523	45.0699	62.2776	40.6569	37.5083	34.5951	37.6989	18.2193	18.8081
DEK	276.664	63.3349	68.524	154.244	292.277	363.803	134.738	110.188	267.001	273.946	275.987	60.5926	61.6362
DENND1B	2.02617	5.60763	3.24621	4.61031	2.28694	2.25229	3.86133	3.84304	1.4408	1.40558	1.0418	4.92142	5.05227
DENND4A	3.68992	1.37226	2.93592	3.16813	3.77002	4.6942	2.73138	2.57046	2.66979	2.69653	2.25333	6.29862	7.7281
DENND4C	12.3587	11.4038	9.52434	12.5411	13.1885	13.3784	11.259	10.2466	9.00353	10.4786	8.99147	16.3212	15.7102
DEPDC7	18.1999	64.5698	7.58166	8.97978	19.9061	20.9244	8.19905	7.67906	5.63593	7.93068	6.64353	22.7921	9.48949
DESI2	45.0262	15.7643	17.555	52.9597	46.8571	60.964	50.0851	39.2914	93.9365	99.9673	97.8149	14.7468	10.5617
DNAJC1	20.3085	31.9336	16.9895	23.8549	18.9508	18.8416	25.7989	16.942	9.09108	11.5353	9.83912	12.0585	11.7739
DNAJC25	8.89808	4.18416	5.48061	11.9837	8.10779	11.9196	10.7706	6.95342	8.49578	9.63937	9.91456	7.25682	7.21101
DNAJC27	2.0555	1.25439	1.70919	2.33543	2.20539	2.63787	1.95829	2.08171	2.14872	2.20352	1.74509	2.53546	2.2352
DNAL4	6.90693	10.3593	17.5307	4.68958	8.66957	5.10579	6.99291	12.1169	3.15109	3.47773	2.62774	7.92891	8.51625
DOCK5	1.46098	9.63377	2.86639	1.16712	1.67578	1.58501	1.84669	1.56906	3.24041	3.98643	2.77764	13.2252	19.2162
DOCK7	24.0281	2.09211	2.65537	32.9674	24.6097	31.0536	33.8892	28.0751	13.0151	13.6937	12.014	10.1015	8.37244
DPH5	60.4828	8.37264	12.3196	23.6198	60.553	72.5755	23.3584	18.8254	43.8215	40.819	44.1527	11.2415	11.7326
DPYSL3	76.646	15.3688	30.0425	103.65	46.0565	51.1617	102.391	118.322	283.788	282.584	278.147	117.204	8.40433
DSG2	193.332	35.9189	62.9758	120.039	293.64	265.519	123.769	103.278	124.21	129.724	114.382	52.4893	54.9731
DSP	101.209	77.0087	38.6204	57.3226	115.956	110.928	59.3821	53.7325	21.5386	24.2124	18.7264	71.4081	80.6121
DTNA	7.29623	1.61405	1.61347	18.253	3.95639	3.01808	23.7532	18.4546	10.9222	11.0717	9.24038	3.7887	6.60389
DTWD1	12.1094	2.98692	5.76869	13.6348	14.6602	21.8784	12.8725	10.0846	16.3123	17.5521	15.5537	5.51888	4.85701
DUSP1	5.51393	76.8286	223.81	5.93838	3.94112	4.14883	6.73002	5.47637	2.76168	2.08719	2.53076	115.068	78.2992
DUSP5	9.34335	35.2271	11.4605	54.56	9.1698	10.651	66.8717	49.7385	9.70895	10.5856	9.33753	3.29334	21.7464
DUT	52.689	9.92785	24.4356	33.5771	54.0479	68.1787	29.6521	20.8165	56.7744	54.6932	62.81	21.6815	22.9481
EBNA1BP2	61.0263	37.8163	16.5134	47.7483	58.7509	59.0544	50.5813	46.1073	74.4451	72.0731	80.6795	16.2299	24.6448
EFNA3	9.85541	2.29365	1.61104	1.05914	10.9026	6.02096	1.38433	2.62182	2.25042	2.02517	2.19668	2.78552	2.32483
EID1	154.32	85.5819	87.5268	146.023	144.032	185.289	128.994	98.5295	139.175	135.547	151.814	95.3032	65.5678
EIF2B2	29.5845	36.1371	23.6389	21.1675	28.2627	32.8384	24.3328	17.6288	24.1906	22.4138	25.2516	13.4223	12.499
EIF4E	19.0428	7.13525	6.46114	19.6257	22.5634	26.752	16.7145	11.9028	21.8568	20.9023	23.0601	4.01838	4.54943
EIF5B	62.6303	53.4655	13.2813	78.7439	65.8564	80.1608	72.4966	53.9817	89.7187	94.3362	95.2545	23.207	20.5923
EMB	8.87803	26.9305	17.8065	59.253	8.86335	10.4519	53.1011	37.2144	25.3138	27.3649	25.2056	1.30946	34.5953
EMC2	69.0156	46.8326	13.4689	82.434	71.933	84.487	72.8857	48.8629	49.6136	51.6075	50.5151	23.3696	30.5567
EMC6	20.4992	46.6737	69.2163	18.8817	16.7123	18.134	13.7495	17.8669	24.2014	24.5181	24.0411	15.5975	16.0608
EMP3	23.5681	17.5479	23.9799	5.70469	25.6139	21.1221	4.49371	9.52806	10.2272	9.06848	9.80065	29.1336	9.50056
ENPP2	13.4219	3.95692	38.7489	2.61185	17.9452	23.7707	3.74594	1.92153	2.12689	2.17288	2.26449	12.1583	14.08
EPHX2	9.99177	150.719	29.1327	1.7565	12.9465	10.0905	1.27089	2.00936	5.65568	5.16465	4.89067	56.3347	149.684
EPRS	76.6792	19.2251	27.548	61.1882	78.7492	91.125	64.4765	47.1805	96.2192	102.195	90.449	28.865	26.4605
EWSR1	90.7647	101.929	70.6411	129.143	92.19	91.2112	146.283	137.179	139.859	125.218	136.752	55.7207	63.5617
EXOC1	21.8856	17.0327	9.60227	30.1896	24.622	27.2086	28.255	23.2991	18.1662	19.4295	18.0398	14.7616	16.2809
F3	4.34771	12.6533	20.5334	11.2151	3.3553	2.99258	10.4084	10.5111	3.70259	3.41562	4.38651	14.6549	21.8708
FAF2	29.3909	7.52496	18.617	50.2444	28.4663	32.2701	51.7219	39.6966	28.0962	27.7776	27.9995	19.0342	22.1269
FAM111A	4.69732	16.5043	16.2547	5.71903	3.8928	4.40198	5.1447	4.9409	15.8828	18.0349	15.588	21.2731	28.6251
FAM115A	8.83933	2.19942	3.8997	7.15761	9.58995	9.81202	6.6637	6.97002	3.91068	4.38778	3.98658	4.08381	5.7352
FAM175A	46.1034	1.93373	5.46232	17.8037	61.3424	68.4569	15.443	13.9276	21.6668	22.8155	20.6815	7.96613	7.29588
FAM188A	19.7063	11.0945	7.54839	36.4904	21.1404	26.6268	37.0859	26.131	11.5759	10.1374	11.636	15.6763	10.2902
FAM228B	3.46036	2.09779	2.14748	2.78119	3.80797	3.7376	2.1742	3.09887	1.58785	1.88559	1.31792	2.85865	2.29763
FAM229B	5.89956	2.43946	1.32774	2.57439	5.11976	5.53368	2.34019	2.15982	3.16683	2.9574	2.92568	3.86169	1.50306
FANCI	56.7332	1.25759	4.19645	42.3646	60.9499	76.1822	43.7792	33.1146	55.7392	59.4444	55.9681	7.46687	7.21893
FBL	445.793	119.768	109.94	182.377	503.812	371.736	188.343	206.319	382.999	374.765	448.307	85.8389	91.1967
FCHSD1	1.82094	10.2837	3.49957	1.50925	1.86714	1.23317	1.88361	3.92521	4.1563	4.02509	3.96897	3.55935	4.34642
FGF13	24.807	1.86339	10.2392	51.7901	23.9776	25.6304	48.8081	43.5383	22.7202	22.4358	23.4678	21.39	2.20848
FIBP	27.9233	84.8583	12.823	21.5827	26.0613	26.5323	23.9547	27.6168	32.4487	30.6554	32.3669	18.8972	21.7612
FKBP1A	157.515	100.279	204.988	123.197	158.929	209.6	115.111	87.6348	134.348	135.867	138.672	54.0545	89.5829
FOXN3	11.4252	45.825	15.6617	12.296	13.4086	11.9297	11.7822	11.6753	29.3394	32.461	28.8518	11.1183	14.6035
FRZB	3.25145	1.87817	5.39973	83.3378	2.96085	4.11675	85.84	50.2365	3.83692	3.43477	3.94624	21.6038	19.4459
FUBP1	148.314	14.8159	9.53783	107.804	146.952	160.392	106.691	81.4913	129.102	129.773	125.09	41.0792	43.32
GALC	25.5227	17.9807	19.1477	22.5004	21.554	24.0194	21.7626	19.0835	6.74974	7.63312	6.01119	30.0713	57.6587
GALK2	6.9408	16.7042	11.2383	4.74914	6.87626	7.73004	3.69872	3.50759	4.97127	5.41046	5.49197	5.61484	7.22974
GANAB	201.073	45.1917	107.946	195.005	250.729	214.76	218.002	231.404	156.465	153.464	148.489	95.2178	137.758
GANC	1.54015	3.83846	1.99752	1.88161	1.8504	2.12257	2.38574	2.03135	2.84264	2.7245	2.45984	4.16337	4.32608
GATM	8.54919	122.301	34.8715	61.4174	6.78627	8.35529	51.1925	55.1591	12.5001	13.3908	12.5389	21.2789	25.3794
GATS	7.62184	5.49243	3.13053	44.2606	6.11306	5.87383	40.195	40.3243	6.12492	6.0764	4.69459	14.1947	8.61427
GDAP2	5.70293	3.79908	2.26769	5.50096	6.08852	6.59794	5.77142	3.72632	5.54357	6.35445	5.14258	4.28363	5.99542
GDF11	24.8319	1.95294	2.62178	9.36841	23.5368	25.6867	9.50472	9.31628	6.40816	6.45698	6.26768	4.30185	2.36895
GDI2	305.552	258.514	154.24	353.289	310.521	386.877	341.174	237.437	275.991	285.043	285.774	96.1885	152.515
GLOD4	88.1551	107.841	51.7507	53.0154	88.7715	95.9386	61.0088	46.2559	55.7708	52.6902	60.3369	36.6382	57.7701
GLRX3	72.0943	30.8189	19.2068	85.6064	65.0581	93.7842	79.0046	58.4855	82.5106	76.4946	82.8903	16.571	18.0825
GNG12	35.8959	156.588	54.8296	6.86283	34.116	45.4277	7.45848	6.81269	23.5035	25.4809	22.6413	56.9049	54.1516
GOLGA5	19.4984	26.9966	14.1811	31.8981	18.2663	23.2021	31.3141	25.9545	26.16	24.9218	24.9195	17.7715	19.3467
GOLPH3L	15.2304	16.2155	13.5939	31.1695	15.1885	17.663	27.7937	25.0151	19.0766	19.7737	20.5494	18.0185	14.4116
GOT2	83.9942	37.8978	67.6341	64.1032	91.4194	105.389	69.626	61.687	130.18	124.048	133.062	24.8093	23.1663
GPAM	9.526	1.16559	13.9678	8.42089	10.2537	12.0095	10.5931	7.5984	8.13427	8.20657	7.76142	7.38842	9.68287
GRAMD3	2.01174	12.0781	8.52988	4.21287	2.79026	2.02782	4.60154	3.75288	9.50463	9.28071	9.26033	12.6707	14.857
GRPEL2	18.5191	4.62107	13.3048	16.1092	19.9195	21.9457	15.5594	13.3856	23.3183	23.3242	23.371	7.83946	8.26214
