Genes	AS1	AS2	AS3	D41	D42	D43	DE2	DE3	ES1	ES2	ES3	F1	F2
ABCA5	1	10.9881	2.3123	2.50061	1	1	2.12325	1.38404	1.28848	1.14223	1.4049	15.4252	27.5787
ABCB5	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCB7	36.5494	9.84812	6.74012	21.111	41.4547	46.6382	22.4502	16.3483	28.716	30.2412	29.5322	11.1971	16.0795
ABCC6P1	1	2.86553	1.42547	1	1	1	1	1	1	1	1	2.58497	10.026
ABCC6P2	1	2.43744	2.99849	1	1	1	1	1	1	1	1	1.6993	6.48651
ABHD12	24.3738	65.3611	18.4999	16.212	30.9512	23.0704	16.7808	23.8119	20.2574	18.9849	21.0687	28.4465	38.3041
ABL1	15.1399	12.0449	39.9144	11.3224	14.8426	9.73341	10.5377	17.3592	17.3179	17.0579	17.1267	33.4159	23.4166
ABL2	7.29205	2.00584	3.9936	6.36291	7.38503	8.21086	6.6112	6.63143	5.92293	6.21847	5.45291	4.06991	3.46295
ACADS	1	285.094	64.7692	1	1	1	1	1.42716	1	1	1	31.9584	31.4623
ACKR2	1	1	1.57118	1	1	1	1	1	1	1	1	1	1
ACPP	1	1	1.91291	4.34843	1	1	4.66631	5.32123	1	1	1	1	1
ACSF3	2.12069	21.9543	13.4654	1.00692	1.82011	1.37856	1.27893	2.17156	2.1504	1.90945	1.85749	5.16512	7.85285
ACSM3	3.85253	3.97409	1.2405	1	6.06871	4.65357	1	1	2.45807	2.51751	2.066	9.06289	5.27261
ACSS3	16.3052	1	1	54.8246	21.0371	28.0521	58.0508	47.0862	14.1363	16.1345	13.1929	1.71268	2.22469
ACTL6A	119.817	24.7757	16.5575	72.16	121.087	165.639	78.5731	51.0062	91.1265	88.9009	90.1092	22.1465	23.6894
ACTL9	1	1	1	1	1	1	1	1	1	1	1	1	1
ACVR1B	19.018	12.8173	27.8083	14.3885	19.4042	16.6354	15.7078	15.5276	10.6155	10.0851	9.53894	27.7975	35.9833
ACVR1C	1	1	1.00145	1	1	1	1	1	1	1	1	3.59934	8.47999
ADAM21P1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM22	8.06811	1	1	1.27309	8.99719	9.72531	1.34475	1.04925	6.78704	6.98948	5.82017	4.17534	3.48288
ADCY4	1	1.49775	3.93164	1	1	1	1	1	1	1	1	2.10757	1.51586
ADH5	105.933	75.7519	77.2095	119.299	116.083	139.861	117.52	93.8362	112.683	110.219	112.511	38.7992	45.2497
ADIPOQ	1	1	36.4994	1	1	1	1	1	1	1	1	1	1
ADK	35.1425	5.79133	9.33138	25.0511	36.3065	46.3036	28.2423	19.86	24.6876	26.8524	27.9168	13.3714	11.1675
ADM5	1	1	2.38436	1	1	1	1	1.93839	1	1	1	1	1
ADO	16.9891	9.22087	9.9228	16.7449	17.5128	22.0623	15.5369	13.3029	19.0907	20.0076	20.181	8.99999	10.2716
AFF2	3.70455	1	1	1	4.24712	4.26838	1	1	2.87723	2.87593	2.37495	1	1
AGAP9	1	1	1	1	1	1	1	1	1	1	1	1	1
AGFG1	16.293	18.8621	9.3945	24.2752	16.7589	19.1133	24.159	19.5432	22.6005	24.0129	22.1733	14.4646	22.298
AHSA1	109.423	43.4668	48.553	91.3911	108.647	121.293	100.065	74.216	101.227	96.5447	107.237	37.5921	42.4032
AKAP11	11.1079	2.34644	7.04566	12.2248	10.2607	12.903	12.149	9.55514	11.2967	12.4057	9.90161	14.819	12.8126
AKAP13	8.53836	23.6915	18.3245	36.0381	7.76728	8.07769	38.6459	34.4764	9.48843	10.0797	8.7388	23.0406	15.6407
AKAP5	3.39995	1	1	1.18817	4.04534	4.15456	1.2293	1.15734	2.33908	2.14009	1.97254	5.26346	3.50298
AKR1C3	1	297.558	117.874	5.13409	1	1	5.02609	3.87175	2.35775	2.1281	2.76233	1	4.78865
AKR1C4	1	1.2259	1	1	1	1	1	1	1	1	1	1	1
ALKBH1	9.11967	7.07826	4.61598	7.90853	8.3827	10.312	9.20738	6.18694	8.74226	8.78746	9.3932	4.58244	4.90779
AMBP	1	1	1	1	1	1	1	1	1	1	1	5.19789	1.26523
AMIGO2	4.81126	1	7.80889	3.78625	4.77118	4.57288	5.46688	3.31638	3.08447	2.71128	3.02992	13.658	8.93818
AMPD1	1	2.7494	1	1	1	1	1	1	1	1	1	1	1
AMY1A	1	1	1	1	1	1	1	1	1	1	1	1	1
AMY1B	1	1	1	1	1	1	1	1	1	1	1	1	1
AMY1C	1	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC5	47.2708	40.131	20.0611	45.3356	57.5099	55.2549	43.773	47.6706	47.9569	47.9904	49.2741	41.6575	45.7157
ANGPTL5	1	1	1	1	1	1	1	1	1	1	1	1	1
ANGPTL7	1	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD20A12P	1	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD34C	1	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD36BP2	1	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD62P1-PARP4P3	1	1	1	1	1	1	1	1	1	1	1	1	1
ANO4	1	1	1	2.41884	1	1	2.79253	2.39714	1.22105	1	1	1	1
ANO6	28.8856	32.1541	27.8731	41.0929	28.822	33.4644	43.1756	33.9651	27.6355	30.4806	25.9508	26.5224	31.8382
ANXA11	11.2438	240.336	71.7904	33.179	13.6611	9.89834	32.7594	42.1881	23.0375	20.0094	22.9225	43.1336	51.9951
AP3M1	32.7731	8.05144	12.2928	29.8091	31.0183	40.8111	30.679	23.6743	23.3179	24.6935	23.112	15.46	14.8342
APOA2	28.5784	4.63226	1	33.5492	10.0472	10.9673	28.1313	31.458	1	1	1	25.1571	38.5426
APOBEC1	1	231.677	21.749	1	1	1	1	1	1	1	1	2.54077	14.2282
APOLD1	3.32974	2.16419	33.4581	1.32973	1.72047	2.09436	1.40539	1.25625	1	1	1	4.22256	3.86801
ARAP2	1	12.2416	2.09009	1	1	1	1	1	1	1	1	1.63868	4.82536
ARFIP1	29.8882	12.5867	20.1147	36.8843	30.0368	37.0781	32.6056	26.9186	27.5487	26.2285	27.3763	18.5341	19.4501
ARG2	53.1304	42.5935	19.7918	31.1399	57.9102	73.7289	30.9808	27.6366	69.8201	67.0131	70.7013	5.42702	5.27192
ARHGAP17	22.4711	32.8327	17.5995	29.5136	22.9095	24.2992	27.9548	30.0886	26.1562	24.6209	23.9119	25.2061	36.4594
ARHGAP29	9.5671	1	3.73424	14.3887	7.85521	7.60778	13.4274	11.1615	1	1.24477	1	3.01143	1.7248
ARHGDIA	29.6174	387.597	214.917	27.4952	26.3855	17.217	27.778	47.5842	19.0029	19.3076	19.4178	82.7605	86.7615
ARHGEF10L	2.14089	3.85054	29.8995	1	1.71677	1	1	1.8696	3.33637	3.05914	2.87412	41.4253	41.3502
ARHGEF16	1.02158	102.94	18.1514	3.50771	1	1	2.77394	9.51893	2.06393	1.98756	2.19836	17.432	23.9822
ARID5B	3.68212	2.1121	12.4181	1.11108	3.49638	3.56996	1	1.43349	1	1	1	13.6906	12.1654
ARL1	42.2284	14.0038	26.3772	37.7706	44.8187	49.5234	34.6483	29.7788	33.6779	35.0226	33.9153	32.9149	36.3353
ARL14EP	23.4595	10.7863	7.71147	16.1511	23.4992	29.1859	14.6966	11.7685	21.1416	19.9833	22.4383	11.2274	13.4774
ARL6	6.3668	1	1.83918	6.65645	6.17609	8.14839	4.89056	5.23501	4.01998	3.83146	4.81481	2.99569	1.68564
ARL6IP4	38.9193	381.245	111.658	19.2522	42.7372	25.9451	18.4207	35.5577	21.3142	19.1931	22.0531	58.9234	67.2121
ARMS2	1	1	1	1	1	1	1	1	1	1	1	1	1
ART1	1	1	1	1	1	1	1	1	1	1	1	1	1
ART5	5.22219	1	1	1	7.75837	5.35886	1	2.45942	2.35262	2.30799	2.63549	1	1
ARV1	11.7278	11.6868	17.8727	14.6346	12.3974	17.8908	13.2647	11.5167	11.226	13.167	13.6599	9.70519	11.9031
ATAD1	49.2509	5.95116	13.3963	44.8836	52.0506	58.134	44.4394	29.9252	28.1855	31.235	29.682	17.2071	17.5171
ATP5B	559.972	967.731	491.177	490.824	576.853	665.848	532.98	409.96	622.966	606.828	616.109	238.817	256.747
ATP5G2	260.863	492.154	272.737	71.4307	285.995	189.994	72.3916	125.824	181.227	159.533	177.2	184.424	203.959
ATP8B1	1.14097	26.6001	43.1513	1.6417	1.03227	1.01905	1.5309	1.57501	1	1	1	38.2496	40.9968
AVPI1	1.87716	79.3824	19.303	1.31304	2.18758	2.10461	1.05073	1.95232	3.72499	2.7915	3.47738	27.0566	41.9626
AZI2	28.7589	20.3885	13.0433	29.7534	26.5543	32.8215	28.4575	20.9166	18.1754	19.3397	19.3062	13.7429	13.848
B3GALTL	6.30927	1.7985	1.94707	17.6207	6.11955	7.39673	17.9231	13.0875	3.87027	4.00073	4.61936	4.20524	3.09535
B3GNT5	18.7186	41.3981	22.9339	57.374	16.247	20.3137	53.1528	40.3882	7.20733	7.43132	7.03969	21.9765	32.127
B3GNT6	1	2.56803	7.98063	1	1	1	1	1	1	1	1	7.20788	1.0118
B4GALT4	24.9874	20.4968	22.4673	175.448	28.7537	28.5716	168.146	141.249	27.7788	27.7376	31.2061	36.1142	31.1796
BASP1	72.8813	13.5957	9.05662	103.373	61.587	71.6781	99.2658	81.3373	90.6571	93.901	99.5629	41.2383	2.66086
BAZ2A	22.4573	13.8369	15.6667	27.9951	25.7951	21.9657	28.9717	36.026	27.5454	27.4815	24.6352	21.0346	21.3377
BAZ2B	1	1	1	1	1	1	1	1	1	1	1	1	1
BCAP29	10.2252	6.03762	7.5365	15.0995	10.747	13.813	14.4366	9.73859	5.19409	4.99445	5.2621	8.7011	4.79056
BCL2L1	15.9487	162.56	70.7706	17.9315	12.6025	11.6999	18.5187	20.283	37.2342	34.8466	38.2296	20.6585	22.6104
BCOR	9.05434	2.35531	7.09796	14.2301	7.85622	7.31941	15.1123	14.2111	17.12	16.3318	17.727	12.8473	15.5907
BDKRB1	1	3.30883	1.35594	1	1	1	1	1	1	1	1	1	1
BMP5	2.68655	1.83862	1.23752	1.5302	1.05752	1.34807	1.15081	1.11597	1	1	1	9.64871	15.0955
BMP7	11.1638	1	1	4.86214	11.5852	10.6624	5.13726	3.50529	1.04213	1.37074	1.01744	4.39451	1.2498
BMPER	1.77506	1	1	7.27115	1	1	10.0855	4.71409	1	1	1	1	1
BSPRY	1	17.4141	15.2385	2.49451	1	1	2.18331	3.71318	2.47175	2.36237	2.23691	7.84184	2.27309
BTBD2	7.8524	42.3851	44.2127	3.13863	7.9882	4.12227	2.94099	9.84169	5.34113	5.29531	5.05531	34.742	43.6902
BTF3	644.63	498.539	247.532	436.418	690.484	707.802	420.365	330.355	443.014	441.268	465.94	183.624	289.729
BTF3L4	25.9428	4.94647	7.29342	22.1423	27.4914	31.7619	20.1994	16.3483	28.2276	28.3766	27.3454	4.97847	5.23259
BTG1	12.1936	54.2178	40.8528	5.12799	9.92863	11.5072	4.26985	3.64126	8.21458	8.15004	8.09445	25.0926	17.4699
BTG3	58.3892	15.37	13.3254	30.7337	52.3523	63.2499	32.2485	25.3631	24.4503	20.658	19.9298	22.5117	17.2892
BTNL2	1	1	1	1	1	1	1	1	1	1	1	1	1
BUB1	61.3713	1	4.85122	71.6449	67.52	82.2657	71.057	59.9942	114.261	116.273	107.635	7.10237	9.1537
C10orf10	1	8.44217	42.5887	1	1	1	1	1	1	1	1	4.53984	2.44068
C11orf53	1	1	1	1	1	1	1	1	1	1	1	1	1
C11orf54	16.6465	45.7199	16.3156	17.6123	18.929	18.292	13.1172	13.7552	14.4374	14.6979	13.6769	26.3026	40.1816
C12orf60	6.11046	1	1	2.77947	6.82123	7.64724	2.03079	1.49574	2.25168	2.61588	2.72956	1	1
C12orf66	3.15966	1	2.07295	2.09264	3.42754	4.02801	2.21417	2.43312	3.99034	4.27814	2.97274	1.54624	1.88961
C12orf79	1	1	1	1	1	1	1	1	1	1	1	1	1
C14orf178	1	1	1	1	1	1	1	1	1	1	1	1	1
C15orf53	1	1	1	1	1	1	1	1	1	1	1	1	1
C17orf51	3.74595	1	2.20042	1	3.29073	3.47732	1	1	1	1	1	2.21926	1
C17orf75	13.2142	2.46928	2.91405	10.9666	13.6026	15.4391	11.5983	10.1494	10.4925	11.4425	11.9823	3.85004	4.13227
C1QTNF6	3.05032	2.49344	2.04337	1	1.84546	1.55582	1	1.23903	1	1	1	6.99321	7.43662
C1orf100	1	1	1	1	1	1	1	1	1	1	1	1	1
C1orf185	1	1	1	1	1	1	1	1	1	1	1	1	1
C1orf195	1	1	1	1	1	1	1	1	1	1	1	1	1
C21orf58	2.6054	1	4.4917	2.11085	3.11194	2.56511	1.7673	3.39263	4.30846	4.06987	4.51137	4.63464	3.68316
C7orf49	18.076	28.9131	26.1229	23.2215	20.7733	19.4584	17.4304	19.8929	20.7539	18.4935	20.8892	14.4729	13.9807
C8orf34	1.15065	1	1	2.16713	1	1.25319	1.97406	1.10778	1	1	1	1	1
C9orf84	1	1	1	1	1	1	1	1	1	1	1	1	1
CA4	1	1	2.01622	1	1.47723	1	1	1	1	1	1	4.92387	5.18863
CAB39L	7.5583	1.14091	4.39306	6.10167	6.95339	8.02727	4.32897	4.51218	3.90417	3.86546	4.0973	3.85021	1.93896
CACNA1D	1	1	2.35317	1	1	1	1	1	1	1	1	17.547	25.2273
CALB1	1.48796	1	1	107.734	1	1.33234	132.23	66.7533	15.1668	16.7649	17.4674	2.69426	1
CALHM3	1	1	1	1	1	1	1	1	1	1	1	1	1
CAPN12	1	1	4.1637	2.32013	1	1	3.07293	6.51574	1	1	1	1.51883	9.67078
CAPN2	55.6576	51.8351	39.5733	42.7561	52.537	51.6551	45.149	38.3844	20.8578	21.799	20.9661	62.5281	32.3774
CARD17	1	1	1	1	1	1	1	1	1	1	1	1	1
CARD6	1	2.77835	9.67397	1	1	1	1	1	1	1	1	1	1
CARKD	11.2806	43.9685	32.6869	11.2548	11.48	9.32408	12.3822	15.8679	10.6142	10.5049	10.6877	22.3757	18.3047
CASC20	1	1	1	1	1	1	1	1	1	1	1	1	1
CAST	27.5215	80.2293	27.4709	22.8269	33.2746	34.3994	21.9655	22.3643	31.612	31.7385	26.6074	70.2686	90.4171
CCDC117	33.1566	10.6081	10.0327	30.5434	36.4418	43.9562	26.146	22.4833	29.9217	33.0405	30.7913	16.3453	18.6606
CCDC140	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC148	1.08129	1	1	1.07511	1.67168	2.00353	1.00378	1.23999	1	1	1	1	1
CCDC81	1	1	1	10.5283	1	1	7.84531	10.1618	1	1	1	1	1
CCDC85B	1	21.1989	48.9189	1	1	1	1	1	1	1	1	6.68767	4.79327
CCER1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCL21	1	15.8466	167.038	1	1	1	1	1	1	1	1	16.3552	16.548
CCNYL1	7.19374	17.0499	9.19196	54.0196	6.96019	8.83788	50.7845	38.7195	23.3926	23.1714	23.8627	7.48027	7.33936
CCT2	389.71	57.873	52.6236	325.859	411.36	502.171	366.01	246.479	334.855	337.764	344.764	58.9414	62.8483
CD163L1	1	3.0187	1	1	1	1	1	1	1	1	1	5.20897	6.18998
CD177	1	1	1	3.69932	1	1	6.41764	6.70965	1	1	1	1	1
CD1A	1	1	1	1	1	1	1	1	1	1	1	1	1
CD33	1	5.49142	2.77386	1	1	1	1	1	1	1	1	2.44626	2.92912
CDCA2	22.5332	1	3.45143	23.5456	26.9199	31.5452	26.8711	19.6294	22.0492	22.757	20.6226	2.48997	2.85579
CDH17	1.81375	238.766	119.382	1	1.90387	1.5884	1	1	1	1	1	139.232	185.822
CDH18	1	1	1	1	1	1	1	1	1	1	1	1	1
CDH26	1	1.36868	1	1	1	1	1	1	1	1	1	1	1
CDKN1B	32.1534	42.5901	71.7688	40.6654	25.0916	30.1804	36.6525	28.2869	12.5152	14.4629	14.7288	40.5356	43.8288
CDKN2A	1	1.27954	1	1	1	1	1	1	1	1	1	1.17109	1
CDKN2B-AS1	1	2.91943	1	1	1	1	1	1	1	1	1	1	1
CDRT8	1	1	1	1	1	1	1	1	1	1	1	1	1
CDX1	4.52872	133.116	166.394	1	6.19879	4.94316	1	1	1	1	1	114.986	117.728
CDX4	1	1	1	1	1	1	1	1	1.51058	2.13027	1.96938	1	1
CDYL2	1	1	3.07238	1.26179	1	1	2.22796	2.46915	1	1	1	1.22263	1
CECR2	15.2736	1	1	21.9253	16.192	16.6064	20.6621	23.8704	25.1944	26.4887	24.4382	2.26122	1
CECR3	1	1	1	1	1	1	1	1	1	1	1	1	1
CELF1	51.2093	17.0429	23.5772	74.2236	57.5287	56.359	79.0374	77.9468	58.7252	63.644	61.9377	22.6345	24.7458
CELF2	6.2977	3.39126	7.86856	50.8129	4.34651	4.86457	50.2843	41.2108	12.2456	13.149	12.2971	6.47894	2.54598
CENPK	49.7336	1	6.1749	35.9763	51.0457	64.0736	36.2791	27.0086	46.5899	46.9639	49.2531	6.71653	5.34248
CEP76	10.0159	3.34577	2.22337	11.0828	10.7196	13.7888	10.9914	8.97702	11.6419	11.6661	11.5294	3.47374	2.9488
CERS6-AS1	2.77379	1	22.9866	7.32343	1.56197	4.69323	4.89766	2.32183	2.42558	1.03209	6.8672	4.2804	4.33038
CES1	1	1.33772	1.8792	1	1	1	1	1	1	1	1	10.8182	10.0587
CFC1	1	1	1	1	1	1	1	1	1	1	1	1	1
CFC1B	1	1	1	1	1	1	1	1	1	1	1	1	1
CFL1P1	1	1	1	1	1	1	1	1	1	1	1	1	1
CFLAR	1.30228	37.1436	21.141	81.1107	1	1	83.1666	74.2715	6.10637	7.19375	6.14094	19.8405	24.9823
CHD2	20.1047	14.0171	13.7505	36.237	21.1446	20.7175	38.6725	36.9832	20.2266	20.3385	18.6009	20.7114	21.9923
CHEK2	30.4041	3.84976	6.82769	20.7654	34.3224	39.7072	17.2684	17.8506	39.3517	40.4792	42.0807	6.29988	9.33176
CHGA	1	26.8728	158.992	1.81764	1	1	1.39998	2.79511	30.0944	28.1646	28.6869	900.928	620.704
CHL1-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHSY3	1.90981	1	1	1.08439	1.81794	1.74899	1	1	1	1.00861	1.19867	1.75853	1.10104
CISD1	18.0929	62.0279	25.561	15.9173	17.9627	22.0088	17.0457	10.7658	13.1992	13.8074	14.2902	12.1861	18.7149
CISH	1.44638	5.05549	4.6048	1	1.63535	1.10133	1	1.08422	1	1	1	15.0059	23.7965
CKM	1	41.5108	1	1	1	1	1	1	1	1	1	1	4.27543
CLC	1	14.3118	1	1	1	1	1	1	1.91021	2.52987	1.77094	1.325	1
CLCA2	1	1.88773	1	1	1	1	1	1	1	1	1	1	1
CLDN17	1	1	1	1	1	1	1	1	1	1	1	1	1
CLDN18	1	1	2.01326	1	1	1	1	1	1	1	1	1	1
CLEC2D	1.35222	6.91314	11.421	2.12875	1.10504	1.27124	1.82886	1.69072	2.00034	2.09321	2.09089	2.0962	3.16313
CLEC9A	1	1	1	1	1	1	1	1	1	1	1	1	1
CLECL1	1	5.22555	1	1	1	1	1	1	1	1	1	1	1
CLGN	12.8536	1	1	27.7015	12.4712	18.6288	21.5209	21.5961	14.2513	14.8481	13.0048	1.44601	1
CLHC1	2.55253	1	1	2.95614	2.76246	3.21477	3.0504	2.10917	2.34299	2.78892	2.99637	2.96856	2.01105
CLSPN	11.9641	1	1.10681	11.6013	11.5756	13.347	11.7874	9.44073	12.4707	12.5619	11.6647	1.14613	1.14942
CNGA1	1	1	1	1	1	1	1	1	1	1	1	4.42166	2.59116
CNIH1	117.805	88.2544	79.8456	57.2186	122.843	146.12	60.6724	43.0415	76.0113	75.6796	79.3482	47.5982	67.5385
CNNM2	3.20859	2.78564	3.53603	1.26721	3.69672	3.33874	1.71663	1.71766	5.23078	5.2079	4.60619	6.33225	8.52872
COBLL1	1	2.48738	4.18258	2.85331	1	1	3.25761	3.12531	1	1	1	9.15753	17.1482
COG6	20.8884	7.76781	6.59078	15.1837	22.4689	28.4013	15.4537	12.3431	10.2843	10.7922	10.92	12.0866	12.9345
COL10A1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL15A1	1	1	2.2223	1	1	1	1	1	1	1	1	13.5022	6.45576
COPS8	45.5433	17.008	14.4166	36.6703	46.3087	58.7453	34.0693	26.4286	34.657	33.2893	35.9473	11.5148	10.8986
COPZ1	123.03	161.001	105.962	105.27	130.026	137.588	100.804	78.2516	69.6511	71.8325	73.6385	67.412	84.0295
COQ3	11.5602	7.98511	6.51123	12.6018	13.9617	16.8727	14.0444	10.162	19.464	20.8565	21.9743	4.21771	3.01425
COQ5	45.5098	29.6242	21.2158	37.4818	50.6625	55.1403	35.9893	32.2793	32.0263	29.7554	29.5822	25.9119	24.9843
CP	1	1.45576	5.55928	1	1	1	1	1	1	1	1	1	1
CPT1C	6.24043	1	1.02325	3.45152	5.93108	3.86285	2.38814	6.12142	9.61188	9.33834	10.0242	4.18946	1
CRB2	5.76057	1	1	1	6.63067	3.38855	1	1	1	1	1	1	1
CREB5	1	1	1	1	1	1	1	1	1	1	1	6.26921	1.12103
CRTC3	3.98802	4.524	8.193	2.76098	3.59411	2.75422	3.19983	3.5958	2.15092	2.31487	1.99973	13.7897	10.3373
CRYM	35.5062	1.17772	1.8616	1.19224	35.8954	32.2992	1	1	17.8027	16.6577	16.2582	5.01121	1.3026
CRYM-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSMD2-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
CST9L	1	1	1	1	1	1	1	1	1	1	1	1	1
CTD-2201E9.1	1	1	1	1.43525	1	1	1	1	1	1	1	1	1
CTSO	1.54834	15.8715	9.4433	4.08287	1.84748	1.50256	4.11669	2.66454	1.68165	1.63501	1.3572	16.7246	18.972
CXCL12	13.7238	11.4026	34.2204	3.28248	13.1931	9.45343	3.65019	3.76077	14.7866	15.7034	15.664	56.0315	28.7787
CXorf58	1	1	1	1	1	1	1	1	1	1	1	1	1
CYLC2	1	1	1	1	1	1	1	1	1	1	1	1	1
DAB1-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
DAPL1	1	1	1	1	1	1	1	1	1	1	1	1	3.08666
DCLK3	1	1	1	2.68799	1	1	2.12498	3.29283	1	1	1	1	1
DCTN4	35.9836	16.3179	19.5375	43.8063	32.9987	39.7091	43.2592	34.7123	34.0224	34.373	31.94	22.9018	22.9675
DCTN6	47.8652	18.4049	18.9345	73.958	38.0523	45.0699	62.2776	40.6569	37.5083	34.5951	37.6989	18.2193	18.8081
DDC	1	247.864	72.178	1	1	1	1	1	1	1	1	67.3987	120.205
DEFB107A	1	1	1	1	1	1	1	1	1	1	1	1	1
DEFB107B	1	1	1	1	1	1	1	1	1	1	1	1	1
DEFB122	1	1	1	1	1	1	1	1	1	1	1	1	1
DEFB123	1	1	1	1	1	1	1	1	1	1	1	1	1
DEFB127	1	1	1	1	1	1	1	1	1	1	1	1	1
DEK	276.664	63.3349	68.524	154.244	292.277	363.803	134.738	110.188	267.001	273.946	275.987	60.5926	61.6362
DENND1B	2.02617	5.60763	3.24621	4.61031	2.28694	2.25229	3.86133	3.84304	1.4408	1.40558	1.0418	4.92142	5.05227
DENND4A	3.68992	1.37226	2.93592	3.16813	3.77002	4.6942	2.73138	2.57046	2.66979	2.69653	2.25333	6.29862	7.7281
DENND4C	12.3587	11.4038	9.52434	12.5411	13.1885	13.3784	11.259	10.2466	9.00353	10.4786	8.99147	16.3212	15.7102
DEPDC7	18.1999	64.5698	7.58166	8.97978	19.9061	20.9244	8.19905	7.67906	5.63593	7.93068	6.64353	22.7921	9.48949
DESI2	45.0262	15.7643	17.555	52.9597	46.8571	60.964	50.0851	39.2914	93.9365	99.9673	97.8149	14.7468	10.5617
DHRS3	2.04764	88.1838	38.3639	1	2.15573	2.20565	1	1	6.79769	7.38324	8.84666	22.5327	21.8522
DIRC1	1	1	1	1	1	1	1	1	1	1	1	1	1
DLX4	1	1	1.27692	1	1	1	1	1	1	1	1	1	1.37764
DLX6	1	1	1	1	1	1	1	1	1	1	1	1	1
DMRT3	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAH14	13.7699	1	1	11.4398	16.7254	16.6637	10.6606	8.54385	18.8221	18.5663	16.4843	3.49698	2.58412
DNAH5	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAH7	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC1	20.3085	31.9336	16.9895	23.8549	18.9508	18.8416	25.7989	16.942	9.09108	11.5353	9.83912	12.0585	11.7739
DNAJC22	1	5.20253	16.248	1	1	1	1.29788	1.31319	1	1	1	9.85541	18.6932
DNAJC25	8.89808	4.18416	5.48061	11.9837	8.10779	11.9196	10.7706	6.95342	8.49578	9.63937	9.91456	7.25682	7.21101
DNAJC25-GNG10	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC27	2.0555	1.25439	1.70919	2.33543	2.20539	2.63787	1.95829	2.08171	2.14872	2.20352	1.74509	2.53546	2.2352
DNAJC27-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC5B	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAL4	6.90693	10.3593	17.5307	4.68958	8.66957	5.10579	6.99291	12.1169	3.15109	3.47773	2.62774	7.92891	8.51625
DND1	1.17619	6.90477	8.09233	1	1.49453	1	1	1.57717	1	1.31617	1.2126	1.98014	2.17373
DNM3OS	1	1	1.50809	1	1	1	1	1	1	1	1	3.48218	2.03111
DOCK5	1.46098	9.63377	2.86639	1.16712	1.67578	1.58501	1.84669	1.56906	3.24041	3.98643	2.77764	13.2252	19.2162
DOCK7	24.0281	2.09211	2.65537	32.9674	24.6097	31.0536	33.8892	28.0751	13.0151	13.6937	12.014	10.1015	8.37244
DPH5	60.4828	8.37264	12.3196	23.6198	60.553	72.5755	23.3584	18.8254	43.8215	40.819	44.1527	11.2415	11.7326
DPY19L2	1.11189	1	1	1.64833	1.42995	1.1421	2.16658	1.65947	1.77243	2.03441	2.24298	2.9698	1.24136
DPYSL3	76.646	15.3688	30.0425	103.65	46.0565	51.1617	102.391	118.322	283.788	282.584	278.147	117.204	8.40433
DRD5	1	1	1	1	1	1	1	1	1	1	1	1	1
DSG2	193.332	35.9189	62.9758	120.039	293.64	265.519	123.769	103.278	124.21	129.724	114.382	52.4893	54.9731
DSP	101.209	77.0087	38.6204	57.3226	115.956	110.928	59.3821	53.7325	21.5386	24.2124	18.7264	71.4081	80.6121
DSPP	1	1	1	1	1	1	1	1	1	1	1	1	1
DTNA	7.29623	1.61405	1.61347	18.253	3.95639	3.01808	23.7532	18.4546	10.9222	11.0717	9.24038	3.7887	6.60389
DTWD1	12.1094	2.98692	5.76869	13.6348	14.6602	21.8784	12.8725	10.0846	16.3123	17.5521	15.5537	5.51888	4.85701
DUSP1	5.51393	76.8286	223.81	5.93838	3.94112	4.14883	6.73002	5.47637	2.76168	2.08719	2.53076	115.068	78.2992
DUSP5	9.34335	35.2271	11.4605	54.56	9.1698	10.651	66.8717	49.7385	9.70895	10.5856	9.33753	3.29334	21.7464
DUT	52.689	9.92785	24.4356	33.5771	54.0479	68.1787	29.6521	20.8165	56.7744	54.6932	62.81	21.6815	22.9481
DYNAP	1	1	1	1	1	1	1	1	1	1	1	1	1
DYRK1B	1.75363	9.64581	7.88894	3.02363	1.19891	1	2.11713	4.42284	1.63083	1.93625	1.7181	11.8017	14.2005
EBNA1BP2	61.0263	37.8163	16.5134	47.7483	58.7509	59.0544	50.5813	46.1073	74.4451	72.0731	80.6795	16.2299	24.6448
EDAR	12.4105	1	1	1	16.3709	20.8379	1	1	1	1	1	1	1
