chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr14	21250623	21250624	MACS_peak_3691	NM_198232	RNASE1	-19935	0.0425106774708
chr2	138721765	138721766	MACS_peak_6530	NM_001024074	HNMT	-42	0.603143580691
chr1	225965963	225965964	MACS_peak_1007	NM_001130440	SRP9	449	0.571285230135
chr1	47119361	47119362	MACS_peak_150	NM_001256418	ATPAF1	-12189	0.119409084062
chr11	62609227	62609228	MACS_peak_2115	NM_001244666	STX5	9664	0.167205224245
chr18	47923862	47923863	MACS_peak_5516	NM_001039535	SKA1	22471	0.0303143726717
chr17	56442883	56442884	MACS_peak_5113	NR_038414	BZRAP1-AS1	28321	0.0138962906616
chr1	156154131	156154132	MACS_peak_653	NM_001199653	PMF1	-28647	0.01330520456
chr10	103124649	103124650	MACS_peak_1659	NM_033637	BTRC	10860	0.142558904468
chr12	24383266	24383267	MACS_peak_2581	NR_120473	LOC101928471	7062	0.236548977374
chr16	51200055	51200056	MACS_peak_4707	NM_001127892	SALL1	15547	0.0763113701085
chr1	149577783	149577784	MACS_peak_636	NR_111958	LOC103091866	1522	0.4951307879
chr1	47119361	47119362	MACS_peak_150	NR_038827	EFCAB14-AS1	-20346	0.0402437728052
chr8	86750960	86750961	MACS_peak_13040	NR_003594	REXO1L2P	-25168	0.021158081693
chr9	19202469	19202470	MACS_peak_13468	NR_073201	DENND4C	-28293	0.0139482671091
chr12	108152748	108152749	MACS_peak_3043	NR_120474	LOC101929162	22417	0.0305334237926
chr1	154946837	154946838	MACS_peak_650	NM_025207	FLAD1	-8932	0.184347386114
chr13	28545667	28545668	MACS_peak_3186	NM_001265	CDX2	2162	0.454632141764
chr12	11325065	11325066	MACS_peak_2503	NM_001291315	PRH1	843	0.542048390588
chr1	16993445	16993446	MACS_peak_55	NR_037446	MIR3675	-14304	0.0900671298018
chr11	26564803	26564804	MACS_peak_1930	NM_145650	MUC15	-29012	0.0126731884009
chr19	39328435	39328436	MACS_peak_5774	NM_001005335	HNRNPL	-14544	0.0872306080421
chr1	100301671	100301672	MACS_peak_461	NM_000643	AGL	-14373	0.0892423121864
chr1	100302141	100302142	MACS_peak_462	NM_000643	AGL	-13903	0.0950137811341
chr2	114631883	114631884	MACS_peak_6412	NR_102318	ACTR3	-15627	0.0755017080352
chr16	51200055	51200056	MACS_peak_4707	NM_002968	SALL1	14872	0.0834979387271
chr12	22475282	22475283	MACS_peak_2562	NM_003034	ST8SIA1	-12366	0.116624022665
chr11	62609227	62609228	MACS_peak_2115	NR_002559	SNORD29	-12213	0.119027585715
chr9	42483921	42483922	MACS_peak_13598	NR_121572	GXYLT1P3	-9595	0.168750610184
chr9	42484547	42484548	MACS_peak_13599	NR_121572	GXYLT1P3	-8969	0.183440178628
chr14	101308554	101308555	MACS_peak_4137	NR_046469	MEG3	16110	0.0707926568832
chr2	134890164	134890165	MACS_peak_6507	NR_037450	MIR3679	5469	0.292526505302
chr1	92560275	92560276	MACS_peak_413	NM_183242	BTBD8	14414	0.088755785265
chr7	23763903	23763904	MACS_peak_11897	NM_001260505	STK31	14118	0.0923287224569
chr1	228620764	228620765	MACS_peak_1020	NM_016102	TRIM17	16181	0.0701256485521
chr1	149577783	149577784	MACS_peak_636	NR_111955	LOC103091866	1522	0.4951307879
chr3	189524087	189524088	MACS_peak_8718	NR_030642	MIR944	-23623	0.0259980606706
chr21	9827464	9827465	MACS_peak_7434	NR_128711	MIR3648-2	1633	0.487856812431
chr3	9395251	9395252	MACS_peak_7787	NM_015453	THUMPD3	-9465	0.171701117956
chr9	88575749	88575750	MACS_peak_13746	NM_024635	NAA35	19693	0.0439047250167
chr1	156154131	156154132	MACS_peak_653	NM_001199662	PMF1-BGLAP	-28647	0.01330520456
chr9	37574385	37574386	MACS_peak_13585	NM_012166	FBXO10	-1865	0.472996794879
chr11	58696329	58696330	MACS_peak_2092	NM_001220494	GLYATL1	1228	0.514925353578
chr11	57554688	57554689	MACS_peak_2085	NM_001085465	CTNND1	25455	0.0203637279987
chr7	107204817	107204818	MACS_peak_12303	NR_027830	BCAP29	-15604	0.0757336019955
chr9	93222705	93222706	MACS_peak_13768	NR_109795	LINC01508	26934	0.0167191585257
chr1	110979602	110979603	MACS_peak_531	NM_032414	PROK1	-14185	0.0915075923781
chr14	88490882	88490883	MACS_peak_4088	NR_046094	LINC01146	-11	0.60564173345
chr16	69452009	69452010	MACS_peak_4809	NM_030579	CYB5B	-6488	0.255363651177
chr11	62609227	62609228	MACS_peak_2115	NR_002560	SNORD31	-11638	0.128511956365
chr5	42812054	42812055	MACS_peak_10090	NM_001093726	SEPP1	30	0.604109382856
chr17	46072890	46072891	MACS_peak_5059	NM_001278217	CDK5RAP3	24569	0.0229172204417
chr5	124074731	124074732	MACS_peak_10541	NM_020747	ZNF608	-6074	0.269856034791
chr2	233637080	233637081	MACS_peak_7129	NM_002242	KCNJ13	-4195	0.346686857878
chr1	149577783	149577784	MACS_peak_636	NR_024510	LINC00623	1317	0.508851018385
chr1	149577783	149577784	MACS_peak_636	NR_125392	RNVU1-20	-28133	0.014249026838
chr3	9395251	9395252	MACS_peak_7787	NM_001114092	THUMPD3	-9465	0.171701117956
chr2	200820528	200820529	MACS_peak_6936	NR_109905	TYW5	69	0.600976167485
chr16	22450843	22450844	MACS_peak_4642	NR_027460	RRN3P3	1807	0.476668816945
chr9	71735820	71735821	MACS_peak_13653	NM_001170414	TJP2	-359	0.578181950458
chr3	189524087	189524088	MACS_peak_8718	NM_001114980	TP63	16639	0.0659714416195
chr1	154946837	154946838	MACS_peak_650	NM_001130041	SHC1	-122	0.596744239658
chr3	37007358	37007359	MACS_peak_7934	NM_001167617	MLH1	-27909	0.0146810167103
chr11	62609227	62609228	MACS_peak_2115	NR_003098	SNHG1	-14133	0.0921442495464
chr16	27323102	27323103	MACS_peak_4661	NM_001257406	IL4R	-2127	0.456758716574
chr8	95451999	95452000	MACS_peak_13102	NM_001205263	RAD54B	2819	0.416500895771
chr21	9827464	9827465	MACS_peak_7434	NR_037421	MIR3648-1	1633	0.487856812431
chr3	37007358	37007359	MACS_peak_7934	NM_001258274	MLH1	-27909	0.0146810167103
chr17	56442883	56442884	MACS_peak_5113	NR_039889	MIR4736	29500	0.0118748408253
chr1	154946837	154946838	MACS_peak_650	NM_001184892	FLAD1	-8932	0.184347386114
chr12	66270860	66270861	MACS_peak_2808	NR_120478	LOC100129940	-4498	0.332959861157
chr5	42520487	42520488	MACS_peak_10085	NM_001242404	GHR	-29170	0.0124089991296
chr3	37007358	37007359	MACS_peak_7934	NM_000249	MLH1	-27482	0.0155411075345
chr4	124339876	124339877	MACS_peak_9445	NM_001258038	SPRY1	21927	0.0325948818957
chr10	75935826	75935827	MACS_peak_1504	NM_207012	AP3M1	25000	0.0216373707195
chr7	156459581	156459582	MACS_peak_12583	NR_026865	C7orf13	26233	0.0183572014233
chr14	21250623	21250624	MACS_peak_3691	NM_198235	RNASE1	-20413	0.039885862813
chr3	170092545	170092546	MACS_peak_8600	NM_001145097	SKIL	15135	0.0806206869896
chr11	62609227	62609228	MACS_peak_2115	NR_002562	SNORD28	-12940	0.108031402165
chr6	110083949	110083950	MACS_peak_11423	NR_106988	MIR7641-2	9530	0.170219471343
chr11	62609227	62609228	MACS_peak_2115	NR_002563	SNORD27	-13328	0.102584680869
chr6	30731068	30731069	MACS_peak_11015	NM_005803	FLOT1	20615	0.0388259412568
chr6	30731250	30731251	MACS_peak_11016	NM_005803	FLOT1	20797	0.0378951049081
chr2	171571774	171571775	MACS_peak_6741	NR_027433	LINC01124	697	0.552703640542
chr1	160312402	160312403	MACS_peak_671	NM_004371	COPA	-952	0.534227589457
chr14	101308554	101308555	MACS_peak_4137	NR_003531	MEG3	16086	0.0710195562306
chr10	75935826	75935827	MACS_peak_1504	NM_001202450	ADK	24884	0.0219746301363
chr7	107204817	107204818	MACS_peak_12303	NM_001008405	BCAP29	-16386	0.0682348395996
chr7	156459581	156459582	MACS_peak_12583	NM_030936	RNF32	26229	0.018366994542
chrX	23824967	23824968	MACS_peak_14097	NM_002970	SAT1	23693	0.0257565409497
chr9	37574385	37574386	MACS_peak_13585	NM_001134485	TOMM5	-18251	0.0532122488994
chr8	86750960	86750961	MACS_peak_13040	NR_003594	REXO1L2P	23888	0.0250955016342
chr20	50142833	50142834	MACS_peak_7370	NM_173091	NFATC2	-16425	0.0678809393718
chr4	79896961	79896962	MACS_peak_9181	NR_038342	LINC01088	4060	0.352983723092
chr6	70603561	70603562	MACS_peak_11200	NM_001858	COL19A1	27114	0.0163226755479
chr3	98427687	98427688	MACS_peak_8236	NM_001271147	ST3GAL6	-23392	0.0268112599227
chr3	98453016	98453017	MACS_peak_8237	NM_001271147	ST3GAL6	1937	0.468477751762
chr12	108152748	108152749	MACS_peak_3043	NM_203436	ASCL4	-15413	0.0776870527578
chr9	84332661	84332662	MACS_peak_13721	NM_001303103	TLE1	28211	0.0141016048819
chr1	154946837	154946838	MACS_peak_650	NM_018655	LENEP	-19224	0.0467378944044
chr1	154946837	154946838	MACS_peak_650	NM_003029	SHC1	-122	0.596744239658
chr21	35014321	35014322	MACS_peak_7558	NM_003024	ITSN1	-462	0.570295860104
chr2	138721765	138721766	MACS_peak_6530	NM_006895	HNMT	-42	0.603143580691
chr19	54116179	54116180	MACS_peak_5809	NM_001012728	DPRX	-19130	0.0473273622967
chr3	129051362	129051363	MACS_peak_8393	NR_026991	H1FX-AS1	16249	0.0694927163006
chr11	62609227	62609228	MACS_peak_2115	NM_001012664	SLC3A2	-14256	0.0906454079488
chr17	56442883	56442884	MACS_peak_5113	NR_038417	BZRAP1-AS1	28321	0.0138962906616
chr2	220143636	220143637	MACS_peak_7061	NM_006736	DNAJB2	-403	0.574799880122
chr12	47616609	47616610	MACS_peak_2706	NR_026544	PCED1B-AS1	6383	0.258963885128
chr12	47625310	47625311	MACS_peak_2707	NR_026544	PCED1B-AS1	15084	0.0811707758435
chr6	32530833	32530834	MACS_peak_11025	NR_001298	HLA-DRB6	3054	0.40365287123
chr13	28545667	28545668	MACS_peak_3186	NR_002162	ATP5EP2	26325	0.0181333952368
chr10	75935826	75935827	MACS_peak_1504	NM_001123	ADK	-420	0.573498475876
chr8	82382204	82382205	MACS_peak_12996	NM_001080526	FABP9	8446	0.196688635052
chr12	24383266	24383267	MACS_peak_2581	NR_030625	MIR920	17912	0.0556726282494
chr10	75935826	75935827	MACS_peak_1504	NM_006721	ADK	24884	0.0219746301363
chr5	147446634	147446635	MACS_peak_10671	NM_001127698	SPINK5	3100	0.401184710383
chr11	57554688	57554689	MACS_peak_2085	NM_001085467	CTNND1	25455	0.0203637279987
chr6	32530833	32530834	MACS_peak_11025	NM_001243965	HLA-DRB1	-26780	0.0170660073759
chr7	23763903	23763904	MACS_peak_11897	NR_048542	STK31	14118	0.0923287224569
chr12	12929399	12929400	MACS_peak_2513	NR_030344	MIR613	11817	0.125481116232
chr12	11325065	11325066	MACS_peak_2503	NR_037918	PRH1-PRR4	841	0.5421929561
chr1	149577783	149577784	MACS_peak_636	NM_001135789	PPIAL4C	24781	0.0222784968322
chr3	4362436	4362437	MACS_peak_7758	NM_001276325	SETMAR	17449	0.059217786574
chr1	228620764	228620765	MACS_peak_1020	NM_003493	HIST3H3	7738	0.216160663923
chr17	56442883	56442884	MACS_peak_5113	NM_003168	SUPT4H1	13284	0.103188279822
chr10	75935826	75935827	MACS_peak_1504	NM_012095	AP3M1	25000	0.0216373707195
chr3	37007358	37007359	MACS_peak_7934	NM_014805	EPM2AIP1	-27437	0.01563463448
chr1	27126704	27126705	MACS_peak_85	NM_032283	ZDHHC18	-26496	0.0177246314402
chr1	148356565	148356566	MACS_peak_627	NM_001277444	NBPF9	9636	0.167830623769
chr22	26964432	26964433	MACS_peak_7660	NM_001008566	TPST2	3062	0.403222537719
chr11	62609227	62609228	MACS_peak_2115	NR_000008	SNORD22	-11280	0.134795023344
chr7	16843726	16843727	MACS_peak_11850	NM_006408	AGR2	-1012	0.529970818528
chr19	39328435	39328436	MACS_peak_5774	NM_001533	HNRNPL	-12182	0.119520584565
chr9	42483921	42483922	MACS_peak_13598	NR_026759	FAM95B1	15333	0.0785201499399
chr9	42484547	42484548	MACS_peak_13599	NR_026759	FAM95B1	15959	0.0722323937601
chr3	98427687	98427688	MACS_peak_8236	NM_001271142	ST3GAL6	-23392	0.0268112599227
chr3	98453016	98453017	MACS_peak_8237	NM_001271142	ST3GAL6	1937	0.468477751762
chr22	29180183	29180184	MACS_peak_7674	NM_001284263	CCDC117	11522	0.130515058683
chr7	107204817	107204818	MACS_peak_12303	NR_073002	DUS4L	416	0.573804423308
chr1	149577783	149577784	MACS_peak_636	NR_111954	LOC103091866	1522	0.4951307879
chr14	101308554	101308555	MACS_peak_4137	NR_046468	MEG3	16110	0.0707926568832
chr1	156154131	156154132	MACS_peak_653	NM_001199661	PMF1-BGLAP	-28647	0.01330520456
chr5	42520487	42520488	MACS_peak_10085	NM_001242403	GHR	-27827	0.0148424098344
chr15	73947063	73947064	MACS_peak_4431	NM_001161364	NPTN	21310	0.0353897399302
chr11	59500382	59500383	MACS_peak_2098	NR_045005	OR10V2P	-15902	0.072783451319
chrX	13306549	13306550	MACS_peak_14032	NR_046087	GS1-600G8.3	-22221	0.0313418817745
chr1	147394575	147394576	MACS_peak_624	NM_016334	GPR89B	-5930	0.275087330392
chr9	76972757	76972758	MACS_peak_13678	NR_121182	LOC101927358	-13689	0.0977638893181
chr5	68486184	68486185	MACS_peak_10205	NM_031966	CCNB1	23348	0.0269690149432
chr13	46627162	46627163	MACS_peak_3287	NM_015070	ZC3H13	266	0.585396041572
chr3	98427687	98427688	MACS_peak_8236	NM_001271146	ST3GAL6	-23392	0.0268112599227
chr3	98453016	98453017	MACS_peak_8237	NM_001271146	ST3GAL6	1937	0.468477751762
chr3	111809572	111809573	MACS_peak_8326	NR_030292	MIR567	-22075	0.0319579809828
chr12	31961329	31961330	MACS_peak_2632	NM_001013699	H3F3C	16154	0.0703785558469
chr16	27323102	27323103	MACS_peak_4661	NM_001257407	IL4R	-2127	0.456758716574
