# Argument List:
# Name = D4cF_Cdx2_NO_k27ac_BMinus_10kb
# peak file = D4cf_Cdx2_NO_k27ac.bed
# distance = 10000 bp
#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr3	49946301	49967445	NM_032355	0.439	-	MON1A
chr3	49946301	49967445	NM_001142501	0.439	-	MON1A
chr3	97483364	97520086	NR_103511	0.439	+	ARL6
chr3	97483364	97517379	NM_032146	0.439	+	ARL6
chr3	97483364	97517379	NM_177976	0.439	+	ARL6
chr3	97483364	97517379	NM_001278293	0.439	+	ARL6
chr9	95054739	95054829	NR_037424	0.438	-	MIR3651
chr14	71374121	71582099	NM_014982	0.435	+	PCNX
chr2	42275160	42285668	NM_138370	0.435	+	PKDCC
chr12	12878850	12944399	NM_001130415	0.434	+	APOLD1
chr1	161192082	161193418	NM_001643	0.434	-	APOA2
chr11	76745384	76753005	NM_138706	0.434	+	B3GNT6
chr2	177502481	177520686	NR_110599	0.433	+	LINC01117
chr2	208133998	208134148	NR_031633	0.433	-	MIR1302-4
chr18	48321489	48351754	NM_001127174	0.432	-	MRO
chr16	71893582	71917444	NM_001201553	0.432	-	ZNF821
chr16	71893582	71917444	NM_017530	0.432	-	ZNF821
chr4	70916131	70924565	NM_002159	0.431	+	HTN1
chr12	27849427	27850566	NM_001029874	0.429	+	REP15
chr11	93466393	93466466	NR_003033	0.429	-	SNORD5
chr14	89622515	89883454	NM_005197	0.428	-	FOXN3
chr14	20271928	20296531	NM_001004723	0.428	+	OR4N2
chr1	34326075	34330392	NM_145205	0.427	+	HMGB4
chr1	86889768	86922240	NM_006536	0.427	+	CLCA2
chr1	52516589	52518355	NR_126385	0.426	+	TXNDC12-AS1
chr8	64378406	64388040	NR_125825	0.425	+	LOC102724612
chr1	225117362	225155626	NM_144989	0.425	+	DNAH14
chr4	183059812	183065668	NR_027107	0.425	-	LOC90768
chr4	183059812	183065668	NR_125905	0.425	-	LOC90768
chr1	225117355	225586996	NM_001373	0.424	+	DNAH14
chr1	225117355	225211991	NM_001145154	0.424	+	DNAH14
chr20	46608836	46618861	NR_110027	0.423	-	LINC01522
chr17	46689707	46692301	NM_024016	0.416	-	HOXB8
chr1	63624753	63782901	NR_038252	0.415	-	LINC00466
chr9	41948513	41955177	NR_126046	0.413	-	GLIDR
chr9	41952398	41955177	NR_015363	0.413	-	GLIDR
chr9	41952705	41955177	NR_126044	0.413	-	GLIDR
chr9	41952705	41955177	NR_126045	0.413	-	GLIDR
chr1	203256827	203257924	NR_117098	0.411	+	LINC01353
chr1	152538174	152539229	NM_178435	0.410	-	LCE3E
chr6	132859426	132860475	NM_175057	0.410	+	TAAR9
chr11	62186506	62190678	NM_003357	0.409	+	SCGB1A1
chr5	87688011	87732491	NR_105020	0.409	+	TMEM161B-AS1
chr8	28362632	28362699	NR_036250	0.409	-	MIR4288
chr20	26167654	26189869	NR_040095	0.408	-	MIR663AHG
chrX	65384071	65487230	NM_014799	0.407	+	HEPH
chrX	65384071	65487230	NM_001130860	0.407	+	HEPH
chrX	65384071	65487230	NM_001282141	0.407	+	HEPH
chr1	28905254	28905334	NR_003077	0.405	-	SNORD99
chr7	107220421	107263762	NM_018844	0.405	+	BCAP29
chr7	107220421	107263762	NR_027830	0.405	+	BCAP29
chr14	77924372	77935815	NM_012111	0.405	+	AHSA1
chr11	124266305	124267247	NM_001005467	0.403	-	OR8B3
chr2	177494308	177502302	NR_040001	0.403	-	LINC01116
chr3	193853930	193856401	NM_005524	0.403	+	HES1
chr17	39032140	39041495	NM_019010	0.403	-	KRT20
chr2	223064605	223163715	NM_181461	0.400	-	PAX3
chr2	223064605	223163715	NM_181459	0.400	-	PAX3
chr2	223064605	223163715	NM_181460	0.400	-	PAX3
chr2	223064605	223163715	NM_181458	0.400	-	PAX3
chr2	223066431	223163715	NM_181457	0.400	-	PAX3
chr2	223064605	223163715	NM_001127366	0.400	-	PAX3
chr2	223158348	223163715	NM_000438	0.400	-	PAX3
chr2	223158348	223163715	NM_013942	0.400	-	PAX3
chr11	113185250	113237114	NM_017868	0.400	+	TTC12
chr11	92877336	92931141	NM_152313	0.399	-	SLC36A4
chr12	121160995	121161069	NR_039849	0.398	+	MIR4700
chr19	38924339	39078204	NM_001042723	0.398	+	RYR1
chr19	38924339	39078204	NM_000540	0.398	+	RYR1
chr1	20465822	20476879	NM_022819	0.397	+	PLA2G2F
chr11	93468275	93468402	NR_002973	0.396	-	SNORA40
chr14	50065414	50081390	NR_037793	0.394	+	LRR1
chr14	50065414	50081390	NR_037792	0.394	+	LRR1
chr14	50065414	50081390	NM_152329	0.394	+	LRR1
chr14	50065414	50081390	NM_203467	0.394	+	LRR1
chr12	57038810	57038885	NR_002737	0.391	-	SNORD59A
chr5	9511444	9518198	NR_109935	0.391	+	CTD-2201E9.1
chr6	25962916	25987557	NM_006355	0.391	+	TRIM38
chr10	60028861	60049019	NM_018464	0.391	+	CISD1
chr15	93447628	93447705	NR_036136	0.390	+	MIR3175
chr5	143550436	143856944	NM_020768	0.390	+	KCTD16
chr3	142443265	142526729	NM_003304	0.389	+	TRPC1
chr3	142443265	142526729	NM_001251845	0.389	+	TRPC1
chr4	88529680	88538025	NM_014208	0.389	+	DSPP
chr10	60937226	61007534	NM_001143774	0.389	+	PHYHIPL
chr14	89883697	89886137	NR_036500	0.388	+	FOXN3-AS1
chr3	100941389	101039419	NM_016247	0.386	-	IMPG2
chrX	23926122	23957624	NM_001169574	0.384	+	CXorf58
chrX	23926122	23957624	NM_152761	0.384	+	CXorf58
chr15	82555151	82577267	NM_001008226	0.382	+	FAM154B
chr1	12627938	12677737	NM_004753	0.382	-	DHRS3
chr2	133174146	133404169	NM_001508	0.381	+	GPR39
chr10	112257624	112271302	NM_004419	0.381	+	DUSP5
chr15	85923846	86292589	NM_006738	0.380	+	AKAP13
chr15	85923846	86292589	NM_007200	0.380	+	AKAP13
chr3	103242876	103242960	NR_039611	0.379	-	MIR548AB
chr10	63808969	63856707	NM_001244638	0.378	+	ARID5B
chr19	7069470	7087978	NM_024341	0.377	+	ZNF557
chr19	7069470	7087978	NM_001044388	0.377	+	ZNF557
chr19	7069470	7087978	NM_001044387	0.377	+	ZNF557
chr15	85923826	85923893	NR_106993	0.377	+	MIR7706
chr5	153726665	153726807	NR_031626	0.377	+	MIR1294
chr11	121322911	121504471	NM_003105	0.377	+	SORL1
chr12	54058943	54070109	NM_005176	0.376	-	ATP5G2
chr1	29474249	29508637	NM_005626	0.375	-	SRSF4
chr12	54385521	54385631	NR_029617	0.374	+	MIR196A2
chr15	48623620	48635570	NM_001025249	0.374	+	DUT
chr15	48623620	48635570	NM_001025248	0.374	+	DUT
chr22	39174512	39190161	NM_005740	0.372	-	DNAL4
chr11	65657874	65659106	NM_006848	0.372	+	CCDC85B
chr1	28907431	28907565	NR_003035	0.372	-	SNORA16A
chr8	21995532	21999448	NM_025232	0.371	-	REEP4
chr2	210885434	211036051	NM_152519	0.371	-	KANSL1L
chr5	41870131	41872338	NR_046635	0.370	+	OXCT1-AS1
chr5	40831429	40835387	NM_000997	0.369	-	RPL37
chr5	128301212	128369335	NM_001017372	0.368	+	SLC27A6
chr5	128301209	128369335	NM_014031	0.368	+	SLC27A6
chr2	55774427	55844860	NM_020463	0.368	-	SMEK2
chr2	55774427	55844860	NM_001122964	0.368	-	SMEK2
chr2	55774427	55844860	NM_001282850	0.368	-	SMEK2
chr5	143537722	143550278	NM_030799	0.366	-	YIPF5
chr5	143537722	143550278	NM_001024947	0.366	-	YIPF5
chr5	143537722	143550278	NM_001271732	0.366	-	YIPF5
chr14	81641795	81687296	NM_015859	0.364	-	GTF2A1
chr14	81641795	81687296	NM_001278940	0.364	-	GTF2A1
chr7	20686965	20796637	NM_178559	0.362	+	ABCB5
chr7	20686965	20707187	NM_001163993	0.362	+	ABCB5
chr7	20686965	20700017	NM_001163942	0.362	+	ABCB5
chr2	42104694	42121186	NR_033996	0.362	+	LOC388942
chr9	19230762	19374266	NM_017925	0.360	+	DENND4C
chr9	19230762	19374266	NR_073201	0.360	+	DENND4C
chr2	219283837	219314248	NM_007127	0.360	+	VIL1
chr9	21967750	21994490	NM_058195	0.359	-	CDKN2A
chr3	118930588	118959752	NM_003778	0.359	-	B4GALT4
chr3	118930588	118959752	NM_212543	0.359	-	B4GALT4
chr2	109223616	109303702	NM_001193482	0.358	+	LIMS1
chr4	13656802	13932852	NR_121681	0.358	+	LINC01182
chr13	40238170	40238272	NR_036190	0.357	-	MIR4305
chr4	169552767	169849608	NM_001166109	0.353	+	PALLD
chr13	22446934	22452299	NR_047040	0.352	-	LINC00424
chr10	123716602	123734743	NM_001167865	0.352	-	NSMCE4A
chr10	123716602	123734743	NM_017615	0.352	-	NSMCE4A
chr16	68298418	68335726	NM_001076785	0.351	+	SLC7A6
chr16	68298418	68335726	NM_003983	0.351	+	SLC7A6
chr14	70346113	70499083	NM_022137	0.350	+	SMOC1
chr14	70346113	70499083	NM_001034852	0.350	+	SMOC1
chr2	165536694	165698678	NM_001278458	0.348	-	COBLL1
chr2	165536694	165698678	NM_001278460	0.348	-	COBLL1
chr10	57358749	57360487	NM_001190478	0.346	+	MTRNR2L5
chr4	4861391	4865660	NM_002448	0.342	+	MSX1
chr22	24200039	24228299	NM_001024939	0.341	+	SLC2A11
chr19	33210678	33281714	NM_001110822	0.340	+	TDRD12
chr12	132568827	132610885	NR_003290	0.339	+	EP400NL
chr5	98105321	98108788	NR_033932	0.338	-	RGMB-AS1
chrX	49188080	49294588	NM_001098412	0.338	+	GAGE13
chr2	55461299	55461985	NR_039624	0.338	+	MIR4426
chr9	123940414	123964365	NM_016322	0.337	-	RAB14
chr1	161195728	161200536	NM_001286373	0.337	+	TOMM40L
chr1	161195728	161200536	NM_032174	0.337	+	TOMM40L
chr1	161195728	161200536	NM_001286374	0.337	+	TOMM40L
chr14	61111416	61116155	NM_005982	0.337	-	SIX1
chr12	14957583	14967116	NM_001013698	0.336	-	SMCO3
chr14	19377593	19378574	NM_001013354	0.336	+	OR11H12
chr2	87140934	87239861	NM_001078170	0.335	+	RGPD2
chrX	49188103	49313700	NM_012196	0.335	+	GAGE8
chrX	49188103	49195369	NM_001127200	0.335	+	GAGE2E
chr12	121163540	121177811	NM_001302554	0.334	+	ACADS
chr12	121163540	121177811	NM_000017	0.334	+	ACADS
chr7	27145808	27166639	NM_153631	0.334	-	HOXA3
chrX	154051622	154062937	NM_001162936	0.333	-	SMIM9
chr16	71893582	71918093	NM_001201556	0.333	-	ZNF821
chr16	71893582	71918093	NM_001201554	0.333	-	ZNF821
chr16	71893582	71918093	NM_001201552	0.333	-	ZNF821
chr20	19870209	19983103	NM_018993	0.332	+	RIN2
chr5	49692030	49737234	NM_198449	0.331	-	EMB
chr12	120941081	120966964	NM_032314	0.331	-	COQ5
chr9	114393631	114432526	NM_004125	0.331	+	DNAJC25-GNG10
chr9	114393631	114416631	NR_037148	0.331	+	DNAJC25
chr9	114393631	114416631	NM_001015882	0.331	+	DNAJC25
chr1	203256279	203257924	NR_117097	0.330	+	LINC01353
chr10	127585107	127698161	NM_145235	0.330	+	FANK1
chr4	16228285	16259810	NR_027697	0.328	+	TAPT1-AS1
chr4	16228285	16259810	NR_027696	0.328	+	TAPT1-AS1
chrX	100098312	100129334	NM_013955	0.327	-	NOX1
chrX	100098312	100129334	NM_007052	0.327	-	NOX1
chrX	100098312	100129334	NM_001271815	0.327	-	NOX1
chr15	65255361	65282284	NM_016630	0.327	-	SPG21
chr15	65255361	65282284	NM_001127890	0.327	-	SPG21
chr19	45116939	45140081	NM_001205280	0.326	+	IGSF23
chr14	81641795	81687575	NM_201595	0.325	-	GTF2A1
chr5	12667970	12668022	NR_039659	0.325	+	MIR4454
chr1	47004367	47035927	NR_038403	0.325	+	MKNK1-AS1
chr13	33160563	33352158	NM_015032	0.325	+	PDS5B
chr4	70454134	70505360	NM_001301233	0.325	-	UGT2A2
chr4	70454134	70505360	NM_001105677	0.325	-	UGT2A2
chr11	18477373	18501147	NM_144972	0.323	+	LDHAL6A
chr11	18477373	18501147	NM_001144071	0.323	+	LDHAL6A
chr1	26737268	26756219	NM_024674	0.321	+	LIN28A
chr16	55358470	55364672	NM_024335	0.321	+	IRX6
chr7	80371853	80548667	NM_006379	0.320	-	SEMA3C
chr9	21994789	22121093	NR_047543	0.319	+	CDKN2B-AS1
chr9	21994789	22077889	NR_047542	0.319	+	CDKN2B-AS1
chr9	21994789	22077889	NR_047541	0.319	+	CDKN2B-AS1
chr9	21994789	22077889	NR_047540	0.319	+	CDKN2B-AS1
chr9	21994789	22077889	NR_047539	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_047538	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_047537	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_003529	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_047532	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_047535	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_047534	0.319	+	CDKN2B-AS1
chr9	21994789	22077889	NR_047533	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_047536	0.319	+	CDKN2B-AS1
chr9	21994789	22121093	NR_120536	0.319	+	CDKN2B-AS1
chr12	93966301	93970521	NM_001270471	0.317	+	SOCS2
chr12	19358258	19529333	NM_001256787	0.317	+	PLEKHA5
chr5	177019212	177023099	NM_017510	0.316	+	TMED9
chr10	81914879	81965328	NM_145868	0.316	-	ANXA11
chr10	81914879	81965328	NM_145869	0.316	-	ANXA11
chr10	81914879	81965328	NM_001157	0.316	-	ANXA11
chr10	81914879	81965328	NM_001278409	0.316	-	ANXA11
chr17	79762007	79771889	NM_000160	0.316	+	GCGR
chr12	56137063	56146665	NM_005811	0.315	+	GDF11
chr1	109941652	109969108	NM_001199774	0.314	-	PSMA5
chr1	248343287	248344331	NM_001004688	0.314	+	OR2M2
chr21	33043312	33104431	NM_001145445	0.314	-	SCAF4
chr21	33043312	33104431	NM_001145444	0.314	-	SCAF4
chr21	33043312	33104431	NM_020706	0.314	-	SCAF4
chr17	67240575	67323323	NM_172232	0.312	-	ABCA5
chr9	68415307	68415388	NR_039688	0.312	-	MIR4477A
chr11	93465526	93465665	NR_002920	0.311	-	SNORA8
chr1	109941652	109969081	NM_001199773	0.311	-	PSMA5
chr2	183698004	183731498	NM_001463	0.311	-	FRZB
chr17	66531256	66597095	NM_017565	0.310	-	FAM20A
chr17	66531256	66597095	NM_001243746	0.310	-	FAM20A
chr1	109941652	109969070	NM_002790	0.309	-	PSMA5
chr1	109941652	109969070	NM_001199772	0.309	-	PSMA5
chr5	125695787	125829853	NM_001146319	0.309	+	GRAMD3
chr1	153042703	153044084	NM_001017418	0.306	-	SPRR2B
chr10	77039483	77161652	NR_120651	0.305	-	ZNF503
chr10	77157587	77161652	NM_032772	0.305	-	ZNF503
chr7	124869632	124904345	NR_110183	0.305	-	LOC101928254
chr7	124869632	124904345	NR_110182	0.305	-	LOC101928254
chr11	55702931	55703876	NM_006637	0.304	-	OR5I1
chr19	2785505	2813599	NM_003249	0.303	+	THOP1
chr19	8807746	8809180	NM_178525	0.303	-	ACTL9
chr10	81914879	81965433	NM_001278407	0.303	-	ANXA11
chr1	224585928	224586013	NR_039896	0.302	-	MIR4742
chr12	62654120	62803501	NM_006313	0.302	+	USP15
chr12	62654120	62803501	NM_001252078	0.302	+	USP15
chr12	62654120	62730474	NM_001252079	0.302	+	USP15
chr4	153410478	153410568	NR_036092	0.302	-	MIR3140
chr7	87257728	87461613	NM_138290	0.301	+	RUNDC3B
chr7	87257728	87461613	NM_001134405	0.301	+	RUNDC3B
chr7	87257728	87461613	NM_001134406	0.301	+	RUNDC3B
chr6	26043454	26043885	NM_021062	0.301	-	HIST1H2BB
chr13	31774111	31906411	NM_194318	0.300	+	B3GALTL
chr12	62654139	62654235	NR_106740	0.300	+	MIR6125
chr8	86802519	86803597	NR_003594	0.299	-	REXO1L2P
chr10	83988769	83992676	NR_120666	0.297	-	NRG3-AS1
chr4	99799606	99851786	NM_001968	0.297	-	EIF4E
chr4	99799606	99851786	NM_001130679	0.297	-	EIF4E
chr2	160549706	160568946	NR_110586	0.297	-	BAZ2B
chr10	75257295	75335433	NM_152586	0.297	-	USP54
chr11	18134018	18137679	NR_026576	0.296	-	SAA3P
chr7	18548899	18708466	NM_001204147	0.296	+	HDAC9
chr7	18548899	18708466	NM_001204148	0.296	+	HDAC9
chr15	93426525	93441977	NR_037602	0.295	+	LINC01578
chr17	48796925	48830072	NM_016424	0.295	+	LUC7L3
chr17	48796925	48830072	NM_006107	0.295	+	LUC7L3
chr15	49913225	49937333	NM_020234	0.295	+	DTWD1
chr15	49913225	49937333	NM_001144955	0.295	+	DTWD1
chr4	1813205	1857974	NM_012318	0.295	-	LETM1
chr11	6023280	6024378	NM_001005179	0.294	-	OR56A4
chr2	160568967	160625094	NM_001282806	0.294	+	MARCH7
chr2	160568967	160625094	NM_022826	0.294	+	MARCH7
chr2	160568967	160625094	NM_001282805	0.294	+	MARCH7
