# Argument List:
# Name = NA
# peak file = /data4/CistromeAP/galaxy_database/files/000/976/dataset_976271.dat
# distance = 30000 bp
#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr5	102201526	102366808	NM_001177306	1.660	+	PAM
chr5	102201526	102366808	NM_138822	1.660	+	PAM
chr5	102201526	102366808	NM_138821	1.660	+	PAM
chr5	102201526	102366808	NR_033440	1.660	+	PAM
chr5	102201526	102366808	NM_138766	1.660	+	PAM
chr12	11148560	11150474	NM_176889	1.657	-	TAS2R20
chr21	31933416	31933608	NM_181614	1.653	-	KRTAP19-7
chr4	108910869	108956331	NM_005327	1.647	+	HADH
chr4	108910869	108956331	NM_001184705	1.647	+	HADH
chr15	25582395	25650653	NM_130838	1.645	-	UBE3A
chr20	7352254	7352339	NR_107029	1.645	+	MIR8062
chr4	33897960	34041515	NR_125902	1.642	-	LOC101928622
chr12	16701305	16758313	NM_001243611	1.642	-	LMO3
chr2	178257470	178408564	NM_003659	1.641	+	AGPS
chr4	176554087	176708827	NM_001261448	1.639	-	GPM6A
chr2	158175124	158184225	NM_001009959	1.638	-	ERMN
chr15	80390757	80430735	NM_001242919	1.638	+	ZFAND6
chr8	36641841	36793643	NM_001031836	1.631	+	KCNU1
chr5	88179146	88328193	NR_109941	1.630	+	MEF2C-AS1
chr3	156544095	156763918	NM_001004316	1.627	+	LEKR1
chr3	156544147	156643045	NM_001193283	1.627	+	LEKR1
chr6	26246838	26247205	NM_003547	1.626	-	HIST1H4G
chr3	112051915	112081658	NM_005944	1.625	+	CD200
chr3	112051915	112081658	NM_001004196	1.625	+	CD200
chr7	104756820	104909524	NM_182691	1.625	-	SRPK2
chr8	128412643	128414395	NR_109834	1.624	+	CCAT2
chr2	219433302	219461158	NM_005444	1.620	+	RQCD1
chr2	219433302	219461158	NR_073390	1.620	+	RQCD1
chr2	219433302	219458578	NM_001271635	1.620	+	RQCD1
chr2	219433302	219461158	NM_001271634	1.620	+	RQCD1
chr2	219314973	219433084	NM_020935	1.616	-	USP37
chr1	100154610	100178513	NR_037516	1.616	+	MIR548AA1
chr4	71521257	71532348	NM_144646	1.612	-	IGJ
chr3	69024362	69063045	NM_173654	1.610	-	EOGT
chr3	69024362	69063045	NM_001278689	1.610	-	EOGT
chr3	69024362	69063045	NR_103826	1.610	-	EOGT
chr6	149825630	149867238	NM_139126	1.604	-	PPIL4
chr12	80603232	80772870	NM_173591	1.598	+	OTOGL
chr5	138614468	138614668	NR_002915	1.593	+	SNORA74A
chr19	197015	202209	NR_028324	1.593	-	LINC01002
chr12	54422193	54424607	NM_004503	1.589	+	HOXC6
chr12	10998447	11324224	NR_037918	1.589	-	PRH1-PRR4
chr12	11033559	11324222	NM_001291314	1.588	-	PRH1
chr12	11033559	11324222	NM_001291315	1.588	-	PRH1
chr12	86373036	87232681	NM_013244	1.588	-	MGAT4C
chr5	76924536	76934522	NM_032109	1.587	-	OTP
chr15	70340129	70390256	NM_001105192	1.582	-	TLE3
chr15	70340129	70390256	NM_005078	1.582	-	TLE3
chr15	70340129	70390256	NM_020908	1.582	-	TLE3
chr15	70340129	70390256	NM_001282980	1.582	-	TLE3
chr15	70340129	70390256	NM_001282979	1.582	-	TLE3
chr2	211482294	211484599	NR_002763	1.577	+	CPS1-IT1
chr5	63461670	63668696	NM_001113561	1.577	+	RNF180
chr5	63461670	63513339	NM_178532	1.577	+	RNF180
chr5	19473154	20575982	NM_001291956	1.575	-	CDH18
chr8	92967194	93075191	NM_004349	1.573	-	RUNX1T1
chr4	54243819	54326103	NM_030917	1.573	+	FIP1L1
chr4	54243819	54326103	NM_001134937	1.573	+	FIP1L1
chr4	54243819	54326103	NM_001134938	1.573	+	FIP1L1
chr4	156275367	156281613	NR_125937	1.572	+	LOC102724776
chr1	323891	328581	NR_028327	1.571	+	LOC100133331
chr1	323891	328581	NR_028325	1.571	+	LOC100132062
chr1	323891	328581	NR_028322	1.571	+	LOC100132287
chr13	47426274	47430434	NR_103752	1.571	+	HTR2A-AS1
chr13	47426274	47430434	NR_046612	1.571	+	HTR2A-AS1
chr12	27397077	27478890	NM_015000	1.569	+	STK38L
chr3	166958076	167098071	NM_001199202	1.566	-	ZBBX
chr3	166958076	167098085	NM_024687	1.565	-	ZBBX
chr3	166958076	167098085	NM_001199201	1.565	-	ZBBX
chr3	100941389	101039419	NM_016247	1.565	-	IMPG2
chr5	74907300	74967671	NM_001276713	1.557	+	ANKDD1B
chr9	10613205	10620420	NR_110696	1.551	+	PTPRD-AS2
chr11	22696318	22834547	NM_005256	1.548	+	GAS2
chr3	361365	451097	NM_001253388	1.547	+	CHL1
chr3	71591120	71591240	NR_031697	1.545	-	MIR1284
chr20	9495004	9511171	NM_012261	1.544	+	LAMP5
chr20	9495004	9511171	NM_001199897	1.544	+	LAMP5
chr13	78393071	78482563	NR_103853	1.542	+	EDNRB-AS1
chr20	9485826	9495645	NR_109957	1.539	-	LAMP5-AS1
chr9	18573303	18573377	NR_036107	1.536	+	MIR3152
chr14	27278553	27289909	NR_110557	1.536	+	LOC102724890
chr14	27278553	27289909	NR_110556	1.536	+	LOC102724890
chr1	79115476	79129763	NM_006417	1.528	+	IFI44
chr15	70340129	70389091	NM_001282981	1.524	-	TLE3
chr11	74699949	74718743	NM_006656	1.517	+	NEU3
chrX	110627483	110664835	NR_046489	1.517	-	RNU6-28P
chr6	105544698	105584221	NM_147147	1.517	-	BVES
chr10	81585657	81587358	NR_029407	1.512	+	LOC642361
chr12	11323779	11328619	NM_001271592	1.511	+	LOC100129361
chr15	70340129	70387124	NM_001282982	1.511	-	TLE3
chr6	125304509	125407484	NM_152553	1.510	+	RNF217
chr6	125304509	125407484	NR_104440	1.510	+	RNF217
chr15	56119116	56285944	NM_006154	1.510	-	NEDD4
chr3	164696685	164796283	NM_001041	1.507	-	SI
chr1	114355233	114443859	NR_125965	1.500	+	AP4B1-AS1
chr15	64457715	64648442	NM_022048	1.498	-	CSNK1G1
chr1	114304453	114355098	NM_018364	1.496	-	RSBN1
chr1	114304453	114355098	NR_130896	1.496	-	RSBN1
chr15	49030134	49103343	NM_014985	1.496	-	CEP152
chr15	49030134	49103343	NM_001194998	1.496	-	CEP152
chr21	15963712	16015428	NM_001256579	1.495	-	LOC388813
chr13	45694630	45858239	NM_004128	1.494	+	GTF2F2
chr8	110374705	110543500	NM_177531	1.492	+	PKHD1L1
chr3	97851541	97852483	NM_001005338	1.492	+	OR5H1
chr5	100152185	100152269	NR_031686	1.491	-	MIR548P
chr5	52083773	52098452	NM_015946	1.490	+	PELO
chr11	36616321	36680841	NM_001276724	1.486	+	C11orf74
chr3	167110583	167126307	NR_126353	1.484	+	LINC01327
chr14	57046510	57116232	NM_017799	1.480	+	TMEM260
chr3	62247493	62304622	NR_038283	1.480	-	PTPRG-AS1
chr3	62247493	62304622	NR_038282	1.480	-	PTPRG-AS1
chr3	62247493	62304622	NR_038281	1.480	-	PTPRG-AS1
chr5	52084135	52249485	NM_181501	1.479	+	ITGA1
chr3	62304647	62321888	NM_001291941	1.478	+	C3orf14
chr3	62304647	62309808	NM_001291943	1.478	+	C3orf14
chr3	62304647	62321888	NM_001291942	1.478	+	C3orf14
chr3	156527059	156529810	NR_003284	1.478	-	PA2G4P4
chr10	81557589	81586350	NR_120612	1.477	-	NUTM2B-AS1
chr9	20411145	20411236	NR_039684	1.475	-	MIR4473
chr2	8996700	9143876	NM_138799	1.472	-	MBOAT2
chr3	62304717	62321888	NM_020685	1.471	+	C3orf14
chr6	105544698	105584543	NM_007073	1.469	-	BVES
chr13	58739960	58783617	NR_120416	1.467	+	LOC101926897
chr12	12878850	12944399	NM_001130415	1.465	+	APOLD1
chr21	31581468	31584101	NR_038855	1.463	-	LINC00307
chr4	100044832	100065449	NM_000670	1.462	-	ADH4
chr4	176554087	176734265	NM_201591	1.462	-	GPM6A
chr18	55862621	56068772	NM_001144970	1.461	+	NEDD4L
chr4	74719012	74720198	NM_002620	1.461	+	PF4V1
chr5	116751207	116915439	NR_046089	1.456	+	LINC00992
chrX	131337051	131353508	NM_001271186	1.456	-	RAP2C
chrX	131337051	131353508	NR_073150	1.456	-	RAP2C
chrX	131337051	131353508	NM_001271187	1.456	-	RAP2C
chrX	32601772	32601869	NR_037478	1.456	-	MIR3915
chr2	231972949	231989824	NM_000867	1.454	-	HTR2B
chr5	92956401	92956494	NR_031754	1.453	-	MIR2277
chr14	55595934	55612148	NM_002306	1.449	+	LGALS3
chr14	55595934	55612148	NM_001177388	1.449	+	LGALS3
chr5	63871476	63908121	NR_073511	1.448	+	RGS7BP
chr5	63871476	63908121	NM_001271891	1.448	+	RGS7BP
chr5	63871476	63908121	NM_001271890	1.448	+	RGS7BP
chr18	37202086	37202139	NR_030628	1.448	-	MIR924
chr6	46965439	47010099	NM_153840	1.447	-	GPR110
chr6	46987621	47010099	NM_025048	1.447	-	GPR110
chr2	55461299	55461985	NR_039624	1.444	+	MIR4426
chr4	15937192	15940363	NM_005130	1.443	-	FGFBP1
chr12	20848288	20906320	NM_001145946	1.442	+	SLCO1C1
chr12	20848288	20906320	NM_001145945	1.442	+	SLCO1C1
chr1	23384350	23384427	NR_039614	1.441	-	MIR4419A
chr8	107738334	107764921	NM_001198534	1.440	+	OXR1
chr8	107738334	107764921	NM_001198535	1.440	+	OXR1
chr11	36616042	36680841	NM_001276722	1.439	+	C11orf74
chr11	36616042	36680841	NM_138787	1.439	+	C11orf74
chr11	36616042	36680841	NM_001276727	1.439	+	C11orf74
chr11	36616042	36680841	NM_001276726	1.439	+	C11orf74
chr11	36616042	36680841	NM_001276725	1.439	+	C11orf74
chr11	36616042	36680841	NM_001276723	1.439	+	C11orf74
chr11	36616042	36680841	NR_077243	1.439	+	C11orf74
chr11	4701400	4719076	NM_030774	1.437	-	OR51E2
chr5	80597401	80608965	NM_032280	1.436	+	ZCCHC9
chr5	80597401	80608965	NM_001131035	1.436	+	ZCCHC9
chr5	80597401	80608965	NM_001131036	1.436	+	ZCCHC9
chr8	59717976	60031767	NM_014729	1.436	-	TOX
chr5	80533383	80597388	NR_034121	1.436	-	CKMT2-AS1
chr5	80533383	80597388	NR_034123	1.436	-	CKMT2-AS1
chr5	80533383	80597388	NR_034122	1.436	-	CKMT2-AS1
chrX	131352534	131566839	NR_110410	1.435	+	RAP2C-AS1
chr12	20848398	20906320	NM_017435	1.434	+	SLCO1C1
chr12	20848398	20906320	NM_001145944	1.434	+	SLCO1C1
chrX	131337051	131352189	NM_021183	1.433	-	RAP2C
chr10	120116619	120118715	NR_108045	1.431	+	LINC00867
chr2	133402336	133429070	NM_001077427	1.423	-	LYPD1
chr3	156465131	156534851	NR_038387	1.419	-	LINC00886
chr8	87526655	87573726	NM_003909	1.418	+	CPNE3
chr1	174904083	174923398	NR_121196	1.416	-	LOC101928696
chr20	9198036	9461462	NM_182797	1.415	+	PLCB4
chr13	93353642	93372227	NR_049775	1.414	-	GPC5-AS1
chr7	133812104	133948933	NM_144648	1.413	+	LRGUK
chr8	86240457	86253943	NM_001164830	1.413	-	CA1
chr5	142657495	142815077	NM_001018074	1.411	-	NR3C1
chr5	142657495	142815077	NM_001018077	1.411	-	NR3C1
chr5	142657495	142815077	NM_001018075	1.411	-	NR3C1
chr13	93353641	93372208	NR_049776	1.411	-	GPC5-AS1
chr10	18689512	18830688	NM_201570	1.409	+	CACNB2
chr7	16501105	16505474	NM_015464	1.409	-	SOSTDC1
chr16	77822460	78014004	NM_020927	1.409	+	VAT1L
chr1	61714616	61719190	NR_104180	1.409	-	NFIA-AS1
chr4	70706929	70725870	NM_005420	1.409	-	SULT1E1
chr2	203776940	203851208	NM_024744	1.407	+	CARF
chr2	203776940	203851208	NM_001282912	1.407	+	CARF
chr2	203776940	203851208	NM_001104586	1.407	+	CARF
chr2	203776940	203851208	NM_001282911	1.407	+	CARF
chr2	203776940	203851208	NM_001282910	1.407	+	CARF
chr2	203745322	203776949	NM_018256	1.407	-	WDR12
chr3	188280024	188286454	NR_046623	1.407	-	LPP-AS1
chr17	4174725	4175189	NR_110982	1.407	-	LOC103021295
chr16	24741048	24837547	NM_014494	1.405	+	TNRC6A
chr1	115397423	115537990	NM_003176	1.404	+	SYCP1
chr1	115397423	115537990	NM_001282541	1.404	+	SYCP1
chr1	115397423	115537990	NM_001282542	1.404	+	SYCP1
chr1	115397423	115537990	NR_104211	1.404	+	SYCP1
chr15	52873517	52944247	NM_001286495	1.403	-	FAM214A
chr6	105544698	105585049	NM_001199563	1.399	-	BVES
chr2	78182032	78182152	NR_024342	1.398	-	SNAR-H
chr14	31091524	31205033	NM_001257376	1.397	+	SCFD1
chr4	113569029	113569097	NR_029860	1.396	-	MIR367
chr8	93577670	93667722	NR_125827	1.396	-	LOC102724710
chr14	31091459	31205033	NM_016106	1.395	+	SCFD1
chr14	31091459	31205033	NM_001283032	1.395	+	SCFD1
chr14	31091459	31205033	NM_182835	1.395	+	SCFD1
chr14	31091459	31205033	NM_001283031	1.395	+	SCFD1
chr14	31091459	31205033	NM_001283033	1.395	+	SCFD1
chr2	46795395	46807377	NR_104182	1.395	-	LOC100506142
chr5	138609440	138667366	NM_001194954	1.394	+	MATR3
chr5	138609440	138618873	NR_036536	1.394	+	SNHG4
chr5	138609440	138615317	NR_003141	1.394	+	SNHG4
chr5	138609440	138667366	NM_199189	1.394	+	MATR3
chr5	138609440	138667366	NM_001282278	1.394	+	MATR3
chr3	146151074	146213778	NM_001199979	1.393	-	PLSCR2
chr3	146151074	146213778	NM_020359	1.393	-	PLSCR2
chr4	119437494	119475359	NR_003135	1.393	+	CEP170P1
chr14	100705101	100745371	NM_003403	1.390	+	YY1
chr1	212475147	212535205	NM_001199756	1.390	+	PPP2R5A
chr14	21668237	21673662	NR_038970	1.390	-	LINC00641
chr4	68424445	68472616	NM_012108	1.388	+	STAP1
chr1	220046618	220292777	NR_002753	1.386	+	RNU5F-1
chr4	113569159	113569227	NR_029859	1.385	-	MIR302D
chrX	114345182	114468635	NM_020871	1.384	-	LRCH2
chrX	114345182	114468635	NM_001243963	1.384	-	LRCH2
chr5	13690436	13944589	NM_001369	1.383	-	DNAH5
chr1	169364107	169396712	NM_021179	1.383	-	CCDC181
chr1	169364107	169396712	NM_001300969	1.383	-	CCDC181
chr4	52859865	52883786	NM_001024611	1.382	-	LRRC66
chr1	111659953	111682838	NM_178454	1.382	-	DRAM2
chr1	111682832	111727724	NM_006090	1.381	+	CEPT1
chr7	120590816	120615711	NM_019071	1.381	+	ING3
chr7	120590816	120597034	NM_198267	1.381	+	ING3
chr15	90224761	90234015	NM_003847	1.378	-	PEX11A
chr15	90224761	90234015	NM_001271573	1.378	-	PEX11A
chr15	90224761	90234015	NM_001271572	1.378	-	PEX11A
chr3	2280512	3099645	NM_001206955	1.378	+	CNTN4
chr15	90234027	90286869	NM_020212	1.378	+	WDR93
chr15	90234027	90286869	NM_001284395	1.378	+	WDR93
chr15	90234027	90247708	NM_001284396	1.378	+	WDR93
chr10	19337699	20023407	NM_001142308	1.377	+	MALRD1
chr18	48321489	48351754	NM_001127174	1.377	-	MRO
chr15	49715374	49779523	NM_002009	1.377	+	FGF7
chr1	110881944	110889303	NM_022768	1.376	+	RBM15
chr1	110881944	110889303	NM_001201545	1.376	+	RBM15
chr4	56719815	56771244	NM_018261	1.375	+	EXOC1
chr4	56719815	56771244	NM_178237	1.375	+	EXOC1
chr4	56719815	56771244	NM_001024924	1.375	+	EXOC1
chr5	79703831	79775688	NM_014733	1.375	+	ZFYVE16
chr5	79703831	79775688	NM_001105251	1.375	+	ZFYVE16
chr5	79703831	79736195	NM_001284237	1.375	+	ZFYVE16
chr5	79703831	79775688	NM_001284236	1.375	+	ZFYVE16
chr10	124750321	124768203	NM_001271840	1.375	-	IKZF5
chrX	24328978	24331432	NM_001136233	1.375	-	SUPT20HL2
chr4	113569338	113569407	NR_029835	1.370	-	MIR302A
chr2	66666226	66667462	NR_046625	1.370	-	MEIS1-AS2
chr21	31586323	31588469	NM_199328	1.369	-	CLDN8
chr1	76477008	76485041	NR_125939	1.368	+	LOC101927342
chr7	27193337	27196296	NM_006896	1.368	-	HOXA7
chr10	124750321	124768366	NR_073477	1.368	-	IKZF5
chr10	124750321	124768366	NR_073476	1.368	-	IKZF5
chr10	124750321	124768366	NR_073475	1.368	-	IKZF5
chr10	124750321	124768366	NR_073479	1.368	-	IKZF5
chr10	124750321	124768366	NR_073478	1.368	-	IKZF5
chr3	85775631	86123579	NM_153184	1.367	+	CADM2
chr4	122052563	122148621	NM_001244764	1.367	-	TNIP3
chr13	72012097	72441330	NM_004392	1.365	-	DACH1
chr13	72012097	72441330	NM_080759	1.365	-	DACH1
chr13	72012097	72441330	NM_080760	1.365	-	DACH1
chr13	33160563	33352158	NM_015032	1.365	+	PDS5B
chr10	124768428	124817806	NM_001609	1.365	+	ACADSB
chr12	54426831	54429144	NM_018953	1.362	+	HOXC5
chr2	237994083	238007489	NM_006710	1.360	+	COPS8
chr2	237994083	238007489	NM_198189	1.360	+	COPS8
chr16	58593699	58593835	NR_002980	1.359	-	SNORA76A
chrX	7137471	7272682	NM_000351	1.357	+	STS
chr1	104615644	104619693	NR_033990	1.357	+	LOC100129138
chr4	113569518	113569586	NR_029858	1.356	-	MIR302C
chr10	63952844	64028622	NM_145307	1.355	-	RTKN2
chr10	63997908	64028622	NM_001282941	1.355	-	RTKN2
chr15	78857861	78887611	NM_000745	1.355	+	CHRNA5
chr7	80087986	80141242	NM_001102386	1.354	-	GNAT3
chrX	114827818	114885179	NM_001172335	1.353	+	PLS3
chrX	114827818	114885179	NM_001282338	1.353	+	PLS3
chrX	114827818	114885179	NM_001136025	1.353	+	PLS3
chr2	133402336	133428481	NM_144586	1.353	-	LYPD1
chr5	44809026	44815618	NM_016640	1.351	+	MRPS30
chr3	6902801	7783218	NM_000844	1.348	+	GRM7
chr3	6902801	7783218	NM_181874	1.348	+	GRM7
chr17	30677156	30697468	NM_003457	1.348	+	ZNF207
chr17	30677156	30697468	NM_001032293	1.348	+	ZNF207
chr17	30677156	30697468	NM_001098507	1.348	+	ZNF207
chr4	166198943	166201175	NR_026575	1.348	-	GK3P
chr12	55688071	55689016	NM_001005493	1.347	-	OR6C6
chr6	64281916	64293493	NM_003463	1.347	+	PTP4A1
chr1	98262476	98263607	NR_046591	1.347	+	DPYD-AS2
chr4	113569640	113569713	NR_029857	1.346	-	MIR302B
chr3	95373266	95402037	NR_077228	1.346	-	MTHFD2P1
chr5	86410695	86410771	NR_036243	1.345	-	MIR4280
chr17	30677127	30677221	NR_030362	1.344	+	MIR632
chr3	140396865	140419992	NM_152616	1.344	+	TRIM42
chr2	133014538	133014653	NR_031608	1.343	-	MIR663B
chr13	62786414	62824084	NR_125787	1.343	+	LINC01075
chr2	132905163	133015542	NR_027020	1.343	-	ANKRD30BL
chr11	92877336	92930621	NM_001286139	1.342	-	SLC36A4
chr5	44744429	44808895	NR_109862	1.342	-	LOC100506674
chr5	44744429	44808895	NR_109865	1.342	-	LOC100506674
chr5	44744429	44808895	NR_109864	1.342	-	LOC100506674
chr5	44744429	44808895	NR_109863	1.342	-	LOC100506674
chr11	89057521	89223909	NM_001291929	1.342	-	NOX4
chr6	26250369	26250835	NM_021018	1.341	-	HIST1H3F
chrX	110924884	110933623	NM_001257239	1.341	+	ALG13
chr7	26572739	26578444	NR_022006	1.339	-	KIAA0087
chr4	95174444	95212443	NM_001254949	1.339	+	SMARCAD1
chr3	148890289	148939832	NM_000096	1.338	-	CP
chr3	148880196	148939832	NR_046371	1.338	-	CP
