Gene	Sample	RPKM
MYO3B	ESC	0.0834597
MYO3B	ESC	0.0834597
DCAF17	ESC	13.471
DCAF17	ESC	13.471
DCAF17	ESC	13.471
COL3A1	ESC	0.173477
C2orf88	ESC	0.87232
C2orf88	ESC	0.87232
PCGEM1	ESC	0.0113034
MARS2	ESC	14.4025
SNORD70	ESC	36.376
CD28	ESC	0.00361715
CD28	ESC	0.00361715
CD28	ESC	0.00361715
CPO	ESC	0.040857
MAP2	ESC	5.42303
MAP2	ESC	5.42303
MAP2	ESC	5.42303
CPS1-IT1	ESC	0
TMEM169	ESC	1.25232
TMEM169	ESC	1.25232
TMEM169	ESC	1.25232
TMEM169	ESC	1.25232
MIR4429	ESC	0
CDKL4	ESC	0.00986139
FSHR	ESC	0.00628237
FSHR	ESC	0.00628237
CCDC88A	ESC	31.46
CCDC88A	ESC	31.46
CCDC88A	ESC	31.46
SNORA70B	ESC	3.1744
MOGS	ESC	14.938
MOGS	ESC	14.938
LRRTM4	ESC	4.61358
LRRTM4	ESC	4.61358
LRRTM4	ESC	4.61358
LRRTM4	ESC	4.61358
MALL	ESC	0.0342217
MIR4782	ESC	0
CXCR4	ESC	1.14801
MIR4773-2	ESC	0
CYTIP	ESC	0.091588
SCN3A	ESC	0.0161224
SCN3A	ESC	0.0161224
SCN3A	ESC	0.0161224
SCN7A	ESC	0.126824
SCN7A	ESC	0.126824
SPC25	ESC	25.9181
ZNF385B	ESC	2.0597
MSTN	ESC	0
GTF3C3	ESC	20.6206
GTF3C3	ESC	20.6206
C2orf66	ESC	0.0742977
DYTN	ESC	0.00873327
IDH1	ESC	299.929
IDH1	ESC	299.929
IDH1	ESC	299.929
MIR548F2	ESC	0
PECR	ESC	6.84236
KCNJ13	ESC	0.107364
KCNJ13	ESC	0.107364
KCNJ13	ESC	0.107364
DEFB132	ESC	0
SNPH	ESC	0.777433
TTLL9	ESC	0.0405614
DNMT3B	ESC	336.42
DNMT3B	ESC	336.42
DNMT3B	ESC	336.42
DNMT3B	ESC	336.42
DNMT3B	ESC	336.42
SLC9A8	ESC	2.45555
SLC9A8	ESC	2.45555
SLC9A8	ESC	2.45555
SLC9A8	ESC	2.45555
SLC9A8	ESC	2.45555
SLC9A8	ESC	2.45555
FAM217B	ESC	10.9405
FAM217B	ESC	10.9405
BFSP1	ESC	1.90016
RBBP9	ESC	11.3691
NAPB	ESC	8.77066
NAPB	ESC	8.77066
NAPB	ESC	8.77066
NAPB	ESC	8.77066
NAPB	ESC	8.77066
DUSP15	ESC	1.94944
WFDC8	ESC	0.191163
WFDC8	ESC	0.191163
PREX1	ESC	3.24578
CTCFL	ESC	0.519271
CTCFL	ESC	0.519271
PPP1R3D	ESC	1.55641
MIR125B2	ESC	0
TTC3	ESC	12.7394
RRP1B	ESC	39.2486
KRTAP10-7	ESC	0
SAMSN1	ESC	0.276392
SAMSN1	ESC	0.276392
LINC00320	ESC	0
LINC00320	ESC	0
LINC00320	ESC	0
LINC00320	ESC	0
TIAM1	ESC	4.65518
PSMG1	ESC	64.4931
PSMG1	ESC	64.4931
PSMG1	ESC	64.4931
PSMG1	ESC	64.4931
PLAC4	ESC	0.0299874
KRTAP10-2	ESC	0
KRTAP10-2	ESC	0
CECR2	ESC	21.3904
HIC2	ESC	4.86192
CABIN1	ESC	9.46502
CABIN1	ESC	9.46502
CABIN1	ESC	9.46502
KIAA1671	ESC	5.90619
TCN2	ESC	23.3733
TCN2	ESC	23.3733
MCHR1	ESC	1.3984
MIR3198-1	ESC	0
ZNF280B	ESC	5.04378
ZNF280B	ESC	5.04378
ZNF280B	ESC	5.04378
GSTTP2	ESC	0.02584
C22orf31	ESC	0
SDC4P	ESC	0
PATZ1	ESC	25.7253
PATZ1	ESC	25.7253
PATZ1	ESC	25.7253
PATZ1	ESC	25.7253
PLA2G6	ESC	1.10694
PLA2G6	ESC	1.10694
PLA2G6	ESC	1.10694
CHL1	ESC	0.0343361
SETD5	ESC	61.5088
SETD5	ESC	61.5088
MKRN2	ESC	10.131
MKRN2	ESC	10.131
HDAC11	ESC	1.377
HDAC11	ESC	1.377
MIR563	ESC	0
LOC339862	ESC	0.233277
MIR548AC	ESC	0
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
RARB	ESC	0.197012
LRRC3B	ESC	1.79564
RBMS3	ESC	0.231514
RBMS3	ESC	0.231514
RBMS3	ESC	0.231514
RBMS3	ESC	0.231514
RBMS3	ESC	0.231514
TRAK1	ESC	14.4209
FBXW12	ESC	0.606048
FBXW12	ESC	0.606048
FBXW12	ESC	0.606048
KCTD6	ESC	16.3868
SYNPR	ESC	0.742405
ATXN7	ESC	5.97627
MITF	ESC	0.561733
MITF	ESC	0.561733
GXYLT2	ESC	2.11582
ROBO2	ESC	1.32894
CADM2	ESC	2.16315
CADM2	ESC	2.16315
CADM2	ESC	2.16315
CADM2	ESC	2.16315
HTR1F	ESC	0.228067
OR5H15	ESC	0
MIR567	ESC	0
IGSF11-AS1	ESC	0
NR1I2	ESC	0.737177
PARP15	ESC	0.133376
PARP15	ESC	0.133376
PPP2R3A	ESC	7.77912
PCCB	ESC	46.0194
PCCB	ESC	46.0194
ZBTB38	ESC	2.38226
PLS1	ESC	21.9962
MIR548H2	ESC	0
C3orf79	ESC	0
OTOL1	ESC	0.016115
MIR551B	ESC	0
FNDC3B	ESC	10.921
TP63	ESC	0.0220128
TP63	ESC	0.0220128
TP63	ESC	0.0220128
PIGX	ESC	6.22313
PIGX	ESC	6.22313
PAK2	ESC	21.6222
ANKRD28	ESC	23.5761
PLXNB1	ESC	13.4996
PLXNB1	ESC	13.4996
CPOX	ESC	17.2719
MIR4796	ESC	0
ILDR1	ESC	0.623338
ILDR1	ESC	0.623338
ILDR1	ESC	0.623338
ITGB5	ESC	54.204
UROC1	ESC	0.0102345
UROC1	ESC	0.0102345
PLSCR2	ESC	0.019605
ANKUB1	ESC	0
GPR87	ESC	0.415192
P2RY12	ESC	0.0435597
PLCH1	ESC	9.23861
ZMAT3	ESC	7.93369
ZMAT3	ESC	7.93369
FLJ46066	ESC	0
ACAP2	ESC	15.6625
CEP19	ESC	1.75816
RGS12	ESC	1.88181
RGS12	ESC	1.88181
MSX1	ESC	0.231873
MIR572	ESC	0
SLIT2-IT1	ESC	0.0394612
ZCCHC4	ESC	5.84649
LPHN3	ESC	2.71666
LOC550113	ESC	0.0172604
STATH	ESC	0
STATH	ESC	0
PROL1	ESC	0
PROL1	ESC	0
PROL1	ESC	0
MUC7	ESC	0
MUC7	ESC	0
RUFY3	ESC	15.3849
ART3	ESC	0.368671
ART3	ESC	0.368671
SHROOM3	ESC	8.26363
DMP1	ESC	0.219398
DMP1	ESC	0.219398
IBSP	ESC	0.039877
SPP1	ESC	29.4969
SPP1	ESC	29.4969
SPP1	ESC	29.4969
SPP1	ESC	29.4969
SPP1	ESC	29.4969
BMPR1B	ESC	0.369243
BMPR1B	ESC	0.369243
BMPR1B	ESC	0.369243
MIR577	ESC	0
SYNPO2	ESC	0.829779
SYNPO2	ESC	0.829779
SYNPO2	ESC	0.829779
SYNPO2	ESC	0.829779
SYNPO2	ESC	0.829779
MIR2054	ESC	0
ZNF330	ESC	26.7302
ZNF330	ESC	26.7302
TMEM184C	ESC	19.6796
MIR4276	ESC	0
ZFP42	ESC	117.556
ZFP42	ESC	117.556
SLBP	ESC	42.2033
PROM1	ESC	47.5286
PROM1	ESC	47.5286
PROM1	ESC	47.5286
PROM1	ESC	47.5286
PROM1	ESC	47.5286
LOC100505912	ESC	0.499963
CCKAR	ESC	0
CLOCK	ESC	6.41933
CLOCK	ESC	6.41933
TECRL	ESC	0
GNRHR	ESC	0.181459
GNRHR	ESC	0.181459
