# Argument List:
# Name = Beta_minus-D4CF_unique-2
# peak file = /Informatics/D4CF_unique.bed
# distance = 5000 bp
#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr3	79557036	79557119	NR_037488	0.453	+	MIR3923
chr6	146920135	147136597	NM_024694	0.453	+	ADGB
chr15	90171200	90198682	NM_198525	0.453	-	KIF7
chr5	116751207	116915439	NR_046089	0.452	+	LINC00992
chr4	176554087	176734265	NM_201591	0.450	-	GPM6A
chr6	124604150	125146786	NM_001300740	0.443	+	NKAIN2
chr1	145438437	145442628	NM_006472	0.442	+	TXNIP
chr1	81001439	81112473	NR_125940	0.440	+	LOC101927412
chr1	81001439	81112473	NR_125941	0.440	+	LOC101927412
chr1	86823314	86823370	NR_107010	0.440	-	MIR7856
chr1	113004391	113004455	NR_036210	0.438	-	MIR4256
chr14	94953619	94984181	NM_173850	0.435	-	SERPINA12
chr2	105050804	105129215	NR_015399	0.435	+	LINC01102
chr5	74323288	74326724	NM_016591	0.434	-	GCNT4
chr8	27632057	27662424	NM_001017420	0.432	+	ESCO2
chr8	70337105	70360479	NR_110433	0.432	-	LOC100505739
chr6	146915651	146920067	NR_125860	0.429	-	LOC101928661
chr20	44180400	44207965	NM_130896	0.428	-	WFDC8
chr20	44179790	44207965	NM_181510	0.428	-	WFDC8
chr7	80000832	80003755	NR_110075	0.428	-	LOC101927269
chr4	26483017	26492042	NM_000730	0.427	-	CCKAR
chr3	88031725	88042919	NM_000866	0.426	+	HTR1F
chr4	100227543	100242599	NM_000668	0.426	-	ADH1B
chr4	100227543	100242599	NM_001286650	0.426	-	ADH1B
chr11	126211611	126225482	NR_033839	0.424	-	ST3GAL4-AS1
chr21	38455246	38575408	NM_003316	0.418	+	TTC3
chr12	55820037	55820976	NM_001005183	0.417	+	OR6C76
chr12	20724797	20837041	NM_001244683	0.417	+	PDE3A
chr11	62457733	62473787	NM_032667	0.415	-	BSCL2
chr11	62457733	62473787	NM_001130702	0.415	-	BSCL2
chr3	153202283	153220486	NM_001101337	0.415	+	C3orf79
chr12	11285883	11286843	NM_001097643	0.411	-	TAS2R30
chr2	169727400	169746944	NM_020675	0.410	-	SPC25
chr11	126525980	126551999	NR_120533	0.407	+	LOC101929427
chr4	4861391	4865660	NM_002448	0.406	+	MSX1
chr15	56119116	56209329	NM_001284338	0.406	-	NEDD4
chr15	56119116	56209329	NM_001284340	0.406	-	NEDD4
chr15	56119116	56209329	NM_001284339	0.406	-	NEDD4
chr15	56119116	56209329	NM_198400	0.406	-	NEDD4
chr15	56119116	56209329	NR_104302	0.406	-	NEDD4
chr12	18414473	18801352	NM_004570	0.405	+	PIK3C2G
chr12	18414473	18801352	NM_001288772	0.405	+	PIK3C2G
chr12	18414473	18801352	NM_001288774	0.405	+	PIK3C2G
chr11	126225539	126284536	NM_001254757	0.405	+	ST3GAL4
chr8	134249413	134309547	NM_006096	0.403	-	NDRG1
chr8	134249413	134309547	NM_001258433	0.403	-	NDRG1
chr8	134249413	134309547	NM_001135242	0.403	-	NDRG1
chr8	134249413	134309547	NM_001258432	0.403	-	NDRG1
chr1	196743929	196763203	NM_021023	0.401	+	CFHR3
chr1	196743929	196763203	NM_001166624	0.401	+	CFHR3
chr2	52929659	52929753	NR_039630	0.399	-	MIR4431
chr2	33107867	33151589	NR_027100	0.398	+	LINC00486
chr10	72976980	72977985	NR_038453	0.394	-	UNC5B-AS1
chr4	79741905	79741975	NR_039973	0.394	+	MIR5096
chr15	25230006	25233379	NR_022008	0.390	+	PWAR5
chr12	55794312	55795251	NM_001005518	0.388	+	OR6C65
chr12	92817734	92824730	NM_001025233	0.385	+	CLLU1
chr12	81156932	81164494	NR_120468	0.380	+	LINC01490
chr12	81156932	81164494	NR_120469	0.380	+	LINC01490
chr12	81156932	81164494	NR_120470	0.380	+	LINC01490
chr16	28763755	28784144	NM_001287250	0.380	+	NPIPB9
chr16	28763755	28784144	NM_001287251	0.380	+	NPIPB9
chr5	174151574	174157902	NM_002449	0.379	+	MSX2
chr12	49976657	49999410	NR_027450	0.379	-	FAM186B
chrX	53078505	53109796	NM_018969	0.376	+	GPR173
chr6	90276556	90343553	NM_001242814	0.375	+	ANKRD6
chr3	48413708	48436190	NM_207102	0.373	+	FBXW12
chr3	48413708	48436190	NM_001159929	0.373	+	FBXW12
chr3	48413708	48436190	NM_001159927	0.373	+	FBXW12
chr2	167260082	167343481	NR_045628	0.373	-	SCN7A
chr2	167260082	167343481	NM_002976	0.373	-	SCN7A
chr7	129984629	130008571	NM_001127442	0.373	+	CPA5
chr7	129984629	130008571	NM_080385	0.373	+	CPA5
chr7	129984629	130008569	NM_001127441	0.373	+	CPA5
chr2	17997785	17998367	NM_001105569	0.373	+	MSGN1
chr5	89312437	89312537	NR_037433	0.373	-	MIR3660
chr12	49981287	49999433	NM_032130	0.372	-	FAM186B
chr8	12940871	12990809	NM_006094	0.372	-	DLC1
chr12	106097980	106137841	NR_110108	0.369	+	CASC18
chr12	106097980	106137841	NR_110109	0.369	+	CASC18
chr3	155197670	155421997	NM_014996	0.369	-	PLCH1
chr11	56019675	56020698	NM_001004747	0.368	+	OR5T3
chr2	33107765	33162270	NR_027099	0.367	+	LINC00486
chr1	145289769	145370303	NR_104217	0.367	+	NBPF25P
chr14	98098983	98152995	NR_033943	0.363	-	LOC100129345
chr11	22467217	22513565	NR_120583	0.362	-	LINC01495
chrX	110754889	110765627	NR_033974	0.360	+	LINC00890
chr11	20044101	20143147	NM_001111019	0.358	+	NAV2
chr4	39413529	39413594	NR_049857	0.357	+	MIR5591
chr13	100342351	100343225	NR_046526	0.357	-	CLYBL-AS2
chr7	20866916	20867439	NR_026673	0.356	+	RPL23P8
chr1	109852187	109940563	NM_002959	0.352	-	SORT1
chr12	80838125	81073968	NM_001145026	0.350	+	PTPRQ
chr17	18012019	18083116	NM_016239	0.349	+	MYO15A
chr3	188956474	188958383	NR_046722	0.349	-	TPRG1-AS2
chr7	123430660	123430765	NR_125730	0.348	-	RNU6-2
chr13	78393071	78482563	NR_103853	0.342	+	EDNRB-AS1
chrX	62646438	62780873	NR_015353	0.341	-	LINC01278
chr6	32132381	32136062	NR_037860	0.338	+	EGFL8
chr6	32132381	32136062	NM_030652	0.338	+	EGFL8
chr12	23685230	23737546	NM_178010	0.338	-	SOX5
chr7	12370508	12443852	NM_001135924	0.335	-	VWDE
chr6	130465446	130537030	NM_001277185	0.335	-	SAMD3
chr2	216318429	216328591	NR_110607	0.333	+	LOC102724849
chr5	129083883	129100756	NM_001257308	0.333	+	KIAA1024L
chr4	189376731	189523062	NR_033869	0.332	+	LINC01060
chr2	11682850	11732272	NM_033090	0.332	+	GREB1
chr11	126225788	126284536	NM_006278	0.332	+	ST3GAL4
chr17	67240575	67311774	NM_018672	0.330	-	ABCA5
chr14	90042559	90043820	NR_024620	0.326	+	FOXN3-AS2
chrX	113949649	113949761	NR_031578	0.325	+	MIR1298
chr21	22114907	22175426	NR_109787	0.324	-	LINC00320
chr21	22114907	22175426	NR_024090	0.324	-	LINC00320
chr21	22114907	22175426	NR_109786	0.324	-	LINC00320
chr21	22114907	22175426	NR_109788	0.324	-	LINC00320
chr1	171106878	171130702	NR_002601	0.324	+	FMO6P
chr8	110099652	110131812	NM_003301	0.324	+	TRHR
chr11	27676441	27721214	NM_170734	0.323	-	BDNF
chr7	20821893	20826508	NM_182700	0.322	-	SP8
chr7	20821893	20826508	NM_198956	0.322	-	SP8
chr7	39017608	39504390	NM_007252	0.321	+	POU6F2
chr7	39017608	39504390	NM_001166018	0.321	+	POU6F2
chr17	289770	295731	NM_182705	0.321	-	FAM101B
chr6	22287472	22303082	NM_001163558	0.319	-	PRL
chr11	5757677	5758768	NM_001005180	0.318	+	OR56B1
chr22	29454659	29457907	NM_015370	0.316	-	C22orf31
chr4	79892901	80229953	NR_038342	0.315	+	LINC01088
chr6	16141786	16141855	NR_039782	0.313	+	MIR4639
chr1	167064086	167098402	NM_001080426	0.312	+	DUSP27
chr4	77356252	77704405	NM_020859	0.312	+	SHROOM3
chr15	91509598	91531854	NR_051984	0.308	+	PRC1-AS1
chr3	69812706	70017488	NM_001184967	0.307	+	MITF
chr1	108113781	108231126	NM_001079874	0.305	-	VAV3
chr1	147574322	147624469	NR_046188	0.303	-	NBPF11
chr1	147574322	147624469	NM_183372	0.303	-	NBPF11
chr1	147574322	147624469	NR_110864	0.303	-	NBPF11
chr13	84714736	85180903	NR_046871	0.300	+	LINC00333
chr9	138555167	138557755	NM_001001676	0.298	+	LCN9
chr10	115939028	115992063	NM_198795	0.297	+	TDRD1
chr19	57742427	57746916	NM_001015878	0.297	+	AURKC
chr18	28898051	28939209	NM_001942	0.295	+	DSG1
chr12	54849735	54867386	NM_144594	0.293	-	GTSF1
chr10	28966423	28971868	NM_012342	0.291	+	BAMBI
chr13	76445173	76457948	NM_001257995	0.290	+	LMO7DN
chr13	37677396	37679801	NM_145203	0.289	-	CSNK1A1L
chr22	21771692	21805750	NM_015094	0.289	+	HIC2
chr1	26737268	26756219	NM_024674	0.288	+	LIN28A
chr10	107433367	107580091	NR_120625	0.285	-	LOC101927549
chr19	57742376	57746916	NM_003160	0.285	+	AURKC
chr19	57742376	57746916	NM_001015879	0.285	+	AURKC
chr1	101789392	101842869	NR_126402	0.284	+	LINC01307
chr5	57403458	57418168	NR_104669	0.282	-	LOC101928569
chr1	111770280	111786062	NM_001025197	0.282	+	CHI3L2
chr1	111770280	111786062	NM_004000	0.282	+	CHI3L2
chr6	149539059	149732749	NM_001292035	0.281	+	TAB2
chr6	149539059	149551295	NR_125861	0.281	+	TAB2
chr7	81205701	81320722	NR_126025	0.281	-	LOC100128317
chr15	67430358	67487533	NM_001145103	0.279	+	SMAD3
chr8	91605002	91618291	NR_104062	0.279	-	LINC01030
chr1	158576228	158577170	NM_001004478	0.278	+	OR10Z1
chr1	158548708	158549689	NM_001004477	0.277	-	OR10X1
chr1	87819209	87837338	NR_038324	0.275	-	LINC01364
chr14	21024251	21029090	NM_001110360	0.275	-	RNASE9
chr14	21024251	21029090	NM_001110361	0.275	-	RNASE9
chr14	21024251	21029090	NM_001001673	0.275	-	RNASE9
chr14	21024251	21029090	NM_001110359	0.275	-	RNASE9
chr14	21024251	21029090	NM_001110356	0.275	-	RNASE9
chr14	21024251	21029090	NM_001110358	0.275	-	RNASE9
chr14	21024251	21029090	NM_001110357	0.275	-	RNASE9
chr14	21024251	21029090	NM_001289110	0.275	-	RNASE9
chr16	28943259	28950668	NM_001770	0.275	+	CD19
chr16	28943259	28950668	NM_001178098	0.275	+	CD19
chr17	58308876	58309006	NR_002999	0.274	-	SCARNA20
chr3	58484091	58488087	NM_153331	0.273	+	KCTD6
chr7	37037400	37053235	NR_104120	0.273	+	ELMO1-AS1
chr4	70861647	70868173	NM_003154	0.272	+	STATH
chr4	70861647	70868173	NM_001009181	0.272	+	STATH
chr3	72937384	73024522	NM_001080393	0.271	+	GXYLT2
chr16	19535178	19564728	NM_001199022	0.270	+	CCP110
chr16	19535178	19564728	NM_014711	0.270	+	CCP110
chr22	22838770	22863505	NM_080764	0.267	-	ZNF280B
chr22	22838770	22863505	NR_130642	0.267	-	ZNF280B
chr22	22838770	22863505	NR_130643	0.267	-	ZNF280B
chr1	64014650	64016307	NR_002771	0.263	+	DLEU2L
chr2	36923832	37041937	NM_001177970	0.262	+	VIT
chr2	36923832	37041937	NM_001177969	0.262	+	VIT
chr2	36923832	37041937	NM_053276	0.262	+	VIT
chr2	36923832	36986818	NM_001177972	0.262	+	VIT
chr2	36923832	37041937	NM_001177971	0.262	+	VIT
chr2	197669138	197675000	NM_213608	0.262	-	C2orf66
chr11	5641173	5665625	NM_001003827	0.262	+	TRIM34
chr12	66151799	66220754	NR_026825	0.262	-	RPSAP52
chr5	150655925	150683334	NM_181774	0.262	-	SLC36A3
chr5	150655925	150683334	NM_001145017	0.262	-	SLC36A3
chr4	88720701	88733601	NM_004967	0.259	+	IBSP
chr1	171217609	171255117	NM_002021	0.256	+	FMO1
chr1	171217609	171255117	NM_001282694	0.256	+	FMO1
chr1	171217609	171255117	NM_001282693	0.256	+	FMO1
chr13	41301963	41302011	NR_031723	0.255	-	MIR320D1
chr9	22446839	22452472	NM_022160	0.254	+	DMRTA1
chr1	111772332	111786062	NM_001025199	0.253	+	CHI3L2
chr12	5347213	5352317	NR_120477	0.252	-	LOC101929584
chr12	5343161	5352317	NR_120476	0.252	-	LOC101929584
chr3	29968301	29975647	NR_046556	0.252	-	RBMS3-AS1
chr1	31408535	31408623	NR_004054	0.252	-	SNORD103A
chr1	31408535	31408623	NR_033295	0.252	-	SNORD103B
chr7	18166842	18166932	NR_031635	0.251	-	MIR1302-6
chr1	236681513	236716279	NM_201545	0.251	+	LGALS8
chr8	95139393	95229531	NM_001144663	0.251	-	CDH17
chr3	69812961	70017488	NM_006722	0.250	+	MITF
chr11	128396036	128400278	NR_120581	0.250	+	LOC101929517
chr3	175132985	175153256	NR_106753	0.246	+	MIR548AY
chr1	151375199	151414681	NM_207171	0.245	-	POGZ
chr3	124093178	124093284	NR_106731	0.244	+	MIR6083
chr3	132965291	132975965	NR_110812	0.244	-	TMEM108-AS1
chr16	52119192	52132979	NR_104655	0.244	+	LOC102467079
chr3	189507448	189599284	NM_001114982	0.243	+	TP63
chr3	189507448	189615068	NM_001114981	0.243	+	TP63
chr3	189507448	189615068	NM_001114980	0.243	+	TP63
chr3	142342265	142432505	NM_002670	0.243	+	PLS1
chr12	9392065	9392147	NR_128710	0.243	-	MIR1244-4
chr12	9392065	9392147	NR_036262	0.243	-	MIR1244-2
chr12	9392065	9392147	NR_036263	0.243	-	MIR1244-3
chr12	9392065	9392147	NR_036052	0.243	-	MIR1244-1
chr2	39146503	39202590	NM_001145451	0.242	+	ARHGEF33
chr8	64681987	64698054	NR_038875	0.242	+	LINC01289
chr14	28102410	28102484	NR_130461	0.242	-	MIR3171
chr2	185243701	185243771	NR_039638	0.239	+	MIR548AE1
chr13	24043650	24061603	NR_038995	0.237	+	LINC00327
chr1	160846329	160854960	NM_017625	0.237	-	ITLN1
chr9	76986446	76998446	NR_121182	0.236	+	LOC101927358
chr13	41675154	41675236	NR_036127	0.236	-	MIR3168
chr14	96117514	96139789	NR_028288	0.236	+	TCL6
chr8	75617927	75617982	NR_031744	0.235	+	MIR2052
chr9	13927969	13945606	NR_038194	0.229	+	LINC00583
chr3	111451326	111695364	NM_001134437	0.228	+	PHLDB2
chr12	26205490	26225807	NM_001164746	0.227	+	RASSF8
chr22	41075181	41078818	NM_005297	0.227	+	MCHR1
chr1	59981300	60228402	NM_001278224	0.226	+	FGGY
chr15	80873443	80873580	NR_049837	0.225	+	MIR5572
chr7	128530000	128550773	NM_199349	0.224	-	KCP
chr6	137303295	137314368	NR_027994	0.224	-	NHEG1
chr6	156267930	156268013	NR_031606	0.224	+	MIR1202
chr8	67405490	67430759	NM_152765	0.223	+	C8orf46
chr13	90712500	90771971	NR_047489	0.223	-	LINC00559
chr11	103720633	103720708	NR_039842	0.222	+	MIR4693
chr2	56411257	56613309	NM_001080433	0.222	+	CCDC85A
chr4	20393811	20396479	NR_037876	0.221	+	SLIT2-IT1
chr12	81552166	81552240	NR_039848	0.220	+	MIR4699
chr6	133065008	133084598	NM_078488	0.219	-	VNN2
chr22	17840838	18037856	NM_001290046	0.219	+	CECR2
chr13	47029338	47040911	NR_120426	0.218	-	LINC01198
chr2	11680730	11680803	NR_039627	0.216	-	MIR4429
chr16	52116976	52119021	NR_038233	0.212	-	LINC00919
chr9	28888876	28888953	NR_030618	0.212	-	MIR873
chr21	42547157	42557166	NM_182832	0.212	-	PLAC4
chr16	70064248	70064325	NR_036054	0.212	+	MIR1972-1
chr16	70064248	70064325	NR_036265	0.212	+	MIR1972-2
chr4	68603098	68621804	NM_000406	0.211	-	GNRHR
chr4	68603098	68621804	NM_001012763	0.211	-	GNRHR
chr10	53059332	53059415	NR_030336	0.210	+	MIR605
chr7	144038210	144038237	NR_046931	0.209	+	RNU6-57P
chr1	198828001	198828111	NR_029612	0.208	-	MIR181B1
chr1	202789384	202796341	NR_038135	0.207	+	MGAT4EP
chr1	209605477	209605587	NR_029622	0.207	+	MIR205
chr2	62900985	63273621	NM_001142615	0.206	+	EHBP1
chr11	59824100	59838588	NM_006138	0.206	+	MS4A3
chr11	59824100	59838588	NM_001031809	0.206	+	MS4A3
chr11	59824100	59838588	NM_001031666	0.206	+	MS4A3
chr6	72113253	72113324	NR_029504	0.206	-	MIR30A
chr12	9392598	9395645	NR_036466	0.206	+	LINC00987
chr14	74181824	74253961	NM_001043318	0.205	-	ELMSAN1
chr1	43000559	43120335	NM_001080850	0.205	+	CCDC30
chr8	28362632	28362699	NR_036250	0.203	-	MIR4288
chr3	126200007	126236616	NM_001165974	0.203	-	UROC1
chr3	126200007	126236616	NM_144639	0.203	-	UROC1
chr13	71589272	71742549	NR_047699	0.201	+	LINC00348
chr2	165944029	166060577	NM_006922	0.201	-	SCN3A
chr2	165944029	166060577	NM_001081677	0.201	-	SCN3A
chr2	165944029	166060577	NM_001081676	0.201	-	SCN3A
chr15	25380788	25383200	NR_022009	0.201	+	PWAR1
chr10	12620751	12620822	NR_039700	0.200	+	MIR4480
chr10	47746849	47763040	NM_001278923	0.200	+	ANXA8L1
chr10	47746849	47763040	NM_001278924	0.200	+	ANXA8L1
chr10	47746849	47763040	NM_001098845	0.200	+	ANXA8L1
chr5	102465009	102539224	NM_015216	0.199	+	PPIP5K2
chr14	21108854	21109850	NM_001001968	0.199	-	OR6S1
chr9	108006893	108159628	NM_001286730	0.199	+	SLC44A1
chr9	108006893	108159628	NM_080546	0.199	+	SLC44A1
chr8	12651751	12675800	NR_102423	0.199	+	LINC00681
chr17	35849950	35873588	NM_007026	0.198	+	DUSP14
chr1	158686957	158687905	NM_001005327	0.197	-	OR6K3
chr8	125834219	125834300	NR_039809	0.196	-	MIR4662B
chr15	94448633	94651167	NR_120320	0.196	-	LINC01581
chr1	74701070	75010116	NM_015978	0.195	+	TNNI3K
chr4	115577914	115578010	NR_030303	0.195	+	MIR577
chr2	211482294	211484599	NR_002763	0.194	+	CPS1-IT1
chr3	113122844	113152839	NR_046728	0.193	+	CFAP44-AS1
chr4	11370450	11370545	NR_030298	0.193	+	MIR572
chrX	134166332	134167575	NM_001078171	0.193	+	FAM127A
chr1	158580495	158656506	NM_003126	0.191	-	SPTA1
chr1	41492870	41625605	NM_001172222	0.191	-	SCMH1
chr12	17141680	17143562	NR_036619	0.190	+	SKP1P2
chr17	29861900	29861989	NR_039877	0.190	+	MIR4724
chr13	78109808	78219398	NM_001160706	0.190	+	SCEL
chr13	78109808	78219398	NM_003843	0.190	+	SCEL
chr13	78109808	78219398	NM_144777	0.190	+	SCEL
chr14	74254062	74270331	NR_109995	0.190	+	LOC100506476
chr5	113769226	113832197	NM_170775	0.188	+	KCNN2
chr5	113769226	113832197	NR_103458	0.188	+	KCNN2
chr8	39420630	39437653	NR_046245	0.187	+	LOC100130964
chr14	65937819	65937904	NR_030355	0.187	+	MIR625
chr5	146965003	147162411	NM_014790	0.185	-	JAKMIP2
chr5	146965003	147162411	NM_001270934	0.185	-	JAKMIP2
chr5	146965003	147162411	NM_001270941	0.185	-	JAKMIP2
chr5	146965003	147162411	NM_001282282	0.185	-	JAKMIP2
chr8	125834226	125834293	NR_039806	0.185	+	MIR4662A
chr7	31592615	31693303	NM_194300	0.184	+	CCDC129
chr4	159814683	159956333	NM_152543	0.183	-	C4orf45
chr4	178649910	178911904	NR_028342	0.183	+	LINC01098
chr3	161214595	161221730	NM_001080440	0.183	+	OTOL1
chr3	98298289	98312455	NM_000097	0.182	-	CPOX
chr1	198828172	198828282	NR_029626	0.182	-	MIR181A1
chrX	100098312	100129334	NM_013955	0.182	-	NOX1
chrX	100098312	100129334	NM_007052	0.182	-	NOX1
chrX	100098312	100129334	NM_001271815	0.182	-	NOX1
chrX	24712063	25015102	NM_016937	0.181	+	POLA1
chr15	25232071	25232140	NR_001292	0.181	+	SNORD108
chr8	82370617	82373758	NM_001080526	0.181	-	FABP9
chr15	75212616	75230495	NM_004255	0.180	-	COX5A
chr3	405055	427478	NR_110739	0.179	-	CHL1-AS1
chrX	106956451	106960291	NM_004089	0.178	-	TSC22D3
chr2	210444402	210598834	NM_031845	0.177	+	MAP2
chr2	210444402	210598834	NM_002374	0.177	+	MAP2
chr2	210444402	210598834	NM_031847	0.177	+	MAP2
chr2	58747887	59290901	NR_033873	0.175	+	LINC01122
chr18	61880317	61927290	NR_033983	0.175	-	LINC01538
chrX	130836677	130964671	NR_026975	0.174	-	FIRRE
chr5	101707485	101834720	NM_173488	0.173	-	SLCO6A1
chr5	101707485	101834720	NM_001289002	0.173	-	SLCO6A1
chr5	101707485	101834720	NM_001289004	0.173	-	SLCO6A1
chr20	47240792	47444420	NM_020820	0.173	-	PREX1
chr8	113235158	114389382	NM_198124	0.170	-	CSMD3
chr2	11674241	11782912	NM_014668	0.170	+	GREB1
chr15	32933869	32989298	NM_003020	0.170	+	SCG5
chr15	32933869	32989298	NM_001144757	0.170	+	SCG5
chr17	26934981	26941211	NM_001174103	0.169	-	SGK494
chr7	74103270	74143256	NR_110044	0.169	-	LOC101926943
chr15	58982671	58985806	NR_073415	0.169	-	HSP90AB4P
chr7	11410061	11871824	NM_015204	0.167	-	THSD7A
chr11	27676441	27722035	NM_001709	0.167	-	BDNF
chr11	27676441	27722035	NM_001143814	0.167	-	BDNF
chr11	27676441	27722035	NM_001143813	0.167	-	BDNF
chr3	178735010	178789656	NM_022470	0.167	-	ZMAT3
chr3	178735010	178789656	NM_152240	0.167	-	ZMAT3
chr5	102864134	102877686	NR_104670	0.165	-	LOC102467212
chr11	6866913	6867867	NM_178168	0.165	+	OR10A5
chr5	54398473	54406080	NM_006144	0.165	+	GZMA
chr1	178310605	178448648	NM_004841	0.163	+	RASAL2
chr5	173763356	173954142	NR_125806	0.163	+	LINC01411
chr3	132316080	132321485	NM_016557	0.162	+	ACKR4
chr14	46940561	46971104	NR_102699	0.162	+	LINC00871
chr14	46940561	46971104	NR_102700	0.162	+	LINC00871
chr5	39520532	39524810	NR_104632	0.161	+	LOC101926940
chr3	193920804	193924096	NR_125404	0.160	-	LOC100505920
chr4	122052563	122148621	NM_001244764	0.160	-	TNIP3
chr6	78400372	78634476	NM_001282136	0.159	+	MEI4
chr3	18004063	18310410	NM_001257177	0.159	+	LOC339862
chr3	15708743	15798058	NM_001195099	0.158	-	ANKRD28
chr11	13513600	13517567	NM_000315	0.158	-	PTH
chr2	210894645	210929080	NR_110291	0.157	+	LOC101928020
chr7	17503068	17598533	NR_110013	0.156	-	LOC101927630
chr18	55816564	56068772	NM_001144965	0.156	+	NEDD4L
chr18	55816564	56068772	NM_001144968	0.156	+	NEDD4L
chr18	55816564	56068772	NM_001144971	0.156	+	NEDD4L
chr18	55816564	56068772	NM_001144969	0.156	+	NEDD4L
chr6	66497771	66499376	NR_026540	0.155	+	SLC25A51P1
chr1	47603106	47614526	NM_001010969	0.154	+	CYP4A22
chr9	79013514	79014954	NR_026890	0.153	+	RPSAP9
chr18	21901649	21901699	NR_031724	0.152	+	MIR320C2
chr1	75055418	75091782	NR_121670	0.152	+	ERICH3-AS1
chr11	5653484	5662526	NM_130390	0.152	+	TRIM34
chr3	196466727	196559518	NM_002577	0.151	+	PAK2
chr14	21051051	21058417	NM_145250	0.151	-	RNASE11
chr11	62475065	62476678	NM_012202	0.149	+	GNG3
chr19	50595745	50595866	NR_024214	0.148	-	SNAR-A3
chr19	50595745	50595866	NR_024228	0.148	-	SNAR-A8
chr19	50595745	50595866	NR_024229	0.148	-	SNAR-A10
chr19	50595745	50595866	NR_024215	0.148	-	SNAR-A4
chr19	50595745	50595866	NR_024224	0.148	-	SNAR-A7
chr19	50595745	50595866	NR_024223	0.148	-	SNAR-A5
chr19	50595745	50595866	NR_024225	0.148	-	SNAR-A11
chr19	50595745	50595866	NR_024226	0.148	-	SNAR-A9
chr19	50595745	50595866	NR_024227	0.148	-	SNAR-A6
chr19	50595745	50595866	NR_024242	0.148	-	SNAR-A14
chr1	109472129	109493070	NM_001278203	0.148	-	CLCC1
chr1	109472129	109493070	NM_001278202	0.148	-	CLCC1
chr12	86373036	87232681	NM_013244	0.147	-	MGAT4C
chr10	124639148	124658230	NR_027282	0.146	+	LOC399815
chr3	15915277	15915356	NR_030289	0.145	+	MIR563
chr10	124591670	124639157	NR_037915	0.145	-	FAM24B-CUZD1
chr10	124608609	124639157	NM_152644	0.145	-	FAM24B
chr10	124608609	124639157	NM_001204364	0.145	-	FAM24B
chr10	124608609	124639157	NR_037911	0.145	-	FAM24B
chr3	25382292	25639422	NM_001290300	0.144	+	RARB
chr17	37213271	37237704	NR_036551	0.143	+	LOC100131347
chr1	100746796	100746864	NR_030279	0.142	+	MIR553
