# Argument List:
# Name = Beta_minus-FetalSI_unique
# peak file = /Informatics/FetalSI_unique.bed
# distance = 5000 bp
#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr22	45898718	45954591	NM_006487	0.426	+	FBLN1
chr22	45898718	45997014	NM_006486	0.426	+	FBLN1
chr22	45898718	45961581	NM_006485	0.426	+	FBLN1
chr22	45898718	45959242	NM_001996	0.426	+	FBLN1
chr12	102789644	102874378	NM_000618	0.423	-	IGF1
chr12	102789644	102874378	NM_001111283	0.423	-	IGF1
chr12	102811453	102874378	NM_001111285	0.423	-	IGF1
chr19	3880617	3928080	NM_033064	0.421	+	ATCAY
chr18	29122108	29136874	NR_045216	0.418	-	DSG2-AS1
chr8	37263981	37351431	NR_121620	0.417	-	LOC100507420
chrX	100098312	100129334	NM_013955	0.417	-	NOX1
chrX	100098312	100129334	NM_007052	0.417	-	NOX1
chrX	100098312	100129334	NM_001271815	0.417	-	NOX1
chr5	73602234	73604150	NR_105009	0.416	-	LINC01335
chr10	70320116	70454239	NM_030625	0.416	+	TET1
chr1	151778546	151798553	NM_001001523	0.415	-	RORC
chrX	71346960	71351751	NM_001024455	0.414	-	RGAG4
chr19	2785505	2813599	NM_003249	0.412	+	THOP1
chr7	150646515	150652917	NM_001204798	0.411	-	KCNH2
chr7	150642043	150652917	NM_172057	0.411	-	KCNH2
chr3	46923738	46945289	NM_001184744	0.411	+	PTH1R
chr3	194815316	194816786	NR_104188	0.411	+	XXYLT1-AS1
chr15	45459411	45480165	NM_001301170	0.410	-	SHF
chr15	45459411	45480165	NM_001301169	0.410	-	SHF
chr15	45459411	45480165	NM_001301168	0.410	-	SHF
chr19	19040009	19051161	NM_001145721	0.410	-	HOMER3
chr4	100125878	100140403	NM_000672	0.409	-	ADH6
chr4	100123794	100140403	NM_001102470	0.409	-	ADH6
chr9	93372113	93405387	NM_017594	0.409	-	DIRAS2
chr20	61472365	61493115	NM_006602	0.408	-	TCFL5
chr20	61482845	61493115	NM_001301726	0.408	-	TCFL5
chr12	110288747	110318293	NM_016433	0.404	-	GLTP
chr9	130374485	130454995	NM_003165	0.403	+	STXBP1
chr9	130374485	130454995	NM_001032221	0.403	+	STXBP1
chr19	50818764	50832634	NM_004977	0.403	-	KCNC3
chr7	73498106	73536855	NM_002314	0.402	+	LIMK1
chr1	57110989	57181008	NM_006252	0.401	+	PRKAA2
chr16	2140195	2140285	NR_030646	0.398	-	MIR1225
chr17	47787686	47841518	NM_030802	0.398	-	FAM117A
chr3	196673213	196695742	NM_025163	0.398	-	PIGZ
chr7	130417381	130418860	NM_138693	0.397	-	KLF14
chr20	61436176	61445352	NM_007346	0.395	+	OGFR
chr19	19040009	19051113	NM_001145722	0.394	-	HOMER3
chr20	5891973	5906005	NM_001819	0.393	+	CHGB
chr12	133067156	133161773	NM_001142641	0.392	+	FBRSL1
chr18	596997	650293	NM_014410	0.392	+	CLUL1
chr18	596997	650293	NM_001289036	0.392	+	CLUL1
chr16	82660398	83830215	NM_001257	0.392	+	CDH13
chr16	82660398	83214630	NM_001220491	0.392	+	CDH13
chr16	82660398	83830215	NM_001220490	0.392	+	CDH13
chr16	82660398	83214630	NM_001220492	0.392	+	CDH13
chr16	82660398	83830215	NM_001220489	0.392	+	CDH13
chr16	82660398	83830215	NM_001220488	0.392	+	CDH13
chr17	71161159	71168062	NM_001050	0.391	+	SSTR2
chr2	172964165	172967478	NM_004405	0.391	-	DLX2
chr19	45754515	45808541	NM_001199867	0.391	+	MARK4
chr19	45754515	45808541	NM_031417	0.391	+	MARK4
chr2	85360582	85537511	NM_031283	0.386	+	TCF7L1
chr1	11333254	11348491	NM_013319	0.385	+	UBIAD1
chr20	61885329	61892967	NR_024389	0.383	+	FLJ16779
chr19	33699569	33716756	NM_019849	0.382	-	SLC7A10
chr11	114549199	114577652	NM_182495	0.382	+	NXPE2
chr2	74741595	74744275	NM_016170	0.381	+	TLX2
chrX	17393542	17754113	NM_198270	0.379	+	NHS
chrX	17393542	17754113	NM_001291867	0.379	+	NHS
chr1	6105980	6161253	NM_001199862	0.379	+	KCNAB2
chr3	183948316	183960117	NM_138345	0.378	+	VWA5B2
chr2	132285406	132291239	NM_138770	0.377	+	CCDC74A
chr2	132285406	132291239	NM_001258304	0.377	+	CCDC74A
chr2	132285406	132291239	NM_001258305	0.377	+	CCDC74A
chr2	132285406	132291239	NM_001258306	0.377	+	CCDC74A
chr17	74669731	74707087	NM_001008528	0.377	-	MXRA7
chr17	74675650	74707087	NM_001008529	0.377	-	MXRA7
chr17	74675650	74707087	NM_198530	0.377	-	MXRA7
chr20	40030742	40247133	NM_032221	0.376	-	CHD6
chr11	369794	382117	NM_178537	0.374	+	B4GALNT4
chr15	90118817	90171253	NM_152259	0.374	+	TICRR
chr16	2587964	2653191	NM_002613	0.373	+	PDPK1
chr16	2587964	2653191	NM_031268	0.373	+	PDPK1
chr16	2587964	2653191	NM_001261816	0.373	+	PDPK1
chr3	96533424	96728971	NM_001278301	0.372	+	EPHA6
chr3	96533424	97467786	NM_001080448	0.372	+	EPHA6
chr6	33857287	33864684	NR_038989	0.372	-	LINC01016
chr2	102615423	102644884	NR_048564	0.371	+	IL1R2
chr8	143692404	143695833	NM_015193	0.371	-	ARC
chr11	76368567	76381791	NM_001128922	0.370	-	LRRC32
chr19	7581003	7585911	NM_018083	0.370	+	ZNF358
chr2	2898819	3129798	NR_110228	0.370	-	LINC01250
chr9	42368302	42411410	NM_001012421	0.368	+	ANKRD20A2
chr3	73431580	73523783	NM_001303141	0.364	-	PDZRN3
chr7	149461452	149470295	NM_207336	0.363	-	ZNF467
chr15	65619464	65670378	NM_004884	0.363	-	IGDCC3
chr5	33527286	33892124	NM_030955	0.361	-	ADAMTS12
chr2	128698790	128784869	NM_001145928	0.361	-	SAP130
chr2	128698790	128784869	NM_024545	0.361	-	SAP130
chr2	33172368	33624575	NM_206943	0.361	+	LTBP1
chr19	4402659	4443394	NM_005483	0.361	+	CHAF1A
chr22	50166925	50221196	NM_001304808	0.361	-	BRD1
chr17	48638428	48704832	NM_198380	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198379	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256327	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198376	0.359	+	CACNA1G
chr17	48638428	48704832	NR_046056	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256326	0.359	+	CACNA1G
chr17	48638428	48704832	NR_046058	0.359	+	CACNA1G
chr17	48638428	48704832	NR_046057	0.359	+	CACNA1G
chr17	48638428	48704832	NR_046054	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198378	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256329	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256325	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256324	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198396	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256359	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256333	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198388	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198387	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198386	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256328	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198385	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198384	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198383	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256361	0.359	+	CACNA1G
chr17	48638428	48704832	NR_046055	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256330	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256334	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198382	0.359	+	CACNA1G
chr17	48638428	48704832	NM_198377	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256360	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256332	0.359	+	CACNA1G
chr17	48638428	48704832	NM_001256331	0.359	+	CACNA1G
chr17	48638428	48704832	NM_018896	0.359	+	CACNA1G
chr12	176048	287625	NM_001170738	0.359	+	IQSEC3
chr9	42368336	42411863	NM_001012419	0.358	+	ANKRD20A3
chr13	99484337	99486883	NR_046663	0.358	+	DOCK9-AS1
chr17	54671059	54672951	NM_005450	0.356	+	NOG
chr8	97154557	97173020	NM_001001557	0.353	-	GDF6
chr15	75011882	75017877	NM_000499	0.353	-	CYP1A1
chr6	53199257	53202415	NR_046241	0.353	-	RPS16P5
chr3	73431580	73483147	NM_001303142	0.352	-	PDZRN3
chr19	36359400	36370699	NM_005166	0.351	+	APLP1
chr19	36359400	36370699	NM_001024807	0.351	+	APLP1
chr9	131182758	131199630	NM_016174	0.350	+	CERCAM
chr16	58534046	58547523	NM_001242833	0.349	+	NDRG4
chr16	58534046	58547523	NM_001242835	0.349	+	NDRG4
chr16	58534046	58547523	NR_040072	0.349	+	NDRG4
chr16	58534046	58547523	NM_001242834	0.349	+	NDRG4
chr16	58534046	58547523	NM_001242836	0.349	+	NDRG4
chr1	233463513	233520894	NM_032435	0.349	+	KIAA1804
chr10	124145584	124191871	NM_001195608	0.347	+	PLEKHA1
chr17	44590075	44633014	NM_001006607	0.347	+	LRRC37A2
chr2	16190548	16225811	NR_126559	0.346	+	GACAT3
chr13	103934828	103934848	NR_049840	0.346	-	MIR548AS
chr3	140770243	140867453	NM_080862	0.344	+	SPSB4
chr1	48226199	48462562	NM_001194986	0.342	-	TRABD2B
chr2	113825546	113833427	NM_173161	0.342	+	IL1F10
chr8	99956630	99964332	NM_001142462	0.341	+	OSR2
chr8	99956630	99964332	NM_053001	0.341	+	OSR2
chr8	99956630	99964332	NM_001286841	0.341	+	OSR2
chr9	67926760	67969840	NM_032250	0.341	+	ANKRD20A1
chr7	916190	936071	NM_015949	0.340	+	GET4
chr3	50273588	50296786	NM_002070	0.340	+	GNAI2
chr3	50273588	50296786	NM_001282618	0.340	+	GNAI2
chr15	80696691	80890277	NM_014862	0.335	+	ARNT2
chr6	166874150	166878871	NR_046793	0.335	-	RPS6KA2-IT1
chr10	103348088	103369410	NM_015448	0.334	+	DPCD
chr20	62371210	62375403	NM_020062	0.333	+	SLC2A4RG
chr8	73976777	74005507	NM_153225	0.333	-	SBSPON
chr19	16511441	16582823	NM_001258376	0.333	-	EPS15L1
chr19	44270684	44285409	NM_002250	0.332	-	KCNN4
chr5	153854531	153857824	NM_004821	0.332	-	HAND1
chr9	67926794	67970293	NM_001012419	0.332	+	ANKRD20A3
chr17	43100705	43129029	NM_001128631	0.332	-	DCAKD
chr5	159626047	159665729	NM_001040442	0.331	+	FABP6
chr6	32008931	32077151	NM_019105	0.328	-	TNXB
chr1	6106173	6161253	NM_001199863	0.324	+	KCNAB2
chr17	56408592	56408679	NR_029683	0.324	-	MIR142
chr10	115803805	115806667	NM_000684	0.324	+	ADRB1
chr1	51752929	51787940	NM_001297665	0.323	-	TTC39A
chr1	51752929	51787940	NM_001080494	0.323	-	TTC39A
chr5	170288885	170727019	NM_022897	0.322	+	RANBP17
chr7	45120035	45128493	NM_001146334	0.322	-	NACAD
chr8	124996377	125053023	NR_040044	0.322	-	FER1L6-AS1
chr18	52773134	52791537	NR_110743	0.321	-	LOC101927229
chr16	420775	431950	NM_021259	0.320	-	TMEM8A
chr2	172967733	172974710	NR_126376	0.319	+	DLX2-AS1
chr6	99720792	99797531	NM_032511	0.319	-	FAXC
chr5	175223609	175311023	NM_006650	0.319	+	CPLX2
chr6	107811316	107982513	NM_018013	0.318	+	SOBP
chr10	103338638	103348027	NM_001174085	0.318	-	POLL
chr10	103338638	103348027	NR_033406	0.318	-	POLL
chr10	103338638	103348027	NM_013274	0.318	-	POLL
chr10	103338638	103348027	NM_001174084	0.318	-	POLL
chr11	89392464	89431886	NM_153696	0.318	+	FOLH1B
chr11	66234335	66244808	NM_001098510	0.315	+	PELI3
chr11	66234335	66244808	NM_145065	0.315	+	PELI3
chr11	66234335	66244808	NM_001243136	0.315	+	PELI3
chr13	28519342	28519710	NR_002162	0.315	+	ATP5EP2
chr5	147861114	148016624	NM_001040173	0.312	-	HTR4
chr5	147856198	148016624	NM_001040172	0.312	-	HTR4
chr5	147861032	148016624	NM_001286410	0.312	-	HTR4
chr16	2525146	2555734	NM_001199107	0.312	+	TBC1D24
chr16	2525146	2555734	NM_020705	0.312	+	TBC1D24
chr19	17186590	17324104	NM_004145	0.312	+	MYO9B
chr19	17186590	17324104	NM_001130065	0.312	+	MYO9B
chr10	43572516	43625797	NM_020975	0.312	+	RET
chr10	43572516	43622952	NM_020630	0.312	+	RET
chr4	122052563	122137782	NM_001128843	0.311	-	TNIP3
chr6	31731912	31733365	NR_126423	0.311	-	SAPCD1-AS1
chr22	20236656	20236734	NR_031618	0.310	-	MIR1286
chr16	56226528	56228437	NR_026889	0.308	-	DKFZP434H168
chr2	150186498	150330659	NM_001195685	0.307	+	LYPD6
chr17	79091095	79139872	NM_001080395	0.306	-	AATK
chr10	11206992	11378672	NM_001083591	0.305	+	CELF2
chr10	11206992	11378672	NM_001025076	0.305	+	CELF2
chr20	10199476	10288066	NM_130811	0.305	+	SNAP25
chr20	10199476	10288066	NM_003081	0.305	+	SNAP25
chr9	134399182	134406662	NM_001135954	0.304	-	UCK1
chr9	134399182	134406662	NM_001261451	0.304	-	UCK1
chr9	134399182	134406662	NM_001261450	0.304	-	UCK1
chr9	134399182	134406662	NM_031432	0.304	-	UCK1
chrX	51075082	51080377	NM_153183	0.303	+	NUDT10
chr17	27900486	27916610	NM_014030	0.302	-	GIT1
chr17	27900486	27916610	NM_001085454	0.302	-	GIT1
chr7	55954969	56009918	NM_182633	0.299	+	ZNF713
chr20	20348764	20351592	NM_002196	0.298	+	INSM1
chr20	61904136	61921142	NM_175609	0.298	+	ARFGAP1
chr20	61904136	61921142	NM_018209	0.298	+	ARFGAP1
chr20	61904136	61921142	NM_001281483	0.298	+	ARFGAP1
chr20	61904136	61921142	NM_001281482	0.298	+	ARFGAP1
chr20	61904136	61921142	NM_001281484	0.298	+	ARFGAP1
chr5	137774689	137782658	NM_016606	0.297	+	REEP2
chr5	137774689	137782658	NR_073449	0.297	+	REEP2
chr5	137774689	137782658	NR_073448	0.297	+	REEP2
chr5	137774689	137782658	NM_001271803	0.297	+	REEP2
chr2	241653180	241759725	NM_001244008	0.296	-	KIF1A
chr17	43100705	43128885	NM_001288655	0.295	-	DCAKD
chr19	14164178	14169971	NM_001145028	0.294	-	PALM3
chr19	7504573	7537371	NM_001130955	0.291	+	ARHGEF18
chr9	114448798	114521813	NM_001080551	0.291	-	C9orf84
chr17	4487833	4511614	NM_001114974	0.291	+	SMTNL2
chr11	119060962	119066584	NM_001145018	0.289	-	CCDC153
chr19	4909441	4962165	NM_001048201	0.289	+	UHRF1
chr16	3077867	3085542	NM_001103175	0.288	-	CCDC64B
chr9	91150015	91190704	NM_145283	0.288	+	NXNL2
chr9	91150015	91159462	NM_001161625	0.288	+	NXNL2
chr10	63239798	63242948	NR_120644	0.286	+	TMEM26-AS1
chr10	63239798	63253189	NR_120645	0.286	+	TMEM26-AS1
chr10	129894924	129924468	NM_002417	0.284	-	MKI67
chr10	129894924	129924468	NM_001145966	0.284	-	MKI67
chr14	24037243	24048009	NM_032452	0.284	-	JPH4
chr14	24037243	24048009	NM_001146028	0.284	-	JPH4
chr6	111408780	111544606	NM_018593	0.283	+	SLC16A10
chr17	1958392	1962981	NM_006497	0.283	+	HIC1
chr15	40733349	40760441	NM_014952	0.283	+	BAHD1
chr15	40733349	40760441	NR_125372	0.283	+	BAHD1
chr6	35441373	35464861	NM_003214	0.281	-	TEAD3
chr14	105235686	105259938	NM_005163	0.281	-	AKT1
chr10	687628	687718	NR_049884	0.279	-	MIR5699
chr5	14826037	14826121	NR_039780	0.279	-	MIR4637
chr19	10982252	11033448	NM_199141	0.278	+	CARM1
chr20	36888576	36917348	NR_104170	0.278	+	LOC149684
chr9	137711260	137764464	NR_103451	0.277	-	LOC101448202
chr4	2820540	2842823	NM_003023	0.276	+	SH3BP2
chr8	17433941	17500642	NM_006207	0.275	+	PDGFRL
chrX	134229014	134232733	NR_024493	0.274	-	LINC00087
chr4	74374519	74394250	NR_046377	0.273	+	LOC728040
chr6	168707583	168720434	NM_001286350	0.273	-	DACT2
chr6	168707583	168720434	NM_214462	0.273	-	DACT2
chr6	168693509	168720434	NM_001286351	0.273	-	DACT2
chr6	168707583	168720434	NR_104425	0.273	-	DACT2
chr9	43090424	43133544	NM_001012421	0.273	-	ANKRD20A2
chr9	139221931	139236288	NM_015597	0.269	+	GPSM1
chr9	139221931	139254057	NM_001145638	0.269	+	GPSM1
chr8	21881620	21894408	NM_001286680	0.268	+	NPM2
chr1	21922707	21978348	NM_001145658	0.267	-	RAP1GAP
chr2	166713985	166728451	NR_045375	0.267	-	LOC100506124
chr5	121964646	122066255	NR_109881	0.266	-	LOC101927379
chr16	85741123	85784689	NM_206967	0.266	-	C16orf74
chr9	43089971	43133510	NM_001012419	0.265	-	ANKRD20A3
chr4	187207251	187422212	NR_033900	0.264	-	F11-AS1
chr20	60884115	60942368	NM_005560	0.262	-	LAMA5
chr9	69381980	69425109	NM_001098805	0.262	+	ANKRD20A4
chr3	51991469	51996908	NM_033010	0.261	-	PCBP4
chr19	11224149	11224210	NR_106946	0.259	+	MIR6886
chr15	23403865	23579357	NM_001271664	0.259	-	GOLGA6L22
chr2	101436612	101613287	NM_002518	0.259	+	NPAS2
chr11	36317724	36486754	NM_001160167	0.259	+	PRR5L
chr14	56232962	56234435	NR_004844	0.259	+	RPL13AP3
chr7	74103270	74143256	NR_110044	0.257	-	LOC101926943
chr5	134984371	134989624	NR_027127	0.257	-	LOC340074
chr2	131513223	131525707	NM_001105193	0.255	+	AMER3
chr1	35247910	35251967	NM_001005752	0.254	+	GJB3
chrX	54471886	54522599	NM_004463	0.254	-	FGD1
chr16	432240	442960	NR_024453	0.254	+	LOC100134368
chr17	42987034	42992920	NM_001131019	0.252	-	GFAP
chr17	42987034	42992920	NM_001242376	0.252	-	GFAP
chr17	42982993	42992920	NM_002055	0.252	-	GFAP
chr21	46117086	46117959	NM_198699	0.249	+	KRTAP10-12
chr6	52101483	52109298	NM_052872	0.248	-	IL17F
chr15	22546564	22570831	NR_033735	0.248	+	REREP3
chr3	3841120	3889387	NM_020873	0.248	+	LRRN1
chr5	121772191	121814782	NR_051996	0.245	-	MGC32805
chr13	52598826	52607736	NM_021645	0.244	+	UTP14C
chr12	105724413	105765296	NM_001145199	0.244	+	C12orf75
chr20	61872135	61885892	NM_152864	0.244	-	NKAIN4
chr11	82443045	82444906	NM_175885	0.243	-	FAM181B
chr15	38332593	38354541	NR_120330	0.243	+	LOC101928227
chr7	153749502	154686000	NM_130797	0.242	+	DPP6
chr7	153749502	154380340	NM_001290253	0.242	+	DPP6
chr3	195590235	195635880	NM_005781	0.242	-	TNK2
chr7	18166842	18166932	NR_031635	0.240	-	MIR1302-6
chr2	219891269	219906273	NM_001278296	0.240	-	CCDC108
chr2	219891269	219906273	NM_001278295	0.240	-	CCDC108
chr2	219898413	219906273	NM_152389	0.240	-	CCDC108
chr10	5136567	5149878	NM_003739	0.240	+	AKR1C3
chr10	5136567	5140368	NM_001253909	0.240	+	AKR1C3
chr11	289137	295688	NM_025092	0.240	+	ATHL1
chr1	65613849	65697828	NM_013410	0.239	+	AK4
chr9	139216997	139221779	NR_026964	0.238	-	DKFZP434A062
chr1	226736500	226796915	NM_001003665	0.238	+	C1orf95
chr6	57179602	57191161	NM_001282488	0.238	+	PRIM2
chr7	39444197	39445945	NR_046711	0.237	-	POU6F2-AS1
chr8	325930	333174	NR_103537	0.237	-	FAM87A
chr17	7608519	7614693	NM_001406	0.236	+	EFNB3
chr2	149632791	149883273	NM_004522	0.236	+	KIF5C
chr2	200332820	200337481	NR_026830	0.236	+	SATB2-AS1
chr3	101237710	101242731	NR_036433	0.234	+	FAM172BP
chr10	127508308	127508391	NR_039704	0.234	+	MIR4484
chr10	134973970	135039916	NM_152643	0.234	+	KNDC1
chrX	71364033	71381600	NM_207422	0.234	+	FLJ44635
chr11	47608229	47610746	NM_001164379	0.232	+	FAM180B
chr11	117690789	117747746	NM_001204268	0.232	-	FXYD6-FXYD2
chr11	117690789	117747746	NM_001243598	0.232	-	FXYD6-FXYD2
chr11	117707690	117747746	NM_022003	0.232	-	FXYD6
chr11	117707690	117747746	NM_001164837	0.232	-	FXYD6
chr11	117707690	117747746	NM_001164836	0.232	-	FXYD6
chr11	117707690	117747746	NM_001164832	0.232	-	FXYD6
chr2	219845808	219850379	NM_017521	0.232	-	FEV
chr19	19040009	19050444	NR_027297	0.231	-	HOMER3
chr12	41582249	41968392	NM_001164595	0.230	+	PDZRN4
chrX	56763220	56764017	NR_002308	0.230	-	UQCRBP1
chr1	209602167	209605892	NM_001104548	0.229	+	MIR205HG
chr13	52703030	52706859	NR_110306	0.228	+	LOC101929657
chr9	134133464	134151906	NM_033387	0.228	-	FAM78A
chr2	170366211	170382772	NM_006063	0.227	+	KLHL41
chr2	131513076	131525707	NM_152698	0.227	+	AMER3
chrX	68725077	68752351	NM_015686	0.227	+	FAM155B
chrX	49019180	49024495	NM_024859	0.226	+	MAGIX
chrX	49019180	49024495	NM_001099681	0.226	+	MAGIX
chrX	49019180	49024495	NM_001099682	0.226	+	MAGIX
chr18	55019720	55036161	NM_015879	0.226	+	ST8SIA3
chr11	30406039	30607930	NM_001145399	0.225	-	MPPED2
chr16	81698958	81700879	NR_045112	0.223	+	LOC100129617
chr12	53817638	53825318	NM_001164691	0.222	+	AMHR2
chr12	53817638	53825318	NM_001164690	0.222	+	AMHR2
chr12	53817638	53825318	NM_020547	0.222	+	AMHR2
